xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
515.0,201.0,640.0,213.0,05/31/04       4525,invoice_info,Amount       Enclosed,14.0,1,,0.0,-1,14.0,0.0
500.0,216.0,585.0,226.0,Amount       Enclosed,other,"PHILIP       MORRIS       USA       .          ATTNJ       VINCENT       WEINER          120       PARK       AVF.       ———          NF.U       YORK       NY       10017       To       insure       prompt       adjust          ment       to       your       account,          please       return       this       portion          with       your       remittance.",59.5,2,,0.0,-1,59.5,0.0
254.0,230.0,661.0,331.0,"PHILIP       MORRIS       USA       .          ATTNJ       VINCENT       WEINER          120       PARK       AVF.       ———          NF.U       YORK       NY       10017       To       insure       prompt       adjust          ment       to       your       account,          please       return       this       portion          with       your       remittance.",receiver,Date       Ref.       No.       Description       Charges       Credits,81.5,3,,0.0,-1,81.5,0.0
159.0,356.0,618.0,368.0,Date       Ref.       No.       Description       Charges       Credits,positions,05/22       1       '84       RED       SOX       SC0REB00K       AD       6»800.00,24.0,4,,0.0,-1,24.0,0.0
168.0,376.0,581.0,396.0,05/22       1       '84       RED       SOX       SC0REB00K       AD       6»800.00,positions,130       Davs,198.5,5,,0.0,-1,198.5,0.0
148.0,576.0,318.0,593.0,130       Davs,total,BOSTON       RED       SOX       •       YAWKEY       WAY       •       BOSTON       MA       02215,47.5,11,60       Days,126.5,6,47.5,126.5
318.0,576.0,401.0,593.0,60       Days,total,BOSTON       RED       SOX       •       YAWKEY       WAY       •       BOSTON       MA       02215,47.5,11,90       Days,83.5,7,47.5,83.5
401.0,576.0,485.0,593.0,90       Days,total,BOSTON       RED       SOX       •       YAWKEY       WAY       •       BOSTON       MA       02215,47.5,11,120       Days,80.0,8,47.5,80.0
485.0,576.0,561.0,593.0,120       Days,total,Ar800.00,24.5,10,BALANCE       DUE,94.5,9,24.5,94.5
561.0,576.0,674.0,593.0,BALANCE       DUE,total,Ar800.00,24.5,10,,0.0,-1,24.5,0.0
561.0,593.0,674.0,625.0,Ar800.00,total,"to          o          ""4          O",199.5,12,,0.0,-1,199.5,0.0
269.0,627.0,543.0,637.0,BOSTON       RED       SOX       •       YAWKEY       WAY       •       BOSTON       MA       02215,other,,0.0,-1,,0.0,-1,0.0,0.0
659.0,790.0,673.0,827.0,"to          o          ""4          O",other,ft,27.0,13,,0.0,-1,27.0,0.0
655.0,826.0,675.0,845.0,ft,other,8,27.5,14,"to          o          ""4          O",1.0,12,27.5,1.0
654.0,854.0,674.0,872.0,8,other,,0.0,-1,,0.0,-1,0.0,0.0
