xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
30.0,117.0,63.0,252.0,c          c          c          '       *          €,other,rr.          w*          □          □,404.0,23,REMIT       TO:       HEARST       MAGAZINE*          ATTN:       ACCTS       REC4TH       FL          250       WEST       55TH       STREET          NEW       YORK.       N.Y.       10C10,131.5,6,404.0,131.5
189.0,162.0,265.0,175.0,PUBLICATION,other,REMIT       TO:       HEARST       MAGAZINE*          ATTN:       ACCTS       REC4TH       FL          250       WEST       55TH       STREET          NEW       YORK.       N.Y.       10C10,54.5,6,"HEARST       MAGAZINES          959       EIGHTH       AVENUE          NEW       YORK,       N.Y.       10019          *•       REOBOOK‘       :       ^*",131.0,2,54.5,131.0
285.0,109.0,431.0,172.0,"HEARST       MAGAZINES          959       EIGHTH       AVENUE          NEW       YORK,       N.Y.       10019          *•       REOBOOK‘       :       ^*",supplier,IN       ORDER       TO       INSURE       PROPER       CREDIT       TO          YOUR       ACCOUNT.       PLEASE       RETURN       PINK          COPY       WITH       YOUR       REMITTANCE,84.0,7,INVOICE          DUNS       194-2077,188.0,3,-1.0,188.0
510.0,118.0,582.0,148.0,INVOICE          DUNS       194-2077,other,PAYABLE       IN       US.CURRENC          PAYABLE       30       DAYS          FROM       BILLING       DATE,40.5,4,&,104.0,5,40.5,-1.0
510.0,158.0,634.0,189.0,PAYABLE       IN       US.CURRENC          PAYABLE       30       DAYS          FROM       BILLING       DATE,other,IN       ORDER       TO       INSURE       PROPER       CREDIT       TO          YOUR       ACCOUNT.       PLEASE       RETURN       PINK          COPY       WITH       YOUR       REMITTANCE,51.0,7,&,78.0,5,51.0,78.0
623.0,96.0,677.0,167.0,&,other,PAYABLE       IN       US.CURRENC          PAYABLE       30       DAYS          FROM       BILLING       DATE,42.0,4,,0.0,-1,-1.0,0.0
78.0,196.0,278.0,250.0,REMIT       TO:       HEARST       MAGAZINE*          ATTN:       ACCTS       REC4TH       FL          250       WEST       55TH       STREET          NEW       YORK.       N.Y.       10C10,supplier,r,37.0,8,1,228.0,10,37.0,228.0
407.0,205.0,640.0,244.0,IN       ORDER       TO       INSURE       PROPER       CREDIT       TO          YOUR       ACCOUNT.       PLEASE       RETURN       PINK          COPY       WITH       YOUR       REMITTANCE,other,1,32.0,10,r          f          i,153.0,40,32.0,153.0
77.0,252.0,99.0,268.0,r,other,CLASS       OF       AD       NATIOhAL       OISPLAY,235.0,22,NS       BETTY       EPPERSON          CIO       LCRILLARO       NE01A          666       FIFTH       AVE       NY       NY,114.5,9,-1.0,114.5
126.0,264.0,279.0,303.0,NS       BETTY       EPPERSON          CIO       LCRILLARO       NE01A          666       FIFTH       AVE       NY       NY,receiver,ADVERTISER       LORILLARO,66.5,11,SERVICES          10103,113.5,12,-1.0,113.5
395.0,247.0,417.0,266.0,1,other,INVOICE       NUMBER       50       -5041-0224          AGENCY       NUMBER       12561          ADVERTISER       NUMOER       L2025          BILLING       DATE       02/10/85          _J       ISSUE       MARCH,41.5,13,r          f          i,270.5,40,41.5,-1.0
126.0,343.0,287.0,357.0,ADVERTISER       LORILLARO,other,PAGE,17.5,15,,0.0,-1,-1.0,0.0
282.0,276.0,350.0,302.0,SERVICES          10103,receiver,ADVERTISER       LORILLARO,61.0,11,INVOICE       NUMBER       50       -5041-0224          AGENCY       NUMBER       12561          ADVERTISER       NUMOER       L2025          BILLING       DATE       02/10/85          _J       ISSUE       MARCH,203.0,13,61.0,203.0
395.0,263.0,643.0,333.0,INVOICE       NUMBER       50       -5041-0224          AGENCY       NUMBER       12561          ADVERTISER       NUMOER       L2025          BILLING       DATE       02/10/85          _J       ISSUE       MARCH,invoice_info,DESCRIPTION       |       AMOUNT,68.0,17,r          f          i,157.5,40,68.0,-1.0
209.0,359.0,282.0,377.0,co       .on,positions,041,63.5,19,PAGE,67.0,15,63.5,67.0
281.0,359.0,344.0,376.0,PAGE,positions,co       .on,0.5,14,AIO:ON,67.0,16,0.5,67.0
343.0,358.0,416.0,376.0,AIO:ON,positions,PAGE,0.5,15,DESCRIPTION       |       AMOUNT,146.5,17,0.5,-1.0
415.0,357.0,637.0,375.0,DESCRIPTION       |       AMOUNT,positions,AIO:ON,1.0,16,,0.0,-1,1.0,0.0
210.0,376.0,282.0,488.0,4C,positions,CLASS       OF       AD       NATIOhAL       OISPLAY,63.0,22,041,67.0,19,63.0,67.0
282.0,376.0,344.0,487.0,041,positions,4C,0.5,18,TRUE,165.5,20,0.5,165.5
416.0,374.0,541.0,486.0,TRUE,positions,$       51.400.00          7.710.00          S       43.6S0.00,74.5,25,DESCRIPTION       |       AMOUNT,47.5,17,74.5,47.5
