xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
13.0,14.0,202.0,87.0,•       PURCHASE       REQUISITION          '•       ORIGINATORS       COPT          .       Sheet       i          %       9          fi\t       Rtf.,other,to       r,77.0,1,R.J.       REYNOLDS       TOBACCO       COMPANY          Purchasing       Department          P       0       Box       1325          Winston-Salem.       NC       27102-1325          REQUISITION          “|       F.O       B.          Terms          Delivery       Date          J,274.5,3,77.0,274.5
27.0,116.0,74.0,139.0,to       r,other,L,77.0,2,R.J.       REYNOLDS       TOBACCO       COMPANY          Purchasing       Department          P       0       Box       1325          Winston-Salem.       NC       27102-1325          REQUISITION          “|       F.O       B.          Terms          Delivery       Date          J,331.5,3,77.0,-1.0
52.0,194.0,74.0,215.0,L,other,e       SEE       BELOW,27.0,11,R.J.       REYNOLDS       TOBACCO       COMPANY          Purchasing       Department          P       0       Box       1325          Winston-Salem.       NC       27102-1325          REQUISITION          “|       F.O       B.          Terms          Delivery       Date          J,319.0,3,-1.0,-1.0
266.0,10.0,498.0,212.0,R.J.       REYNOLDS       TOBACCO       COMPANY          Purchasing       Department          P       0       Box       1325          Winston-Salem.       NC       27102-1325          REQUISITION          “|       F.O       B.          Terms          Delivery       Date          J,other,Account       Code,118.0,13,Confirming          On          With,217.0,5,118.0,217.0
570.0,12.0,653.0,54.0,Purchase       Order          No.          Date,other,Confirming          On          With,136.5,5,,0.0,-1,136.5,0.0
571.0,149.0,627.0,190.0,Confirming          On          With,other,Requisition       No,58.5,14,,0.0,-1,58.5,0.0
23.0,327.0,47.0,336.0,item,positions,<.       If.       I       >o          1-2.1       'H-,406.5,33,Quantity,48.5,7,406.5,48.5
61.0,324.0,106.0,337.0,Quantity,positions,70080          PKG,64.0,8,Part       No.,69.0,9,64.0,69.0
75.0,379.0,115.0,410.0,70080          PKG,positions,On       Hand,342.0,34,47*744,55.0,10,342.0,55.0
129.0,323.0,176.0,335.0,Part       No.,positions,47*744,57.5,10,Commodity       Description,216.0,29,57.5,216.0
125.0,378.0,175.0,395.0,47*744,positions,On       Order       Order       Point       Order       Quan       Annual       Use,348.5,35,"CAMEL       JUNE       .60/2       PK       VPR       OPC          CAMEL       .60/2       PK       VPR       (6/95       OPC)          (THERE       ARE       NO       OVERRUNS       IN       THIS       QTY       ANO          THIS       QTY       WHEN       DELIVERED       TO       CHESAPEAKE          MUST       BE       EXACT.       THEY       WILL       NEED       TO       PACK          OUT       EXACTLY       70.080       DISPLAYS       WITH       2          SHEETS       EACH       INSIOE.       THE       SUPPLIER       SHOULD          HOLD       ON       TO       ANY       OVERAGE       UNTIL       PACKING          IS       COMPLETE.)          THE       FOLLOWING       CASE       MARKINGS       MUST       APPEAR          ON       BOTH       SIDES       AND       BOTH       ENDS       OF       EACH       CASE          ITEM       N0:>       1*76744          DESC.       :>          CAM       .60/2PK       VPR       6/95       OPC          PO       NO.J>       94-38274          QTY       j>       10          **       OELI       VERY       SCHEOULE       **          DATE       QUANTITY       DATE       QUANTITY          12/05/94       70080          ACCOUNT       CODE-ITEM:       04       73       4600       8215       855          Ah       f.QNTlNIlffl       Ati,",188.5,30,348.5,-1.0
19.0,220.0,247.0,243.0,e       SEE       BELOW,invoice_info,R       J       REYNOLDS       TOB       CO,16.5,16,INVOICE       TO       IS**       net*       fl       on       r*v*'**i,209.0,12,16.5,209.0
246.0,219.0,438.0,241.0,INVOICE       TO       IS**       net*       fl       on       r*v*'**i,invoice_info,e       SEE       BELOW,1.5,11,Account       Code,143.5,13,1.5,143.5
437.0,218.0,534.0,240.0,Account       Code,invoice_info,INVOICE       TO       IS**       net*       fl       on       r*v*'**i,1.0,12,Requisition       No,180.5,14,1.0,180.5
610.0,217.0,722.0,239.0,Requisition       No,invoice_info,»LOW,33.0,20,,0.0,-1,33.0,0.0
20.0,241.0,247.0,258.0,l       W          H,invoice_info,DISBURSEMENTS       ACCTG,13.0,18,R       J       REYNOLDS       TOB       CO,209.0,16,-1.0,209.0
247.0,240.0,438.0,256.0,R       J       REYNOLDS       TOB       CO,invoice_info,l       W          H,1.5,15,»LOW,230.0,20,1.5,-1.0
