xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
619.0,74.0,702.0,94.0,Invoice,other,Amount,278.5,18,,0.0,-1,278.5,0.0
119.0,64.0,292.0,178.0,"‘SS?          webcraft          RT.       1       &       ADAMS       STATiON          North       Brunswick,       NJ       08902          (201)297-5100",supplier,"AMERICAN       TOBACCO          Sold       To       ^       Stamford       Forum          Stamford,       CT       06904          ATTK:       Mr.       Chris       Burt",115.0,3,"No.       78563A          Dnlo       April       27,       1993",291.5,2,115.0,291.5
429.0,148.0,565.0,191.0,"No.       78563A          Dnlo       April       27,       1993",invoice_info,Your       Order       No.       p.o.       #M13813          Shipped       To,52.5,4,,0.0,-1,52.5,0.0
28.0,200.0,233.0,272.0,"AMERICAN       TOBACCO          Sold       To       ^       Stamford       Forum          Stamford,       CT       06904          ATTK:       Mr.       Chris       Burt",receiver,OurOiJe*       No,76.0,5,Your       Order       No.       p.o.       #M13813          Shipped       To,387.0,4,76.0,387.0
427.0,201.0,608.0,243.0,Your       Order       No.       p.o.       #M13813          Shipped       To,other,Stopped       VIA,99.5,13,,0.0,-1,99.5,0.0
30.0,306.0,94.0,318.0,OurOiJe*       No,positions,OunnlUy          Ord       eretJ,40.0,8,tt;,214.0,6,40.0,214.0
268.0,308.0,284.0,321.0,tt;,positions,Steve       Katz       |       Net       Cash,21.0,10,FOB.,125.5,7,21.0,125.5
385.0,314.0,418.0,323.0,FOB.,positions,Slock       Numbec/Owiicitptlon,39.5,11,Stopped       VIA,171.0,13,-1.0,171.0
40.0,341.0,85.0,363.0,OunnlUy          Ord       eretJ,positions,,0.0,-1,Quanlily          Sh',74.0,9,0.0,74.0
114.0,343.0,159.0,363.0,Quanlily          Sh',positions,,0.0,-1,Steve       Katz       |       Net       Cash,116.0,10,0.0,116.0
166.0,323.0,339.0,348.0,Steve       Katz       |       Net       Cash,positions,Slock       Numbec/Owiicitptlon,22.5,11,Stopped       VIA,320.0,13,22.5,-1.0
285.0,351.0,407.0,365.0,Slock       Numbec/Owiicitptlon,positions,"POSTAGE       FUNDS       DUE          ""CARLTON""       (Offensive       Tar       Facta)          Approx,       pcs       389,051       x       .248       DUE       BY       5/4/S|3",58.5,12,Unit       Price,202.5,14,58.5,202.5
182.0,378.0,521.0,455.0,"POSTAGE       FUNDS       DUE          ""CARLTON""       (Offensive       Tar       Facta)          Approx,       pcs       389,051       x       .248       DUE       BY       5/4/S|3",positions,TOTAL,67.0,16,,0.0,-1,67.0,0.0
543.0,316.0,602.0,327.0,Stopped       VIA,total,Unit       Price,39.5,14,,0.0,-1,39.5,0.0
524.0,355.0,573.0,367.0,Unit       Price,total,TOTAL,122.5,16,Unit,54.0,17,-1.0,54.0
177.0,523.0,495.0,580.0,"Please       forward       check       to       above       address,       attn:          Monica       DeVlto/Credit       Dept.          Thank       you.",positions,,0.0,-1,,0.0,-1,0.0,0.0
519.0,477.0,560.0,490.0,TOTAL,total,Invoice,136.0,21,"$96,484",106.0,19,-1.0,106.0
592.0,358.0,613.0,367.0,Unit,total,Invoice,257.0,21,Amount,49.5,18,-1.0,49.5
631.0,357.0,673.0,368.0,Amount,total,"$96,484",122.5,19,,0.0,-1,122.5,0.0
620.0,477.0,671.0,493.0,"$96,484",total,Invoice,134.5,21,65,41.0,20,-1.0,41.0
678.0,480.0,695.0,493.0,65,total,Invoice,133.0,21,,0.0,-1,133.0,0.0
517.0,607.0,691.0,632.0,Invoice,other,,0.0,-1,,0.0,-1,0.0,0.0
