xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
238.0,148.0,500.0,191.0,Kimberfy-CIark       Corporation          Specialty       Products,supplier,"5400       KOLCOM3       BPIOOE       ROAO,       »OSWElL,       G£0»GIA       3C074       •       404-37-3844       *       7EIIX       742725       KIM       CU«K",44.5,1,,0.0,-1,44.5,0.0
136.0,208.0,576.0,220.0,"5400       KOLCOM3       BPIOOE       ROAO,       »OSWElL,       G£0»GIA       3C074       •       404-37-3844       *       7EIIX       742725       KIM       CU«K",supplier,"(TOILIP       MORRIS       U.S.A.       (06560)          solo       r       C       OPERATIO       ns       CENTER          P.0.       BOX       26603          RICHMOND,       VA       23261-6583",50.0,2,,0.0,-1,50.0,0.0
56.0,224.0,396.0,304.0,"(TOILIP       MORRIS       U.S.A.       (06560)          solo       r       C       OPERATIO       ns       CENTER          P.0.       BOX       26603          RICHMOND,       VA       23261-6583",receiver,shu*pedto       ATTN:       MR.       HARRY       LAN7.1LL0TTI,56.0,5,INVOICE       NO.          INVOICE       DATE          CURCROMNO.          rcuR       cfloeflNO.,231.5,3,56.0,231.5
396.0,224.0,519.0,304.0,INVOICE       NO.          INVOICE       DATE          CURCROMNO.          rcuR       cfloeflNO.,invoice_info,shu*pedto       ATTN:       MR.       HARRY       LAN7.1LL0TTI,56.0,5,5S-0794          5/7/93          KC-3-93-3          SJ04Q17,119.5,4,56.0,119.5
519.0,224.0,635.0,304.0,5S-0794          5/7/93          KC-3-93-3          SJ04Q17,invoice_info,Sm»««0       f       ROM,56.0,6,,0.0,-1,56.0,0.0
56.0,304.0,396.0,336.0,shu*pedto       ATTN:       MR.       HARRY       LAN7.1LL0TTI,receiver,[_          CaTE       ShippEO          VIA,34.0,8,Sm»««0       f       ROM,231.5,6,34.0,231.5
396.0,304.0,519.0,336.0,Sm»««0       f       ROM,invoice_info,[_          CaTE       ShippEO          VIA,34.0,8,"SPOTSWOOD,       NJ",119.5,7,34.0,119.5
519.0,304.0,635.0,336.0,"SPOTSWOOD,       NJ",invoice_info,■reiomt       charges          p.o.a.,34.0,9,,0.0,-1,34.0,0.0
56.0,336.0,396.0,372.0,[_          CaTE       ShippEO          VIA,other,TERMS       NET       30       DAYS,44.5,10,■reiomt       charges          p.o.a.,231.5,9,44.5,231.5
396.0,336.0,519.0,372.0,■reiomt       charges          p.o.a.,invoice_info,TERMS       NET       30       DAYS,44.5,10,,0.0,-1,44.5,0.0
56.0,372.0,396.0,425.0,TERMS       NET       30       DAYS,other,QUANTITY       DESCRIPTION,34.0,12,REVISED       7/1/93,289.5,11,34.0,289.5
396.0,372.0,635.0,425.0,REVISED       7/1/93,other,QUANTITY       DESCRIPTION,34.0,12,,0.0,-1,34.0,0.0
56.0,425.0,396.0,440.0,QUANTITY       DESCRIPTION,positions,INVOICE       FOR       JOINT       DEVELOPMENT,31.5,15,PRICE,231.5,13,31.5,231.5
396.0,425.0,519.0,440.0,PRICE,positions,INVOICE       FOR       JOINT       DEVELOPMENT,31.5,15,AMOUNT,119.5,14,31.5,119.5
519.0,425.0,635.0,440.0,AMOUNT,positions,MATERIAL,31.5,16,,0.0,-1,31.5,0.0
56.0,440.0,396.0,488.0,INVOICE       FOR       JOINT       DEVELOPMENT,positions,TRIALS       CONDUCTED       IN       APRIL       19S3,37.5,17,MATERIAL,231.5,16,37.5,231.5
396.0,440.0,519.0,488.0,MATERIAL,positions,TRIALS       CONDUCTED       IN       APRIL       19S3,37.5,17,,0.0,-1,37.5,0.0
56.0,488.0,396.0,515.0,TRIALS       CONDUCTED       IN       APRIL       19S3,positions,"MATERIAL       •       $       450.00          MACHINE       TIME          SPECIAL       LABOR       7,647.00          EQUIPMENT          OTHER       3.000.00",62.0,19,"$11,097.00",351.0,18,62.0,351.0
519.0,488.0,635.0,515.0,"$11,097.00",positions,,0.0,-1,,0.0,-1,0.0,0.0
236.0,529.0,398.0,598.0,"MATERIAL       •       $       450.00          MACHINE       TIME          SPECIAL       LABOR       7,647.00          EQUIPMENT          OTHER       3.000.00",positions,CC:       Mr.       Bob       Rieter,118.5,20,,0.0,-1,118.5,0.0
128.0,676.0,259.0,688.0,CC:       Mr.       Bob       Rieter,positions,"PLEASE       REMIT       TO:          KIMBERLY-CLARK       CORPORATION          P.       0.       BOX       93574          CHICAGO,       IL       60673",192.5,21,,0.0,-1,192.5,0.0
130.0,839.0,307.0,910.0,"PLEASE       REMIT       TO:          KIMBERLY-CLARK       CORPORATION          P.       0.       BOX       93574          CHICAGO,       IL       60673",supplier,,0.0,-1,i-TKJOeigOg,443.0,23,0.0,443.0
67.0,950.0,111.0,957.0,V>»lt,other,,0.0,-1,,0.0,-1,0.0,0.0
652.0,806.0,671.0,934.0,i-TKJOeigOg,other,,0.0,-1,,0.0,-1,0.0,0.0
