xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
180.0,100.0,510.0,118.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,"Date:       August       30,       1904",51.5,1,,0.0,-1,51.5,0.0
28.0,153.0,218.0,168.0,"Date:       August       30,       1904",invoice_info,Senator       Crowell       Armstrong,99.5,5,State       or       Local:       State,372.5,2,-1.0,372.5
401.0,156.0,590.0,169.0,State       or       Local:       State,other,RECIPIENT       INFORMATION,64.5,3,,0.0,-1,64.5,0.0
251.0,220.0,432.0,234.0,RECIPIENT       INFORMATION,receiver,Senator       Crowell       Armstrong,33.0,5,,0.0,-1,33.0,0.0
29.0,258.0,72.0,270.0,Name:,receiver,Address:          Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position          Committees:,114.5,6,Senator       Crowell       Armstrong,222.0,5,-1.0,222.0
183.0,252.0,362.0,268.0,Senator       Crowell       Armstrong,receiver,"p.o.       Box       672          Houston,       MS       38851          Senate       Distirct       8",62.0,7,,0.0,-1,62.0,0.0
21.0,298.0,185.0,459.0,Address:          Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position          Committees:,receiver,Amount:          Check       Pay       to:          Address:          (Only       if       different       fron       address       above),216.0,10,Demxrrac,113.0,8,216.0,113.0
183.0,294.0,314.0,350.0,"p.o.       Box       672          Houston,       MS       38851          Senate       Distirct       8",receiver,Address:          Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position          Committees:,56.5,6,,0.0,-1,56.5,0.0
186.0,392.0,246.0,404.0,Demxrrac,receiver,CONTRIBUTION       INFORMATION,110.0,9,,0.0,-1,110.0,0.0
232.0,501.0,438.0,515.0,CONTRIBUTION       INFORMATION,other,Account       Code:       1401-7710-FL01,42.0,12,,0.0,-1,42.0,0.0
17.0,539.0,354.0,650.0,Amount:          Check       Pay       to:          Address:          (Only       if       different       fron       address       above),other,otes:          (Date       needed;       fundraiser       date;       other       information),81.5,11,Account       Code:       1401-7710-FL01,330.0,12,81.5,330.0
24.0,660.0,443.0,692.0,otes:          (Date       needed;       fundraiser       date;       other       information),other,pproved       by:,44.5,13,,0.0,-1,44.5,0.0
392.0,543.0,639.0,557.0,Account       Code:       1401-7710-FL01,other,otes:          (Date       needed;       fundraiser       date;       other       information),126.0,11,,0.0,-1,-1.0,0.0
23.0,712.0,119.0,729.0,pproved       by:,other,•       r,222.0,16,(Regional       Vice       President'r.       signature),283.0,14,222.0,283.0
200.0,728.0,508.0,747.0,(Regional       Vice       President'r.       signature),other,(Senior       vice       President's       signature),54.0,15,,0.0,-1,54.0,0.0
207.0,782.0,498.0,801.0,(Senior       vice       President's       signature),other,IT2Z-998-008:0I       ooaeqoi       3M1,148.0,18,,0.0,-1,148.0,0.0
20.0,939.0,35.0,946.0,•       r,other,,0.0,-1,•       i       200'ON       92=       *       F6.0S       90b,121.0,17,0.0,121.0
37.0,935.0,260.0,952.0,•       i       200'ON       92=       *       F6.0S       90b,other,,0.0,-1,IT2Z-998-008:0I       ooaeqoi       3M1,349.0,18,0.0,349.0
337.0,929.0,658.0,950.0,IT2Z-998-008:0I       ooaeqoi       3M1,other,TI1631-0917,31.0,19,,0.0,-1,31.0,0.0
640.0,964.0,724.0,977.0,TI1631-0917,other,,0.0,-1,,0.0,-1,0.0,0.0
