xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
591.0,77.0,664.0,93.0,INVOICE,other,".,H       1       '       1331          .■'tWt«XlAlV       .»1>       :          •,i       te«       V\       ILDfl          •       *       *5’       •<       102          '••.-.9.       152       0>51",73.5,2,,0.0,-1,73.5,0.0
44.0,162.0,358.0,236.0,"HBl       Heallhv       Iklik       liny.       Iniemiiuorwi       Inc          TO:       Tobacco       labor       Management       Cornu       rte«*          1875       I       Street.       N.W.          Washington,       D.C.       20006",receiver,"DATE          May       15,       1991          TOUO       «EF          Ms.       Diana       Avedon       Ref:       10332",118.5,4,".,H       1       '       1331          .■'tWt«XlAlV       .»1>       :          •,i       te«       V\       ILDfl          •       *       *5’       •<       102          '••.-.9.       152       0>51",344.5,2,-1.0,344.5
476.0,120.0,615.0,197.0,".,H       1       '       1331          .■'tWt«XlAlV       .»1>       :          •,i       te«       V\       ILDfl          •       *       *5’       •<       102          '••.-.9.       152       0>51",other,invoce       no       —       39       6       9,109.0,3,,0.0,-1,109.0,0.0
487.0,260.0,638.0,275.0,invoce       no       —       39       6       9,invoice_info,"DATE          May       15,       1991          TOUO       «EF          Ms.       Diana       Avedon       Ref:       10332",50.0,4,,0.0,-1,50.0,0.0
55.0,292.0,636.0,343.0,"DATE          May       15,       1991          TOUO       «EF          Ms.       Diana       Avedon       Ref:       10332",other,INDCCR       AIR       QUALITY       INSPECTION,61.0,5,,0.0,-1,61.0,0.0
236.0,372.0,433.0,385.0,INDCCR       AIR       QUALITY       INSPECTION,positions,"Strand       Union       Building          Montana       State       University          To       the       investigation       of       the       quality       of       the       indoor       air       with          respect       to       airborne       pollutants       in       the       Strand       Union       Building          located       at       Montana       State       University       in       Bozeman,       Montana.          The       on-site       vsork       was       ecmpleted       on       April       2-4,       1991       and       a          copy       of       our       report       is       enclosed       with       this       invoice.       Two          bound       copies       have       been       forwarded       to       Allen       V.       Bertelsen       of          Montana       State       University       under       separate       cover.          Price       for       inspection       and       report          Expenses:",130.5,6,,0.0,-1,130.5,0.0
126.0,399.0,529.0,619.0,"Strand       Union       Building          Montana       State       University          To       the       investigation       of       the       quality       of       the       indoor       air       with          respect       to       airborne       pollutants       in       the       Strand       Union       Building          located       at       Montana       State       University       in       Bozeman,       Montana.          The       on-site       vsork       was       ecmpleted       on       April       2-4,       1991       and       a          copy       of       our       report       is       enclosed       with       this       invoice.       Two          bound       copies       have       been       forwarded       to       Allen       V.       Bertelsen       of          Montana       State       University       under       separate       cover.          Price       for       inspection       and       report          Expenses:",positions,Airfare          Hotels          Car       rental          Taxis          Parking          Meals          Excess       baggage,170.0,7,"$       5,000.00",275.0,9,170.0,275.0
127.0,630.0,224.0,728.0,Airfare          Hotels          Car       rental          Taxis          Parking          Meals          Excess       baggage,positions,Total       price       now       due       for       payment,82.0,11,"$       2,836.00          272.76          204.60          26.40          49.00          127.61          135.00          3,651.37",156.5,8,-1.0,156.5
298.0,631.0,366.0,739.0,"$       2,836.00          272.76          204.60          26.40          49.00          127.61          135.00          3,651.37",positions,Total       price       now       due       for       payment,76.0,11,"S       3,651.37",271.0,10,76.0,271.0
569.0,577.0,636.0,590.0,"$       5,000.00",positions,"S       3,651.37",150.5,10,,0.0,-1,150.5,0.0
569.0,728.0,637.0,740.0,"S       3,651.37",positions,"S       8,651.37",27.5,12,,0.0,-1,27.5,0.0
128.0,754.0,339.0,768.0,Total       price       now       due       for       payment,total,For       HB!       Inc.,27.5,13,"S       8,651.37",369.5,12,27.5,369.5
569.0,755.0,637.0,768.0,"S       8,651.37",total,TI0992-0313,208.0,14,,0.0,-1,208.0,0.0
332.0,782.0,413.0,795.0,For       HB!       Inc.,other,,0.0,-1,,0.0,-1,0.0,0.0
629.0,963.0,711.0,976.0,TI0992-0313,other,,0.0,-1,,0.0,-1,0.0,0.0
