xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
22.0,80.0,737.0,107.0,IMP       INTERNATIONAL       LTD       PRODUCTION       EST1MATI,other,CLIENT}          MEDIA:          BST       #:          DESC:,54.0,1,,0.0,-1,54.0,0.0
20.0,100.0,90.0,195.0,CLIENT}          MEDIA:          BST       #:          DESC:,receiver,RJR/Now       Family          Magazine          M4-NF-0101W-4C          ABOVE       ALL          (M)-’W'       Jr       Pg.,2.0,2,IMP       INTERNATIONAL       LTD       PRODUCTION       EST1MATI,324.5,0,2.0,-1.0
89.0,101.0,273.0,198.0,RJR/Now       Family          Magazine          M4-NF-0101W-4C          ABOVE       ALL          (M)-’W'       Jr       Pg.,receiver,CODE,64.5,5,IMP       INTERNATIONAL       LTD       PRODUCTION       EST1MATI,198.5,0,64.5,198.5
471.0,108.0,562.0,203.0,DATE:          PAGE       1       OF          INTERNAL       #2,invoice_info,»/>          €       s          O       H          N       ^,2.0,4,,0.0,-1,2.0,0.0
561.0,109.0,739.0,206.0,»/>          €       s          O       H          N       ^,invoice_info,ACTUAL          COSTS,64.0,9,,0.0,-1,-1.0,0.0
19.0,194.0,89.0,234.0,CODE,positions,EXPENSE       CATEGORY,2.0,6,CLIENT}          MEDIA:          BST       #:          DESC:,1.0,1,2.0,1.0
88.0,195.0,272.0,237.0,EXPENSE       CATEGORY,positions,ORICINAL          ESTIMATE,2.5,7,RJR/Now       Family          Magazine          M4-NF-0101W-4C          ABOVE       ALL          (M)-’W'       Jr       Pg.,1.0,2,2.5,1.0
271.0,198.0,388.0,239.0,ORICINAL          ESTIMATE,positions,REVISED          ESTIMATE,1.5,8,ACTUAL          COSTS,186.0,9,1.5,186.0
387.0,200.0,471.0,240.0,REVISED          ESTIMATE,positions,ACTUAL          COSTS,1.5,9,DATE:          PAGE       1       OF          INTERNAL       #2,87.5,3,1.5,-1.0
470.0,201.0,561.0,242.0,ACTUAL          COSTS,positions,PERCENT          DIFFERENCE       DIFFERENCE,2.5,10,DATE:          PAGE       1       OF          INTERNAL       #2,1.0,3,2.5,1.0
560.0,203.0,738.0,245.0,PERCENT          DIFFERENCE       DIFFERENCE,positions,0.00,58.5,14,»/>          €       s          O       H          N       ^,1.0,4,58.5,1.0
19.0,265.0,57.0,281.0,CMC,positions,Mechanical,2.0,12,i350.00,299.0,13,2.0,-1.0
57.0,266.0,266.0,284.0,Mechanical,positions,i350.00,2.5,13,0.00,469.5,14,2.5,-1.0
265.0,269.0,409.0,286.0,i350.00,positions,Engraving       -       Offset,13.0,17,0.00,294.0,14,-1.0,-1.0
585.0,274.0,677.0,291.0,0.00,positions,0.00,1.5,15,,0.0,-1,1.5,0.0
676.0,276.0,742.0,292.0,0.00,positions,0.00,14.0,19,,0.0,-1,14.0,0.0
18.0,280.0,56.0,297.0,PPP,positions,Engraving       -       Offset,2.0,17,CMC,1.0,11,2.0,1.0
56.0,281.0,265.0,300.0,Engraving       -       Offset,positions,"1,300.00",2.5,18,Mechanical,1.0,12,2.5,1.0
265.0,284.0,408.0,302.0,"1,300.00",positions,Photostat,13.0,22,i350.00,0.5,13,-1.0,0.5
