xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
307.0,13.0,337.0,22.0,"■:,*",other,Ad»«tuiM       and       »a3.«       frotoo**          40#       North       kcUJA»*m»          RUxUt.Mo       MI0#.Jl«/3*».<K)O,104.0,2,,0.0,-1,104.0,0.0
84.0,81.0,235.0,167.0,"The          oMP""",supplier,invoice       ho.          %       «,64.5,4,Ad»«tuiM       and       »a3.«       frotoo**          40#       North       kcUJA»*m»          RUxUt.Mo       MI0#.Jl«/3*».<K)O,149.5,2,-1.0,149.5
236.0,104.0,382.0,139.0,Ad»«tuiM       and       »a3.«       frotoo**          40#       North       kcUJA»*m»          RUxUt.Mo       MI0#.Jl«/3*».<K)O,supplier,JOB       NO.,66.0,5,,0.0,-1,-1.0,0.0
61.0,171.0,224.0,208.0,"j       August       9,       19B4",invoice_info,0324       -08,35.5,8,invoice       ho.          %       «,151.5,4,-1.0,151.5
224.0,170.0,364.0,207.0,invoice       ho.          %       «,invoice_info,"j       August       9,       19B4",1.0,3,JOB       NO.,134.5,5,1.0,134.5
364.0,169.0,493.0,206.0,JOB       NO.,invoice_info,invoice       ho.          %       «,1.0,4,axon       to.       ho.,129.0,6,1.0,129.0
493.0,169.0,622.0,205.0,axon       to.       ho.,invoice_info,JOB       NO.,0.5,5,,0.0,-1,0.5,0.0
61.0,207.0,225.0,245.0,Invoice,invoice_info,CTJXKT,29.0,10,0324       -08,151.5,8,29.0,151.5
224.0,206.0,365.0,244.0,0324       -08,invoice_info,Invoice,1.0,7,RJ-04-005,134.5,9,1.0,134.5
364.0,205.0,494.0,243.0,RJ-04-005,invoice_info,0324       -08,1.0,8,,0.0,-1,1.0,0.0
86.0,249.0,127.0,261.0,CTJXKT,receiver,"Mr.       Iluntar       MacFarlano          \Asst.       Brand       Promt       ion       Planning       Manager          R.       J.       JEYfOLCS       1C6WX0       OCfffAN*          401       North       Main       Street       /          Winston-Salem,       M2       27102",51.5,11,,0.0,-1,51.5,0.0
81.0,269.0,343.0,344.0,"Mr.       Iluntar       MacFarlano          \Asst.       Brand       Promt       ion       Planning       Manager          R.       J.       JEYfOLCS       1C6WX0       OCfffAN*          401       North       Main       Street       /          Winston-Salem,       M2       27102",receiver,DoewmoM,66.0,12,,0.0,-1,66.0,0.0
86.0,366.0,151.0,379.0,DoewmoM,other,tovelcpmnt       of       fix       (6)       proroticn       oonoepta       for          tlo       Carol       brand's       perceptions       effort.          All       rroarrrendaticns       developed       thrxxx^       tight          art       (xrrprchensives.,122.5,14,,0.0,-1,-1.0,0.0
234.0,380.0,424.0,412.0,CAMEL       PQCEPTICWS       PPCM7TICN          CX3CEPT/PRXRAM       EeVELCfKEUT,other,tovelcpmnt       of       fix       (6)       proroticn       oonoepta       for          tlo       Carol       brand's       perceptions       effort.          All       rroarrrendaticns       developed       thrxxx^       tight          art       (xrrprchensives.,99.0,14,,0.0,-1,99.0,0.0
83.0,461.0,388.0,529.0,tovelcpmnt       of       fix       (6)       proroticn       oonoepta       for          tlo       Carol       brand's       perceptions       effort.          All       rroarrrendaticns       developed       thrxxx^       tight          art       (xrrprchensives.,positions,"SEJVTCESi       Editorial,       Creative       Direction,       Art       Direction,          .Production       Art       and       Project       Management          through       presentation       on       7/26/84.",79.0,15,,0.0,-1,79.0,0.0
83.0,549.0,460.0,599.0,"SEJVTCESi       Editorial,       Creative       Direction,       Art       Direction,          .Production       Art       and       Project       Management          through       presentation       on       7/26/84.",positions,"SfKVICB       REIAIH)       EXPOSES:       Typo,       Stats,       fcibdown,          Art       Supplies",52.0,17,"$20,275.00",277.5,16,-1.0,277.5
