xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
160.0,199.0,207.0,213.0,"HOBBS,",receiver,OATE,278.0,5,WILLIAM       D,66.5,1,278.0,66.5
215.0,201.0,285.0,214.0,WILLIAM       D,receiver,"Mr.       William       D.       Hobbs          908       Kenleigh       Circle          Winston       Salem,       N.       C.          27106",190.5,4,,0.0,-1,-1.0,0.0
356.0,242.0,420.0,252.0,STATEMENT,supplier,WILLIAM       C.       SUGG.       M.O.          SUITE       220       PROriSSIONAl.       4UILDIN0          2240       eiovcaoftkC       av«.          WINSTON-SALEM.       N.C.       27103          TELEPHONE       723*4402,50.0,3,,0.0,-1,50.0,0.0
305.0,261.0,467.0,333.0,WILLIAM       C.       SUGG.       M.O.          SUITE       220       PROriSSIONAl.       4UILDIN0          2240       eiovcaoftkC       av«.          WINSTON-SALEM.       N.C.       27103          TELEPHONE       723*4402,supplier,"Mr.       William       D.       Hobbs          908       Kenleigh       Circle          Winston       Salem,       N.       C.          27106",101.0,4,,0.0,-1,101.0,0.0
263.0,366.0,418.0,430.0,"Mr.       William       D.       Hobbs          908       Kenleigh       Circle          Winston       Salem,       N.       C.          27106",receiver,PROFESSIONAL       SERVICE,91.0,6,,0.0,-1,-1.0,0.0
136.0,470.0,195.0,498.0,OATE,positions,PROFESSIONAL       SERVICE,5.0,6,CHARGE       j,289.5,7,5.0,289.5
194.0,472.0,422.0,506.0,PROFESSIONAL       SERVICE,positions,CHARGE       j,5.5,7,CREOIT,214.5,8,5.5,214.5
421.0,480.0,489.0,509.0,CHARGE       j,positions,CREOIT,2.5,8,OALANCE,136.0,9,2.5,-1.0
488.0,483.0,557.0,511.0,CREOIT,positions,OALANCE,2.5,9,,0.0,-1,2.5,0.0
556.0,485.0,626.0,514.0,OALANCE,positions,136       |00,25.5,11,,0.0,-1,25.5,0.0
193.0,498.0,421.0,531.0,Balance       Forwarded,positions,2-11-8!,19.0,12,PROFESSIONAL       SERVICE,1.0,6,19.0,1.0
555.0,511.0,625.0,539.0,136       |00,positions,00,22.0,15,OALANCE,1.0,9,-1.0,1.0
