xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
74.0,80.0,233.0,112.0,"LEO       BURNETT       U.S.A.          a       w       vision       op       no       ounNert       company,       inc.          ADVERTISING",supplier,CLIENT:          EST       NO:,75.5,4,,0.0,-1,75.5,0.0
360.0,113.0,574.0,123.0,NEWSPAPER       ESTIMATE       RECAP       -       PNOl,invoice_info,PERIOD          01/01/S6       TO       12/31/96,24.0,2,,0.0,-1,24.0,0.0
345.0,131.0,468.0,153.0,PERIOD          01/01/S6       TO       12/31/96,invoice_info,P.M.       INC.       OFFICE:       10          60-10       REVISES       EST       DTD       10/11/96,30.0,5,DATE       11/08/06          PAGE       •       1,127.5,3,30.0,127.5
493.0,132.0,575.0,152.0,DATE       11/08/06          PAGE       •       1,invoice_info,OESC:       703       BENSON       &       HEDGES          HISPANIC       NEWSPAPER,30.0,6,,0.0,-1,30.0,0.0
142.0,162.0,188.0,181.0,CLIENT:          EST       NO:,receiver,TOTALS       BY       PRODUCT/MONTH,44.5,7,P.M.       INC.       OFFICE:       10          60-10       REVISES       EST       DTD       10/11/96,120.0,5,-1.0,120.0
197.0,161.0,373.0,183.0,P.M.       INC.       OFFICE:       10          60-10       REVISES       EST       DTD       10/11/96,receiver,TOTALS       BY       PRODUCT/MONTH,44.0,7,OESC:       703       BENSON       &       HEDGES          HISPANIC       NEWSPAPER,182.0,6,44.0,182.0
394.0,162.0,540.0,182.0,OESC:       703       BENSON       &       HEDGES          HISPANIC       NEWSPAPER,receiver,EST       AMT,84.5,9,,0.0,-1,84.5,0.0
144.0,211.0,279.0,221.0,TOTALS       BY       PRODUCT/MONTH,other,PRODUCT       PERIOD          42-BENftHED       10OS       APR       1996          MAY          «JUN          OUARTER       2          AUG          SEP          OUARTER       3          OCT          QUARTER       4          TOTAL,118.5,8,,0.0,-1,118.5,0.0
161.0,261.0,313.0,408.0,PRODUCT       PERIOD          42-BENftHED       10OS       APR       1996          MAY          «JUN          OUARTER       2          AUG          SEP          OUARTER       3          OCT          QUARTER       4          TOTAL,positions,,0.0,-1,AMOUNT,138.0,12,0.0,138.0
335.0,252.0,415.0,261.0,EST       AMT,positions,AMOUNT,12.0,12,EST       AMT,81.5,10,12.0,81.5
415.0,252.0,498.0,261.0,EST       AMT,positions,AMOUNT,12.0,12,EST       AMT,76.5,11,12.0,76.5
498.0,252.0,568.0,261.0,EST       AMT,positions,CHANGE,12.0,13,,0.0,-1,12.0,0.0
335.0,261.0,415.0,276.0,AMOUNT,positions,48.346.12,14.5,15,CHANGE,81.5,13,14.5,81.5
415.0,261.0,498.0,276.0,CHANGE,positions,48.346.12,14.5,15,LESS       C/D,76.5,14,14.5,76.5
498.0,261.0,568.0,276.0,LESS       C/D,positions,47.839       .“52,14.5,16,,0.0,-1,14.5,0.0
335.0,276.0,415.0,290.0,48.346.12,positions,46.251.40,12.0,17,47.839       .“52,158.0,16,12.0,158.0
498.0,276.0,568.0,290.0,47.839       .“52,positions,43.744.01,12.0,18,,0.0,-1,12.0,0.0
335.0,290.0,415.0,300.0,46.251.40,positions,"47,130.96",10.0,19,43.744.01,158.0,18,10.0,158.0
498.0,290.0,568.0,300.0,43.744.01,positions,"46,764.OS",10.0,20,,0.0,-1,10.0,0.0
335.0,300.0,415.0,310.0,"47,130.96",positions,141.728.48,12.5,21,"46,764.OS",158.0,20,12.5,158.0
498.0,300.0,568.0,310.0,"46,764.OS",positions,140.347.S8,12.5,22,,0.0,-1,12.5,0.0
335.0,310.0,415.0,325.0,141.728.48,positions,"41,516.37",14.5,23,140.347.S8,158.0,22,14.5,158.0
498.0,310.0,568.0,325.0,140.347.S8,positions,41.079.29,14.5,24,,0.0,-1,14.5,0.0
335.0,325.0,415.0,339.0,"41,516.37",positions,46.002.12,12.0,25,41.079.29,158.0,24,12.0,158.0
498.0,325.0,568.0,339.0,41.079.29,positions,136.76,12.0,26,,0.0,-1,12.0,0.0
335.0,339.0,415.0,349.0,46.002.12,positions,87.518.69,12.5,28,136.76,81.5,26,12.5,81.5
415.0,339.0,498.0,349.0,136.76,positions,87.518.69,12.5,28,"45,466.18",76.5,27,12.5,76.5
498.0,339.0,568.0,349.0,"45,466.18",positions,136.76,12.5,29,,0.0,-1,12.5,0.0
335.0,349.0,415.0,364.0,87.518.69,positions,"47,311.53",14.5,31,136.76,81.5,29,14.5,81.5
415.0,349.0,498.0,364.0,136.76,positions,"47,311.53",14.5,31,86.545.47,76.5,30,14.5,76.5
498.0,349.0,568.0,364.0,86.545.47,positions,161.60-,14.5,32,,0.0,-1,14.5,0.0
335.0,364.0,415.0,378.0,"47,311.53",positions,"47,311.53",14.5,34,161.60-,81.5,32,14.5,81.5
415.0,364.0,498.0,378.0,161.60-,positions,"47,311.53",14.5,34,46.974.26,76.5,33,14.5,76.5
498.0,364.0,568.0,378.0,46.974.26,positions,161.60-,14.5,35,,0.0,-1,14.5,0.0
335.0,378.0,415.0,393.0,"47,311.53",positions,276.558.70,15.5,37,161.60-,81.5,35,15.5,81.5
415.0,378.0,498.0,393.0,161.60-,positions,276.558.70,15.5,37,46.974.26,76.5,36,15.5,76.5
498.0,378.0,568.0,393.0,46.974.26,positions,24.84-,15.5,38,,0.0,-1,15.5,0.0
335.0,393.0,415.0,409.0,276.558.70,total,,0.0,-1,24.84-,81.5,38,0.0,81.5
415.0,393.0,498.0,409.0,24.84-,total,,0.0,-1,273.867.31,76.5,39,0.0,76.5
498.0,393.0,568.0,409.0,273.867.31,total,,0.0,-1,,0.0,-1,0.0,0.0
37.0,904.0,142.0,912.0,FORM       MO       IA       REV       (M*       14*83,other,,0.0,-1,,0.0,-1,0.0,0.0
604.0,709.0,618.0,797.0,2084022482,other,,0.0,-1,,0.0,-1,0.0,0.0
