xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
53.0,128.0,170.0,164.0,L       Case       No.:       52138-00          ent       Name:       Y-23,receiver,02/10/95,89.0,4,"Invoice       Date:       September       I,       1995          Invoice       No.:       95-08229",459.0,1,89.0,459.0
487.0,134.0,654.0,160.0,"Invoice       Date:       September       I,       1995          Invoice       No.:       95-08229",invoice_info,$1.65,86.0,9,,0.0,-1,86.0,0.0
664.0,236.0,711.0,291.0,"$745.20          $781.22          $790.21          $615,381!",positions,S2.932.01,65.5,3,,0.0,-1,65.5,0.0
656.0,323.0,704.0,335.0,S2.932.01,total,,0.0,-1,,0.0,-1,0.0,0.0
132.0,219.0,205.0,251.0,02/10/95,positions,07/14/95,23.0,11,5494.45,78.5,5,23.0,78.5
204.0,219.0,290.0,251.0,5494.45,positions,33.77,22.0,13,$93.89,78.5,6,22.0,78.5
289.0,218.0,362.0,250.0,$93.89,positions,5494.45,1.0,5,S92.55,71.5,7,1.0,71.5
361.0,218.0,433.0,250.0,S92.55,positions,0.00,22.5,15,$62.66,71.5,8,-1.0,71.5
432.0,217.0,505.0,250.0,$62.66,positions,S92.55,0.5,7,$1.65,74.0,9,0.5,74.0
504.0,217.0,581.0,249.0,$1.65,positions,$62.66,0.5,8,$0.00,64.0,10,0.5,64.0
580.0,217.0,633.0,249.0,$0.00,positions,0.00,23.0,16,"$745.20          $781.22          $790.21          $615,381!",81.0,2,23.0,-1.0
133.0,251.0,205.0,265.0,07/14/95,positions,07/14/95,14.5,18,747.45,78.5,12,14.5,78.5
205.0,251.0,290.0,265.0,747.45,positions,34.10,13.5,20,33.77,78.5,13,13.5,78.5
290.0,250.0,362.0,264.0,33.77,positions,747.45,1.0,12,0.00,71.5,14,1.0,71.5
362.0,250.0,433.0,264.0,0.00,positions,9.21,14.0,22,0.00,71.5,15,-1.0,71.5
433.0,249.0,505.0,264.0,0.00,positions,0.00,0.5,14,0.00,74.0,16,0.5,74.0
505.0,249.0,581.0,263.0,0.00,positions,0.00,0.5,15,0.00,64.0,17,0.5,64.0
581.0,249.0,633.0,263.0,0.00,positions,0.00,14.5,23,"$745.20          $781.22          $790.21          $615,381!",80.5,2,14.5,80.5
133.0,265.0,205.0,280.0,07/14/95,positions,02/11/95,21.5,25,746.90,78.5,19,21.5,78.5
205.0,265.0,290.0,280.0,746.90,positions,0.00,20.5,27,34.10,78.5,20,20.5,78.5
290.0,264.0,362.0,279.0,34.10,positions,746.90,1.0,19,0.00,71.5,21,1.0,71.5
362.0,264.0,433.0,279.0,0.00,positions,11.91,21.0,29,9.21,71.5,22,-1.0,71.5
433.0,263.0,505.0,279.0,9.21,positions,0.00,0.5,21,0.00,74.0,23,0.5,74.0
505.0,263.0,581.0,278.0,0.00,positions,9.21,0.5,22,0.00,64.0,24,0.5,64.0
581.0,263.0,633.0,278.0,0.00,positions,16.47,21.5,30,"$745.20          $781.22          $790.21          $615,381!",80.5,2,21.5,80.5
133.0,280.0,205.0,308.0,02/11/95,positions,S2.483.25,28.5,32,494.45,78.5,26,-1.0,78.5
205.0,280.0,290.0,308.0,494.45,positions,$161.76,28.0,33,0.00,78.5,27,28.0,78.5
290.0,279.0,362.0,307.0,0.00,positions,494.45,1.0,26,92.55,71.5,28,1.0,71.5
362.0,279.0,433.0,307.0,92.55,positions,S83.78,28.5,35,11.91,71.5,29,-1.0,71.5
433.0,278.0,505.0,307.0,11.91,positions,92.55,0.5,28,16.47,74.0,30,0.5,74.0
505.0,278.0,581.0,306.0,16.47,positions,11.91,0.5,29,0.00,64.0,31,0.5,64.0
581.0,278.0,633.0,306.0,0.00,positions,$18.12,29.0,36,"$745.20          $781.22          $790.21          $615,381!",80.5,2,29.0,80.5
205.0,307.0,290.0,338.0,S2.483.25,total,S84.7Q          $84.70,85.0,38,$161.76,78.5,33,85.0,78.5
290.0,307.0,362.0,337.0,$161.76,total,S2.483.25,0.5,32,$185.10,71.5,34,0.5,71.5
362.0,307.0,433.0,337.0,$185.10,total,,0.0,-1,S83.78,71.5,35,0.0,71.5
433.0,306.0,505.0,337.0,S83.78,total,$185.10,0.5,34,$18.12,74.0,36,0.5,74.0
505.0,306.0,581.0,336.0,$18.12,total,S83.78,0.5,35,$0.00,64.0,37,0.5,64.0
581.0,306.0,633.0,336.0,$0.00,total,,0.0,-1,S2.932.01,73.0,3,0.0,73.0
235.0,384.0,277.0,431.0,S84.7Q          $84.70,other,,0.0,-1,,0.0,-1,0.0,0.0
