xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
221.0,149.0,550.0,164.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,Dale:       9/11/98,47.0,1,,0.0,-1,47.0,0.0
144.0,197.0,226.0,210.0,Dale:       9/11/98,invoice_info,Name          (lodttSdual       Caudate       or       Fu*vVa«ii>*       llrg       ),101.0,4,Slate:       £3       Local:       Q,340.0,2,-1.0,340.0
465.0,195.0,585.0,212.0,Slate:       £3       Local:       Q,invoice_info,RECIPIENT       INFORMATON,47.0,3,,0.0,-1,47.0,0.0
299.0,245.0,471.0,256.0,RECIPIENT       INFORMATON,receiver,Name          (lodttSdual       Caudate       or       Fu*vVa«ii>*       llrg       ),54.0,4,,0.0,-1,54.0,0.0
137.0,288.0,305.0,321.0,Name          (lodttSdual       Caudate       or       Fu*vVa«ii>*       llrg       ),receiver,Address,48.5,6,Sampson       Jackson,247.5,5,48.5,247.5
305.0,288.0,632.0,321.0,Sampson       Jackson,receiver,Address,48.5,6,,0.0,-1,48.5,0.0
137.0,321.0,305.0,385.0,Address,receiver,Current       Office       and       District,40.5,8,"PO       Box       686          DcKalb,       MS       39238",247.5,7,40.5,247.5
305.0,321.0,632.0,385.0,"PO       Box       686          DcKalb,       MS       39238",receiver,Current       Office       and       District,40.5,8,,0.0,-1,40.5,0.0
137.0,385.0,305.0,402.0,Current       Office       and       District,receiver,Aspired       Office       and       District,16.5,10,Senator.       32,247.5,9,16.5,247.5
305.0,385.0,632.0,402.0,Senator.       32,receiver,Aspired       Office       and       District,16.5,10,,0.0,-1,16.5,0.0
137.0,402.0,305.0,418.0,Aspired       Office       and       District,receiver,Party,16.0,12,same,247.5,11,16.0,247.5
305.0,402.0,632.0,418.0,same,receiver,Party,16.0,12,,0.0,-1,16.0,0.0
137.0,418.0,305.0,434.0,Party,receiver,Leadership       Position,16.0,14,Democrat,247.5,13,16.0,247.5
305.0,418.0,632.0,434.0,Democrat,receiver,Leadership       Position,16.0,14,,0.0,-1,16.0,0.0
137.0,434.0,305.0,450.0,Leadership       Position,receiver,Committees,22.0,15,,0.0,-1,22.0,0.0
137.0,450.0,305.0,478.0,Committees,receiver,CONTRIBUTION       INFORMATION,69.0,16,,0.0,-1,69.0,0.0
281.0,527.0,489.0,539.0,CONTRIBUTION       INFORMATION,other,Amount,47.0,17,,0.0,-1,47.0,0.0
138.0,571.0,375.0,589.0,Amount,other,Account       Code,17.0,19,S       200       00,242.0,18,17.0,242.0
375.0,571.0,622.0,589.0,S       200       00,other,Account       Code,17.0,19,,0.0,-1,17.0,0.0
138.0,589.0,375.0,605.0,Account       Code,other,Check       Payable       to,16.0,21,140I-77IO-MS-OI,242.0,20,16.0,242.0
375.0,589.0,622.0,605.0,140I-77IO-MS-OI,other,Check       Payable       to,16.0,21,,0.0,-1,16.0,0.0
138.0,605.0,375.0,621.0,Check       Payable       to,other,Address          (Only       if       different       from       address       above),41.0,23,Senator       Sampson       Jackson       Campaign,242.0,22,41.0,242.0
375.0,605.0,622.0,621.0,Senator       Sampson       Jackson       Campaign,other,Address          (Only       if       different       from       address       above),41.0,23,,0.0,-1,41.0,0.0
138.0,621.0,375.0,687.0,Address          (Only       if       different       from       address       above),other,"Notes:          (Date       needed,       fundraiser       dale:       other       info",49.0,24,,0.0,-1,49.0,0.0
138.0,687.0,375.0,719.0,"Notes:          (Date       needed,       fundraiser       dale:       other       info",other,Approved       by:,56.0,26,nextround,242.0,25,56.0,242.0
375.0,687.0,622.0,719.0,nextround,other,i       -,50.5,30,,0.0,-1,50.5,0.0
145.0,752.0,218.0,766.0,Approved       by:,other,Revised       2/95,91.5,27,I       l,243.0,28,91.5,243.0
145.0,845.0,204.0,856.0,Revised       2/95,other,,0.0,-1,,0.0,-1,0.0,0.0
416.0,751.0,433.0,757.0,I       l,other,(Regional       Vice       President's       signalure),22.5,31,'       !'       t<       'i       t,39.0,29,-1.0,39.0
435.0,750.0,492.0,761.0,'       !'       t<       'i       t,other,(Regional       Vice       President's       signalure),21.0,31,i       -,144.0,30,21.0,144.0
597.0,750.0,618.0,757.0,i       -,other,(Regional       Vice       President's       signalure),23.0,31,,0.0,-1,-1.0,0.0
395.0,768.0,598.0,785.0,(Regional       Vice       President's       signalure),other,(Senior       Vice       President's       signal       ure),58.5,32,,0.0,-1,58.5,0.0
410.0,825.0,599.0,845.0,(Senior       Vice       President's       signal       ure),other,,0.0,-1,,0.0,-1,0.0,0.0
643.0,964.0,724.0,976.0,Til       712-0027,other,,0.0,-1,,0.0,-1,0.0,0.0
