xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
352.0,63.0,577.0,132.0,NATIONAL       TRADEMARK       INVESTIGATIONS          11419       Washington       Boulevard          Los       Angdts.CA       90066          (310)       915-1515          INVOICE       010069,supplier,"Account:          Mr.       David       Woods          Assoc.       Investigative       Services          70-20       Austin       Street          Forest       Hills,       New       York       11375",116.0,1,,0.0,-1,116.0,0.0
191.0,179.0,442.0,248.0,"Account:          Mr.       David       Woods          Assoc.       Investigative       Services          70-20       Austin       Street          Forest       Hills,       New       York       11375",receiver,Billing       Period:       Jul       9-13.       1S92,74.0,2,Product:          Matter:          Jewelry       King          Authorized       by:          Sane,232.5,3,74.0,232.5
191.0,280.0,426.0,295.0,Billing       Period:       Jul       9-13.       1S92,invoice_info,THIS       IS       YOUR       INVOICE          All       amounts       are       due       upon          presentation       of       this       billing,52.0,4,Product:          Matter:          Jewelry       King          Authorized       by:          Sane,240.5,3,52.0,-1.0
494.0,177.0,604.0,290.0,Product:          Matter:          Jewelry       King          Authorized       by:          Sane,other,Counents:,85.5,15,,0.0,-1,85.5,0.0
239.0,315.0,405.0,364.0,THIS       IS       YOUR       INVOICE          All       amounts       are       due       upon          presentation       of       this       billing,positions,$213.75,41.0,6,Counents:,208.5,15,41.0,208.5
193.0,372.0,379.0,390.0,Audit       service       fee:,positions,$9.45,19.5,8,$213.75,133.0,6,19.5,133.0
379.0,372.0,459.0,389.0,$213.75,positions,Audit       service       fee:,0.5,5,,0.0,-1,0.5,0.0
193.0,389.0,379.0,413.0,Mileage:,positions,$0.00,22.5,10,$9.45,133.0,8,22.5,133.0
379.0,389.0,459.0,412.0,$9.45,positions,Mileage:,0.5,7,,0.0,-1,0.5,0.0
193.0,412.0,379.0,436.0,Merchandise       returned:,positions,$7.45,22.5,12,$0.00,133.0,10,22.5,133.0
379.0,412.0,459.0,435.0,$0.00,positions,Merchandise       returned:,0.5,9,,0.0,-1,0.5,0.0
193.0,435.0,379.0,459.0,Expenses:,positions,$230.65,19.5,14,$7.45,133.0,12,19.5,133.0
379.0,435.0,459.0,458.0,$7.45,positions,Expenses:,0.5,11,,0.0,-1,0.5,0.0
193.0,458.0,379.0,476.0,Subtotal:,positions,PAY       THIS       AMOUNT       »>,70.0,16,$230.65,133.0,14,70.0,133.0
379.0,458.0,459.0,475.0,$230.65,positions,Subtotal:,0.5,13,,0.0,-1,0.5,0.0
495.0,314.0,566.0,324.0,Counents:,other,Verified       by:       Mike       Duffield,228.0,18,,0.0,-1,228.0,0.0
218.0,531.0,382.0,543.0,PAY       THIS       AMOUNT       »>,total,A       service       charge       at       the       rate       of       1       112%          per       month       will       be       charged       on       all          past       due       accounts.,80.0,19,$230.65,132.5,17,80.0,132.5
402.0,529.0,463.0,543.0,$230.65,total,A       service       charge       at       the       rate       of       1       112%          per       month       will       be       charged       on       all          past       due       accounts.,81.0,19,Verified       by:       Mike       Duffield,167.5,18,-1.0,167.5
497.0,540.0,703.0,554.0,Verified       by:       Mike       Duffield,other,"NTI       TRADEMARK       AUDITS,       INC.          11419       WASHINGTON       BOULEVARD          LOS       ANGELES,       CA       90066",137.0,21,,0.0,-1,137.0,0.0
232.0,598.0,452.0,636.0,A       service       charge       at       the       rate       of       1       112%          per       month       will       be       charged       on       all          past       due       accounts.,other,PAYABLE_TO:_,56.0,20,,0.0,-1,56.0,0.0
351.0,667.0,436.0,679.0,PAYABLE_TO:_,other,,0.0,-1,"NTI       TRADEMARK       AUDITS,       INC.          11419       WASHINGTON       BOULEVARD          LOS       ANGELES,       CA       90066",161.0,21,0.0,161.0
452.0,666.0,657.0,702.0,"NTI       TRADEMARK       AUDITS,       INC.          11419       WASHINGTON       BOULEVARD          LOS       ANGELES,       CA       90066",other,,0.0,-1,l       WOO!       2902,150.0,22,0.0,150.0
697.0,680.0,712.0,756.0,l       WOO!       2902,other,,0.0,-1,,0.0,-1,0.0,0.0
