xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
556.0,100.0,581.0,108.0,PNOS,other,PERIOD       OATE       06/14/96          01/01/96       TO       12/31/96       PAGE       1,24.5,3,,0.0,-1,-1.0,0.0
74.0,70.0,236.0,99.0,"LDU       DUri'lil       X       U.3.H.          A       BIVHIOK       OF       HO       IURHETT       COMMO,       me.          ADVERTISING",supplier,CLIENT:       P.M.       INC.       OFFICE:       10       DESC:       703A       MILITARY       NEWSPAPERS          EST       NO:       6004       REVISES       EST       DTD       05/10/96,74.0,4,,0.0,-1,-1.0,0.0
365.0,100.0,551.0,109.0,NEWSPAPER       ESTIMATE       RECAP       -,other,PERIOD       OATE       06/14/96          01/01/96       TO       12/31/96       PAGE       1,24.0,3,PNOS,110.5,0,24.0,110.5
353.0,118.0,581.0,139.0,PERIOD       OATE       06/14/96          01/01/96       TO       12/31/96       PAGE       1,invoice_info,CLIENT:       P.M.       INC.       OFFICE:       10       DESC:       703A       MILITARY       NEWSPAPERS          EST       NO:       6004       REVISES       EST       DTD       05/10/96,30.0,4,,0.0,-1,30.0,0.0
147.0,149.0,575.0,168.0,CLIENT:       P.M.       INC.       OFFICE:       10       DESC:       703A       MILITARY       NEWSPAPERS          EST       NO:       6004       REVISES       EST       DTD       05/10/96,receiver,MHKT/S-.ZON          3P0-ALSU0UER0UE,42.5,6,,0.0,-1,42.5,0.0
148.0,197.0,356.0,208.0,TOTALS       BY       MRKT/S       ZON       /PRODUCT/MONTH,other,PRODUCT,46.5,7,MHKT/S-.ZON          3P0-ALSU0UER0UE,267.5,6,46.5,267.5
475.0,186.0,564.0,216.0,MHKT/S-.ZON          3P0-ALSU0UER0UE,other,EST       AMT          CHANGE,48.0,10,,0.0,-1,48.0,0.0
168.0,237.0,249.0,261.0,PRODUCT,positions,10-MARLB0R0,27.0,12,PERIOD,84.0,8,27.0,84.0
249.0,237.0,336.0,261.0,PERIOD,positions,10-MARLB0R0,27.0,12,EST       AMT          AMOUNT,85.5,9,27.0,85.5
336.0,237.0,420.0,261.0,EST       AMT          AMOUNT,positions,FEB       1996          OUARTEP       1,27.0,13,EST       AMT          CHANGE,85.0,10,27.0,85.0
420.0,237.0,506.0,261.0,EST       AMT          CHANGE,positions,2.       147.60          2.147.60,27.0,14,EST       AMT          LESS       C/D,78.5,11,27.0,78.5
506.0,237.0,577.0,261.0,EST       AMT          LESS       C/D,positions,2.147.60          2.147.60,27.0,15,,0.0,-1,27.0,0.0
168.0,261.0,249.0,291.0,10-MARLB0R0,positions,MAY          JON          QUARTER       2,34.5,16,FEB       1996          OUARTEP       1,84.0,13,34.5,84.0
249.0,261.0,336.0,291.0,FEB       1996          OUARTEP       1,positions,MAY          JON          QUARTER       2,34.5,16,2.       147.60          2.147.60,85.5,14,34.5,85.5
336.0,261.0,420.0,291.0,2.       147.60          2.147.60,positions,MAY          JON          QUARTER       2,34.5,16,2.147.60          2.147.60,163.5,15,34.5,163.5
506.0,261.0,577.0,291.0,2.147.60          2.147.60,positions,"3,554.56          2,147.60          5,702.16",34.5,18,,0.0,-1,34.5,0.0
249.0,291.0,336.0,330.0,MAY          JON          QUARTER       2,positions,UUL          AUG          SEP          QUARTER       3,44.0,20,"3.554.56          2.       147.60          5,702.16",85.5,17,44.0,85.5
336.0,291.0,420.0,330.0,"3.554.56          2.       147.60          5,702.16",positions,UUL          AUG          SEP          QUARTER       3,44.0,20,"3,554.56          2,147.60          5,702.16",85.0,18,44.0,85.0
420.0,291.0,506.0,330.0,"3,554.56          2,147.60          5,702.16",positions,2.147.60          2.147.60          2.147.60          6.442.80,44.0,21,"3,554.56          2.147.60          5,702.16",78.5,19,44.0,78.5
506.0,291.0,577.0,330.0,"3,554.56          2.147.60          5,702.16",positions,2.147.60          2.147.60          2.147.60          6.442.80,44.0,22,,0.0,-1,44.0,0.0
249.0,330.0,336.0,379.0,UUL          AUG          SEP          QUARTER       3,positions,TOTAL,32.0,24,2.147.60          2.147.60          2.147.60          6.442.80,85.5,21,32.0,85.5
336.0,330.0,420.0,379.0,2.147.60          2.147.60          2.147.60          6.442.80,positions,TOTAL,32.0,24,2.147.60          2.147.60          2.147.60          6.442.80,85.0,22,32.0,85.0
420.0,330.0,506.0,379.0,2.147.60          2.147.60          2.147.60          6.442.80,positions,"14,292.56",32.0,25,"2.147.60          2.147.60          2,147.60          6.442.80",78.5,23,32.0,78.5
506.0,330.0,577.0,379.0,"2.147.60          2.147.60          2,147.60          6.442.80",positions,12.144.95,32.0,26,,0.0,-1,32.0,0.0
249.0,379.0,336.0,394.0,TOTAL,total,,0.0,-1,"14,292.56",85.5,25,0.0,85.5
336.0,379.0,420.0,394.0,"14,292.56",total,,0.0,-1,12.144.95,85.0,26,0.0,85.0
420.0,379.0,506.0,394.0,12.144.95,total,,0.0,-1,"14,292.56",78.5,27,0.0,78.5
506.0,379.0,577.0,394.0,"14,292.56",total,,0.0,-1,,0.0,-1,0.0,0.0
628.0,751.0,635.0,793.0,i          ;          I,other,,0.0,-1,2084022243,29.0,30,0.0,29.0
44.0,890.0,153.0,899.0,rOHM       M01A       REV       04-14*33,other,,0.0,-1,,0.0,-1,0.0,0.0
651.0,734.0,670.0,821.0,2084022243,other,,0.0,-1,,0.0,-1,0.0,0.0
