xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
331.0,126.0,353.0,135.0,NY       1,supplier,SPORTS       ILLUSTRATED,18.5,6,Time       IncMagazines          I       INC       MAOAZINI       CO*          Invoice,143.0,1,18.5,143.0
395.0,59.0,575.0,129.0,Time       IncMagazines          I       INC       MAOAZINI       CO*          Invoice,receiver,COMMNY,1.5,3,NO.       4371960       D          DATE       11/09/92          PAGE       I,190.0,4,1.5,-1.0
406.0,89.0,465.0,98.0,TNITIMIINC,receiver,Time       IncMagazines          I       INC       MAOAZINI       CO*          Invoice,0.5,1,COMMNY,99.5,3,0.5,99.5
512.0,91.0,558.0,100.0,COMMNY,receiver,AND       MAIL       TO:,58.0,7,NO.       4371960       D          DATE       11/09/92          PAGE       I,140.0,4,58.0,140.0
608.0,58.0,742.0,137.0,NO.       4371960       D          DATE       11/09/92          PAGE       I,invoice_info,I,56.0,8,,0.0,-1,56.0,0.0
58.0,140.0,229.0,157.0,JAKE       CHECKS       PAYABLE       TO:,other,LORILLARO       MEDIA       SERVICES          ATTN:       NS       EILEEN       ANTONIELLO       P.O.       BOX       10451          ONE       PARK       AVENUE       -       17FL       NEWARK.       NJ       07193-0451          NEW       YORK       NY       10016-5802       OR          P.O.       BOX       93503          ADVERTISER       HARLEY       CIGARETTES       CHICAGO.       IL       60673-3503          BRANNOIV       LORILLARO       DIVISION,79.5,10,SPORTS       ILLUSTRATED,179.5,6,-1.0,179.5
258.0,142.0,388.0,156.0,SPORTS       ILLUSTRATED,other,LORILLARO       MEDIA       SERVICES          ATTN:       NS       EILEEN       ANTONIELLO       P.O.       BOX       10451          ONE       PARK       AVENUE       -       17FL       NEWARK.       NJ       07193-0451          NEW       YORK       NY       10016-5802       OR          P.O.       BOX       93503          ADVERTISER       HARLEY       CIGARETTES       CHICAGO.       IL       60673-3503          BRANNOIV       LORILLARO       DIVISION,79.0,10,AND       MAIL       TO:,239.0,7,-1.0,239.0
517.0,147.0,607.0,160.0,AND       MAIL       TO:,other,LORILLARO       MEDIA       SERVICES          ATTN:       NS       EILEEN       ANTONIELLO       P.O.       BOX       10451          ONE       PARK       AVENUE       -       17FL       NEWARK.       NJ       07193-0451          NEW       YORK       NY       10016-5802       OR          P.O.       BOX       93503          ADVERTISER       HARLEY       CIGARETTES       CHICAGO.       IL       60673-3503          BRANNOIV       LORILLARO       DIVISION,74.5,10,I,62.5,8,-1.0,62.5
610.0,137.0,639.0,170.0,I,other,LORILLARO       MEDIA       SERVICES          ATTN:       NS       EILEEN       ANTONIELLO       P.O.       BOX       10451          ONE       PARK       AVENUE       -       17FL       NEWARK.       NJ       07193-0451          NEW       YORK       NY       10016-5802       OR          P.O.       BOX       93503          ADVERTISER       HARLEY       CIGARETTES       CHICAGO.       IL       60673-3503          BRANNOIV       LORILLARO       DIVISION,74.5,10,ADDRESS          INDICATED,81.0,9,-1.0,81.0
664.0,138.0,747.0,173.0,ADDRESS          INDICATED,other,LORILLARO       MEDIA       SERVICES          ATTN:       NS       EILEEN       ANTONIELLO       P.O.       BOX       10451          ONE       PARK       AVENUE       -       17FL       NEWARK.       NJ       07193-0451          NEW       YORK       NY       10016-5802       OR          P.O.       BOX       93503          ADVERTISER       HARLEY       CIGARETTES       CHICAGO.       IL       60673-3503          BRANNOIV       LORILLARO       DIVISION,72.5,10,,0.0,-1,72.5,0.0
126.0,175.0,668.0,281.0,LORILLARO       MEDIA       SERVICES          ATTN:       NS       EILEEN       ANTONIELLO       P.O.       BOX       10451          ONE       PARK       AVENUE       -       17FL       NEWARK.       NJ       07193-0451          NEW       YORK       NY       10016-5802       OR          P.O.       BOX       93503          ADVERTISER       HARLEY       CIGARETTES       CHICAGO.       IL       60673-3503          BRANNOIV       LORILLARO       DIVISION,other,,0.0,-1,,0.0,-1,0.0,0.0
