xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
59.0,493.0,65.0,504.0,f,other,,0.0,-1,,0.0,-1,0.0,0.0
77.0,98.0,173.0,109.0,GHCP18RN1310XX,other,ACCOUNT       NUMBER:       423360          VOUCHER       NUMBER:       15372638          DATE       WRITTEN:       1C/03/97          STATUS:       PAID          AMOUNT       PAID:       696.00,70.0,4,TEMPORARY       PAYMENT       DETAIL       REPORT,165.0,2,70.0,165.0
184.0,95.0,396.0,107.0,TEMPORARY       PAYMENT       DETAIL       REPORT,other,MIDDLESEX       TOBACCO       CO          450       FLORIDA       GROVE       RD          PERTH       AMBOY       .       NJ       8861          SEND       CHECK       TO:       PAYEE,69.0,5,10/03/97,279.5,3,69.0,279.5
542.0,92.0,597.0,104.0,10/03/97,invoice_info,,0.0,-1,,0.0,-1,0.0,0.0
84.0,139.0,247.0,208.0,ACCOUNT       NUMBER:       423360          VOUCHER       NUMBER:       15372638          DATE       WRITTEN:       1C/03/97          STATUS:       PAID          AMOUNT       PAID:       696.00,invoice_info,UNITS       AMOUNT,68.5,7,MIDDLESEX       TOBACCO       CO          450       FLORIDA       GROVE       RD          PERTH       AMBOY       .       NJ       8861          SEND       CHECK       TO:       PAYEE,246.0,5,68.5,246.0
340.0,136.0,483.0,204.0,MIDDLESEX       TOBACCO       CO          450       FLORIDA       GROVE       RD          PERTH       AMBOY       .       NJ       8861          SEND       CHECK       TO:       PAYEE,supplier,UNITS       AMOUNT,72.0,7,,0.0,-1,-1.0,0.0
98.0,238.0,174.0,248.0,DESCRIPTION,positions,MON.30DPC       VPR       20       2320.00       696.00,28.0,8,UNITS       AMOUNT,168.0,7,28.0,168.0
245.0,236.0,363.0,248.0,UNITS       AMOUNT,positions,MON.30DPC       VPR       20       2320.00       696.00,29.0,8,,0.0,-1,-1.0,0.0
91.0,264.0,362.0,278.0,MON.30DPC       VPR       20       2320.00       696.00,positions,EXPLANATION:       DPC       MONARCH          CC:       L.       WOLFE,64.0,9,,0.0,-1,64.0,0.0
86.0,322.0,262.0,348.0,EXPLANATION:       DPC       MONARCH          CC:       L.       WOLFE,other,,0.0,-1,,0.0,-1,0.0,0.0
666.0,780.0,682.0,865.0,exei       6*8ts,other,,0.0,-1,,0.0,-1,0.0,0.0
