xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
107.0,5.0,284.0,124.0,Reddie       &       Grose          Chartere       d       Patent       Agents          European       Patent       Attorneys          Trade       Mark       Agents.          16       Theobalds       Road          London       WC1X       8PL          Telephone       01-2420901          Fat       01-242       3290          Telet       2S44S       H<       Jdir       G,supplier,"Fabiques       de       Tabac       Reunies       SA.,          P.0.       Box       11,          2003       Neuchatel,          SWITZERLAND.",127.5,1,»       7,161.0,2,127.5,161.0
68.0,163.0,291.0,221.0,"Fabiques       de       Tabac       Reunies       SA.,          P.0.       Box       11,          2003       Neuchatel,          SWITZERLAND.",receiver,ORIGINAL,12.5,5,"David       A.       Pcan       M.A.          John       H.       Hass       B.Sc.          I!       Antony       Smith       M.A,          P       A.       13.       Valentine       M.A.          Riehard       C       Ahnctt       M       A.          Paul       A.       Btrrccon       M       A.          Keith       E.       Geenng       HA          Nicholas       S.       Marlow       BSc.          Lindal.       Harland       B.V          J.       M.       Davies       D.HmL          OfF.ce       Manager          R.T.       Fornnan          Bankers          Lloyds       Hank       1*1.          High       Ihdlsom       Branch       (C.idr       JO-94-25)          58ll.gl.Holh.sn.          London       WC1V6FL          Account       No.       014554       J          VAT       Hegisrration       No.24J       90#7       43          Date:       28th       September,       1988          Invoice       No:       9271",385.0,6,12.5,-1.0
342.0,50.0,371.0,70.0,»       7,other,f),82.5,4,C:T       £38,52.5,3,82.5,52.5
374.0,48.0,444.0,69.0,C:T       £38,other,f),84.0,4,"David       A.       Pcan       M.A.          John       H.       Hass       B.Sc.          I!       Antony       Smith       M.A,          P       A.       13.       Valentine       M.A.          Riehard       C       Ahnctt       M       A.          Paul       A.       Btrrccon       M       A.          Keith       E.       Geenng       HA          Nicholas       S.       Marlow       BSc.          Lindal.       Harland       B.V          J.       M.       Davies       D.HmL          OfF.ce       Manager          R.T.       Fornnan          Bankers          Lloyds       Hank       1*1.          High       Ihdlsom       Branch       (C.idr       JO-94-25)          58ll.gl.Holh.sn.          London       WC1V6FL          Account       No.       014554       J          VAT       Hegisrration       No.24J       90#7       43          Date:       28th       September,       1988          Invoice       No:       9271",155.5,6,-1.0,155.5
346.0,126.0,417.0,159.0,f),other,ORIGINAL,62.0,5,"David       A.       Pcan       M.A.          John       H.       Hass       B.Sc.          I!       Antony       Smith       M.A,          P       A.       13.       Valentine       M.A.          Riehard       C       Ahnctt       M       A.          Paul       A.       Btrrccon       M       A.          Keith       E.       Geenng       HA          Nicholas       S.       Marlow       BSc.          Lindal.       Harland       B.V          J.       M.       Davies       D.HmL          OfF.ce       Manager          R.T.       Fornnan          Bankers          Lloyds       Hank       1*1.          High       Ihdlsom       Branch       (C.idr       JO-94-25)          58ll.gl.Holh.sn.          London       WC1V6FL          Account       No.       014554       J          VAT       Hegisrration       No.24J       90#7       43          Date:       28th       September,       1988          Invoice       No:       9271",183.0,6,-1.0,-1.0
271.0,183.0,408.0,226.0,ORIGINAL,other,Canadian       Patent       Application       No.       503       322          Your       Ref:       FIR       0055          Cur       File:       26904,117.5,7,"David       A.       Pcan       M.A.          John       H.       Hass       B.Sc.          I!       Antony       Smith       M.A,          P       A.       13.       Valentine       M.A.          Riehard       C       Ahnctt       M       A.          Paul       A.       Btrrccon       M       A.          Keith       E.       Geenng       HA          Nicholas       S.       Marlow       BSc.          Lindal.       Harland       B.V          J.       M.       Davies       D.HmL          OfF.ce       Manager          R.T.       Fornnan          Bankers          Lloyds       Hank       1*1.          High       Ihdlsom       Branch       (C.idr       JO-94-25)          58ll.gl.Holh.sn.          London       WC1V6FL          Account       No.       014554       J          VAT       Hegisrration       No.24J       90#7       43          Date:       28th       September,       1988          Invoice       No:       9271",225.0,6,117.5,-1.0
465.0,14.0,664.0,282.0,"David       A.       Pcan       M.A.          John       H.       Hass       B.Sc.          I!       Antony       Smith       M.A,          P       A.       13.       Valentine       M.A.          Riehard       C       Ahnctt       M       A.          Paul       A.       Btrrccon       M       A.          Keith       E.       Geenng       HA          Nicholas       S.       Marlow       BSc.          Lindal.       Harland       B.V          J.       M.       Davies       D.HmL          OfF.ce       Manager          R.T.       Fornnan          Bankers          Lloyds       Hank       1*1.          High       Ihdlsom       Branch       (C.idr       JO-94-25)          58ll.gl.Holh.sn.          London       WC1V6FL          Account       No.       014554       J          VAT       Hegisrration       No.24J       90#7       43          Date:       28th       September,       1988          Invoice       No:       9271",supplier,Canadian       Patent       Application       No.       503       322          Your       Ref:       FIR       0055          Cur       File:       26904,174.0,7,,0.0,-1,-1.0,0.0
143.0,290.0,505.0,354.0,Canadian       Patent       Application       No.       503       322          Your       Ref:       FIR       0055          Cur       File:       26904,positions,Official       Fees,1.5,8,Services,310.5,9,1.5,310.5
505.0,292.0,591.0,355.0,Official       Fees,positions,Services,0.5,9,,0.0,-1,0.5,0.0
591.0,293.0,678.0,355.0,Services,positions,£501.75,139.5,12,,0.0,-1,139.5,0.0
52.0,352.0,143.0,569.0,61,positions,"Payment       of       the       issue       fee       cn       the       above          application,       including       Associates       charges       and          official       fee.",1.0,11,Canadian       Patent       Application       No.       503       322          Your       Ref:       FIR       0055          Cur       File:       26904,226.5,7,1.0,-1.0
142.0,352.0,505.0,571.0,"Payment       of       the       issue       fee       cn       the       above          application,       including       Associates       charges       and          official       fee.",positions,Totals,123.0,13,Canadian       Patent       Application       No.       503       322          Your       Ref:       FIR       0055          Cur       File:       26904,0.5,7,123.0,0.5
590.0,355.0,678.0,572.0,£501.75,positions,f       Ji,122.5,14,,0.0,-1,-1.0,0.0
141.0,569.0,504.0,600.0,Totals,total,f       Ji,1.5,14,"Payment       of       the       issue       fee       cn       the       above          application,       including       Associates       charges       and          official       fee.",1.0,11,1.5,1.0
503.0,571.0,590.0,601.0,f       Ji,total,£501.75,0.5,15,£501.75,87.5,12,0.5,87.5
589.0,572.0,677.0,601.0,£501.75,total,Up,31.0,17,,0.0,-1,-1.0,0.0
141.0,598.0,503.0,634.0,Total       Payable,total,Up,1.5,17,Totals,0.5,13,1.5,0.5
503.0,600.0,589.0,635.0,Up,total,£501.75,0.5,18,f       Ji,0.5,14,0.5,0.5
589.0,601.0,676.0,635.0,£501.75,total,,0.0,-1,,0.0,-1,0.0,0.0
