xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
35.0,163.0,327.0,250.0,"i       li’,|       i       ii*iiviihnvil.Iik'.          ""O       Covington       <Jc       Bur       1       ing          1201       Pennsylvania       Avenue,       N.W.          Kasnington,       D.C.       20044",receiver,Mr.       John       Rupp,132.0,2,MM'll       fVnuHMiv       l.vn-          ^.uri.tx.       VA          ir<m       i       r       »*       ino.‘          THefa*       iToii       r.Mim,341.0,3,132.0,341.0
45.0,338.0,94.0,347.0,v<Xl«,receiver,,0.0,-1,Mr.       John       Rupp,97.0,2,0.0,97.0
121.0,332.0,212.0,345.0,Mr.       John       Rupp,receiver,"To       the       services       rendered       by       HBI.       Inc.       as       consultants       to       the          Tobacco       Institute       during       the       month       of       November       1993.          Total       price       nav       due       for       payment       j       $       28,000.00          For       HBI       Inc.          44       0^4—          Dee       Ann       Huss",145.0,8,,0.0,-1,-1.0,0.0
471.0,164.0,573.0,211.0,MM'll       fVnuHMiv       l.vn-          ^.uri.tx.       VA          ir<m       i       r       »*       ino.‘          THefa*       iToii       r.Mim,supplier,ISVOCE       NO,97.0,4,,0.0,-1,97.0,0.0
483.0,280.0,539.0,289.0,ISVOCE       NO,invoice_info,"DATE       Nov       30,       1993",26.0,6,5596,114.0,5,26.0,114.0
604.0,271.0,646.0,286.0,5596,invoice_info,"DATE       Nov       30,       1993",32.0,6,,0.0,-1,-1.0,0.0
516.0,304.0,638.0,317.0,"DATE       Nov       30,       1993",invoice_info,"To       the       services       rendered       by       HBI.       Inc.       as       consultants       to       the          Tobacco       Institute       during       the       month       of       November       1993.          Total       price       nav       due       for       payment       j       $       28,000.00          For       HBI       Inc.          44       0^4—          Dee       Ann       Huss",173.0,8,,0.0,-1,-1.0,0.0
273.0,386.0,390.0,397.0,November       Services,positions,"To       the       services       rendered       by       HBI.       Inc.       as       consultants       to       the          Tobacco       Institute       during       the       month       of       November       1993.          Total       price       nav       due       for       payment       j       $       28,000.00          For       HBI       Inc.          44       0^4—          Dee       Ann       Huss",92.0,8,,0.0,-1,92.0,0.0
120.0,414.0,638.0,553.0,"To       the       services       rendered       by       HBI.       Inc.       as       consultants       to       the          Tobacco       Institute       during       the       month       of       November       1993.          Total       price       nav       due       for       payment       j       $       28,000.00          For       HBI       Inc.          44       0^4—          Dee       Ann       Huss",positions,Til       016-0632,486.0,9,,0.0,-1,486.0,0.0
628.0,963.0,711.0,976.0,Til       016-0632,other,,0.0,-1,,0.0,-1,0.0,0.0
