xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
697.0,842.0,712.0,913.0,fr*       8Z8TS,other,,0.0,-1,,0.0,-1,0.0,0.0
58.0,46.0,318.0,66.0,BUSINESS       EXPENSE       VOUCHER,receiver,AccourJ          72759,28.0,4,,0.0,-1,28.0,0.0
66.0,84.0,193.0,97.0,BENJAMIN       S.       RUFFIN,receiver,M*ng       AddraM       (If       applet)          \A£Ffe*Btf03*%3WE/fFAP$       (910)       741-3512          REYNOLDS       BUILDING       17TH          CORPORATE       AFFAIRS,35.5,3,AccourJ          72759,131.0,4,35.5,131.0
64.0,96.0,330.0,156.0,M*ng       AddraM       (If       applet)          \A£Ffe*Btf03*%3WE/fFAP$       (910)       741-3512          REYNOLDS       BUILDING       17TH          CORPORATE       AFFAIRS,receiver,DEPART       DATE,53.5,5,,0.0,-1,53.5,0.0
240.0,72.0,281.0,96.0,AccourJ          72759,receiver,M*ng       AddraM       (If       applet)          \A£Ffe*Btf03*%3WE/fFAP$       (910)       741-3512          REYNOLDS       BUILDING       17TH          CORPORATE       AFFAIRS,42.0,3,,0.0,-1,-1.0,0.0
64.0,173.0,151.0,186.0,DEPART       DATE,other,"05/12/97       Houston,       TX",14.5,9,DESTINATION(S),136.0,6,-1.0,-1.0
192.0,173.0,295.0,188.0,DESTINATION(S),other,"05/12/97       Houston,       TX",13.5,9,RETURN       DATE          05/13/97,136.5,7,13.5,136.5
338.0,171.0,422.0,199.0,RETURN       DATE          05/13/97,other,"EXPENSES       PAID       BY       EMPLOYEE          DAY       OF       THE       WEEKl       Monday       I       Tuesday       I       Wadnwday       I       Thursday""!       Friday       I       Saturday",49.5,10,"PURPOSE       OF       TRIP          Meel       with       Robin       Broussard,       CARM",142.0,8,-1.0,142.0
428.0,170.0,616.0,197.0,"PURPOSE       OF       TRIP          Meel       with       Robin       Broussard,       CARM",other,"EXPENSES       PAID       BY       EMPLOYEE          DAY       OF       THE       WEEKl       Monday       I       Tuesday       I       Wadnwday       I       Thursday""!       Friday       I       Saturday",51.0,10,,0.0,-1,-1.0,0.0
81.0,187.0,223.0,201.0,"05/12/97       Houston,       TX",other,"EXPENSES       PAID       BY       EMPLOYEE          DAY       OF       THE       WEEKl       Monday       I       Tuesday       I       Wadnwday       I       Thursday""!       Friday       I       Saturday",40.5,10,DESTINATION(S),91.5,6,40.5,91.5
117.0,219.0,548.0,250.0,"EXPENSES       PAID       BY       EMPLOYEE          DAY       OF       THE       WEEKl       Monday       I       Tuesday       I       Wadnwday       I       Thursday""!       Friday       I       Saturday",positions,■■i,36.5,15,Sunday,268.5,11,36.5,268.5
574.0,234.0,628.0,249.0,Sunday,positions,118.45|,29.0,17,SUMMARY,57.5,12,-1.0,57.5
631.0,239.0,686.0,250.0,SUMMARY,positions,118.45|,26.0,17,,0.0,-1,26.0,0.0
60.0,263.0,209.0,282.0,Lodging       (Allachttecelpl),positions,Waldaat       (Yours       ONLY),16.5,18,118.45,104.5,14,16.5,104.5
209.0,263.0,269.0,281.0,118.45,positions,Lodging       (Allachttecelpl),0.5,13,■■i,176.5,15,0.5,176.5
386.0,262.0,445.0,280.0,■■i,positions,),134.0,33,HI,177.0,16,-1.0,177.0
563.0,262.0,622.0,280.0,HI,positions,1354,16.0,20,118.45|,66.0,17,16.0,-1.0
622.0,261.0,695.0,280.0,118.45|,positions,HI,0.5,16,,0.0,-1,0.5,0.0
60.0,281.0,209.0,297.0,Waldaat       (Yours       ONLY),positions,-unch       (Yours       ONLY),14.5,21,13.54,164.0,19,14.5,164.0
269.0,281.0,328.0,296.0,13.54,positions,*,58.0,24,1354,330.5,20,58.0,330.5
563.0,279.0,695.0,295.0,1354,positions,13.00,72.5,28,118.45|,29.5,17,72.5,29.5
60.0,296.0,209.0,311.0,-unch       (Yours       ONLY),positions,>/vner       (Yours       ONLY),14.0,22,,0.0,-1,14.0,0.0
60.0,310.0,209.0,325.0,>/vner       (Yours       ONLY),positions,’arXng       Fees,29.5,23,,0.0,-1,29.5,0.0
60.0,339.0,209.0,355.0,’arXng       Fees,positions,7.00,14.0,26,*,164.0,24,14.0,164.0
