xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
135.0,13.0,334.0,37.0,"LEO       BURNETT       U.S.A.          A       DIVISION       OF       LEO       BURNETT       COMPANY,       INC.",supplier,ADVERTISING,20.5,1,,0.0,-1,20.5,0.0
188.0,40.0,278.0,51.0,ADVERTISING,supplier,PHIL'ft       MORRIS       INC          WR1003,75.5,5,,0.0,-1,-1.0,0.0
359.0,74.0,739.0,89.0,DATABASE       MARKETING       ESTIMATE       DATE:       02/24/9**,other,PHIL'ft       MORRIS       INC          WR1003,39.5,5,,0.0,-1,39.5,0.0
112.0,112.0,208.0,181.0,CLIENT:       „          L       B       JOB#:          AD#:          SIZE/COLOR:          MEDIA/DATE:          DESCRIPTION:,receiver,PRODUCT:,62.0,4,PHIL'ft       MORRIS       INC          WR1003,136.0,5,62.0,136.0
113.0,202.0,176.0,215.0,PRODUCT:,other,DYES/PRINTS          ILLUSTRATI       ON          RETOUCHING          REPRODUCTION       FEES          PHOTOGRAPHY          TOTAL       VISUALS          TYPOGRAPHY/LETTERING          KEYLINE          PHOTOSTATS          TOTAL       STUDIO          PRINTING       MATERIAL          LITHOGRAPHY          OTHER       (SEE       NOTES)          COMPREHENSIVE       LAYOUT,157.5,7,1-800#       NAME       GENERATION          SURVEY       199**          OO-CORPORATE,173.0,6,157.5,173.0
225.0,106.0,367.0,136.0,PHIL'ft       MORRIS       INC          WR1003,receiver,1-800#       NAME       GENERATION          SURVEY       199**          OO-CORPORATE,69.0,6,CLIENT       ID#:          FISCAL       YEAR:          START       DATE:          REV       #:          REV       DATE:          PREV       REV       DATE          SERVICER:,224.5,8,69.0,-1.0
226.0,166.0,409.0,214.0,1-800#       NAME       GENERATION          SURVEY       199**          OO-CORPORATE,receiver,DYES/PRINTS          ILLUSTRATI       ON          RETOUCHING          REPRODUCTION       FEES          PHOTOGRAPHY          TOTAL       VISUALS          TYPOGRAPHY/LETTERING          KEYLINE          PHOTOSTATS          TOTAL       STUDIO          PRINTING       MATERIAL          LITHOGRAPHY          OTHER       (SEE       NOTES)          COMPREHENSIVE       LAYOUT,176.0,7,CLIENT       ID#:          FISCAL       YEAR:          START       DATE:          REV       #:          REV       DATE:          PREV       REV       DATE          SERVICER:,203.0,8,-1.0,203.0
112.0,258.0,301.0,474.0,DYES/PRINTS          ILLUSTRATI       ON          RETOUCHING          REPRODUCTION       FEES          PHOTOGRAPHY          TOTAL       VISUALS          TYPOGRAPHY/LETTERING          KEYLINE          PHOTOSTATS          TOTAL       STUDIO          PRINTING       MATERIAL          LITHOGRAPHY          OTHER       (SEE       NOTES)          COMPREHENSIVE       LAYOUT,other,TOTAL       COMM       ISSIONABLE       COSTS          AGENCY       COMMISSION          TRAVEL       AND       EXPENSES          TRAVEL/MEALS          POSTAGE          SHIPPING       AND       OTHER       NET       COSTS          TOTAL       GROSS       COSTS,174.0,12,"71,838.00",455.0,11,174.0,455.0
467.0,108.0,574.0,201.0,CLIENT       ID#:          FISCAL       YEAR:          START       DATE:          REV       #:          REV       DATE:          PREV       REV       DATE          SERVICER:,invoice_info,PREVIOUS       CURRENT          ESTIMATE       ESTIMATE,79.5,10,C0R6804-9**/NGEN          02/23/9**          00          SPANOLA,156.0,9,79.5,156.0
615.0,108.0,738.0,200.0,C0R6804-9**/NGEN          02/23/9**          00          SPANOLA,invoice_info,PREVIOUS       CURRENT          ESTIMATE       ESTIMATE,80.0,10,,0.0,-1,-1.0,0.0
