xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
194.0,146.0,525.0,160.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State:       X       Local:       □,47.5,2,,0.0,-1,47.5,0.0
118.0,195.0,246.0,209.0,"Date:       October       2,       1998",invoice_info,Name          (Individual       Candidal*       <*       Imfriitri*       Or*.;,99.0,4,State:       X       Local:       □,318.5,2,-1.0,318.5
439.0,192.0,562.0,209.0,State:       X       Local:       □,invoice_info,RECIPIENT       INFORMATION,48.5,3,,0.0,-1,48.5,0.0
270.0,243.0,447.0,255.0,RECIPIENT       INFORMATION,receiver,Name          (Individual       Candidal*       <*       Imfriitri*       Or*.;,52.0,4,,0.0,-1,52.0,0.0
111.0,287.0,278.0,315.0,Name          (Individual       Candidal*       <*       Imfriitri*       Or*.;,receiver,Address,22.5,6,Barbara       Cegavske,247.5,5,22.5,247.5
278.0,287.0,606.0,315.0,Barbara       Cegavske,receiver,Address,22.5,6,,0.0,-1,22.5,0.0
111.0,315.0,278.0,332.0,Address,receiver,I       .as       Vegas.       NV       89102,24.0,8,6465       Laredo       Street,247.5,7,24.0,247.5
278.0,315.0,606.0,332.0,6465       Laredo       Street,receiver,I       .as       Vegas.       NV       89102,24.0,8,,0.0,-1,24.0,0.0
278.0,332.0,606.0,363.0,I       .as       Vegas.       NV       89102,receiver,Current       Office       and       District,24.0,9,,0.0,-1,24.0,0.0
111.0,363.0,278.0,380.0,Current       Office       and       District,receiver,Aspired       Office       and       District,17.0,10,,0.0,-1,17.0,0.0
111.0,380.0,278.0,397.0,Aspired       Office       and       District,receiver,Party,16.5,12,State       Assembly       Dist.       5,247.5,11,16.5,247.5
278.0,380.0,606.0,397.0,State       Assembly       Dist.       5,receiver,Party,16.5,12,,0.0,-1,16.5,0.0
111.0,397.0,278.0,413.0,Party,receiver,Leadership       Position,16.5,14,Republican,247.5,13,16.5,247.5
278.0,397.0,606.0,413.0,Republican,receiver,Leadership       Position,16.5,14,,0.0,-1,16.5,0.0
111.0,413.0,278.0,430.0,Leadership       Position,receiver,Committees,16.5,15,,0.0,-1,16.5,0.0
111.0,430.0,278.0,446.0,Committees,receiver,(Note       Chiirrrjjuhi»l,14.5,16,,0.0,-1,14.5,0.0
111.0,446.0,278.0,459.0,(Note       Chiirrrjjuhi»l,receiver,CONTRIBUTION       INFORMATION,61.5,17,,0.0,-1,61.5,0.0
253.0,508.0,462.0,520.0,CONTRIBUTION       INFORMATION,other,Amount,47.0,18,,0.0,-1,47.0,0.0
110.0,552.0,347.0,570.0,Amount,other,Account       Code,17.0,20,$300.00,242.5,19,17.0,242.5
347.0,552.0,595.0,570.0,$300.00,other,Account       Code,17.0,20,,0.0,-1,17.0,0.0
110.0,570.0,347.0,586.0,Account       Code,other,Check       Pavable       to,17.0,22,1401-7710-NV-Cl,242.5,21,17.0,242.5
347.0,570.0,595.0,586.0,1401-7710-NV-Cl,other,Check       Pavable       to,17.0,22,,0.0,-1,17.0,0.0
110.0,586.0,347.0,604.0,Check       Pavable       to,other,Address          (Only       if       different       from       address       above),33.5,24,Committee       to       Elect       Barbara       Cegavske,242.5,23,33.5,242.5
347.0,586.0,595.0,604.0,Committee       to       Elect       Barbara       Cegavske,other,Address          (Only       if       different       from       address       above),33.5,24,,0.0,-1,33.5,0.0
110.0,604.0,347.0,653.0,Address          (Only       if       different       from       address       above),other,Notes:          (Date       needed:       fundraiser       date;       other       info.,42.5,25,,0.0,-1,42.5,0.0
110.0,653.0,347.0,689.0,Notes:          (Date       needed:       fundraiser       date;       other       info.,other,Approved       by:,54.5,27,As       soon       as       possible,242.5,26,54.5,242.5
347.0,653.0,595.0,689.0,As       soon       as       possible,other,(Senior       Vice       President’s       signature),136.5,29,,0.0,-1,136.5,0.0
113.0,717.0,190.0,734.0,Approved       by:,other,Revised       2/95,93.5,28,,0.0,-1,93.5,0.0
112.0,813.0,178.0,825.0,Revised       2/95,other,,0.0,-1,(Senior       Vice       President’s       signature),327.0,29,0.0,327.0
377.0,800.0,567.0,815.0,(Senior       Vice       President’s       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
643.0,964.0,724.0,976.0,Til       712-0498,other,,0.0,-1,,0.0,-1,0.0,0.0
