xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
73.0,8.0,166.0,67.0,THE          AMERICAN          TOBACCO          COMPANY,supplier,UNLESS       KSlRl^ItO       ^VC*       1       '          fY-       M^U.       INVOICES       TO       OUR       ACMNiSTRATiVS       CENTER.          A       GENERAL       ACCOUNTING       OFFICE:          V.QQOX       1100          CHESTER.       VW3WA       23831-6100          □       AS       SHOWN       BELOW,87.0,2,>i\       >TAMK>?1'       R'Kl.At          **>.       POX       lOkti          ST       AX1JORP       CONNtC'l       lCUf       Oc*AX2,153.0,1,87.0,153.0
198.0,10.0,347.0,38.0,>i\       >TAMK>?1'       R'Kl.At          **>.       POX       lOkti          ST       AX1JORP       CONNtC'l       lCUf       Oc*AX2,supplier,UNLESS       KSlRl^ItO       ^VC*       1       '          fY-       M^U.       INVOICES       TO       OUR       ACMNiSTRATiVS       CENTER.          A       GENERAL       ACCOUNTING       OFFICE:          V.QQOX       1100          CHESTER.       VW3WA       23831-6100          □       AS       SHOWN       BELOW,100.5,2,SPECIAL       NOTICE          THIS       OHCCR       S       SUBJECT       TO       ACCEPTANCE       EXPRSSStY          LMUD       TO       IHt       PROVISIONS       C*i       TH£       FACS       AND          ‘tfVMtt       AW       TO       TMOS5       APPSNOCO       MS&STO.          OM       ORDWi       NUMUL'l       COI>L       NUMBER       AND          ACCOUNTING       CHARGE       NUM       WlH       UJST       APPEAR       ON       AU.          PACKAGES.       CORRESPONDENCE       AND       INVOtCCS.,311.5,4,-1.0,311.5
34.0,91.0,264.0,158.0,UNLESS       KSlRl^ItO       ^VC*       1       '          fY-       M^U.       INVOICES       TO       OUR       ACMNiSTRATiVS       CENTER.          A       GENERAL       ACCOUNTING       OFFICE:          V.QQOX       1100          CHESTER.       VW3WA       23831-6100          □       AS       SHOWN       BELOW,other,TO.,47.5,6,"PURCHASE       ORDER       NO.       M11390          date       October       10,       1990          REO.       nd       Auth.       if       M-182;       Budget       ADI",413.0,5,47.5,413.0
38.0,171.0,51.0,260.0,s          u          p          p          L          I          E          R,receiver,SHPMENT       TO       ARRIVE       NOT       IOTR       THAN          Per       Attached       Instructions,105.0,18,TO.,174.5,6,-1.0,174.5
486.0,12.0,682.0,80.0,SPECIAL       NOTICE          THIS       OHCCR       S       SUBJECT       TO       ACCEPTANCE       EXPRSSStY          LMUD       TO       IHt       PROVISIONS       C*i       TH£       FACS       AND          ‘tfVMtt       AW       TO       TMOS5       APPSNOCO       MS&STO.          OM       ORDWi       NUMUL'l       COI>L       NUMBER       AND          ACCOUNTING       CHARGE       NUM       WlH       UJST       APPEAR       ON       AU.          PACKAGES.       CORRESPONDENCE       AND       INVOtCCS.,other,"PURCHASE       ORDER       NO.       M11390          date       October       10,       1990          REO.       nd       Auth.       if       M-182;       Budget       ADI",83.0,5,,0.0,-1,83.0,0.0
422.0,101.0,702.0,157.0,"PURCHASE       ORDER       NO.       M11390          date       October       10,       1990          REO.       nd       Auth.       if       M-182;       Budget       ADI",invoice_info,AS       PER       ATTACHED       INSTRUCTIONS,60.5,10,,0.0,-1,60.5,0.0
54.0,162.0,384.0,182.0,TO.,receiver,MACNAUGHTON       EINS0N       GRAPHICS,17.5,8,e,178.0,7,17.5,178.0
384.0,162.0,410.0,182.0,e,other,MACNAUGHTON       EINS0N       GRAPHICS,17.5,8,,0.0,-1,17.5,0.0
54.0,182.0,384.0,197.0,MACNAUGHTON       EINS0N       GRAPHICS,receiver,Twenty-Ten       Maple       Avenue,14.5,11,H,178.0,9,14.5,178.0
384.0,182.0,410.0,197.0,H,other,Twenty-Ten       Maple       Avenue,14.5,11,AS       PER       ATTACHED       INSTRUCTIONS,155.5,10,14.5,155.5
410.0,182.0,695.0,197.0,AS       PER       ATTACHED       INSTRUCTIONS,other,1,14.5,12,,0.0,-1,14.5,0.0
54.0,197.0,384.0,211.0,Twenty-Ten       Maple       Avenue,receiver,"Fairlawn,       NJ       07410",13.0,14,1,178.0,12,13.0,178.0
384.0,197.0,410.0,211.0,1,other,Balance       To       Be       neld       In       Inventory,6.0,13,,0.0,-1,6.0,0.0
410.0,197.0,695.0,223.0,Balance       To       Be       neld       In       Inventory,other,P,7.0,15,,0.0,-1,7.0,0.0
54.0,211.0,384.0,223.0,"Fairlawn,       NJ       07410",receiver,ATTN:       Mr.       Denis       Sullivan,28.5,16,P,178.0,15,28.5,178.0
384.0,211.0,410.0,223.0,P,other,ATTN:       Mr.       Denis       Sullivan,28.5,16,Balance       To       Be       neld       In       Inventory,155.5,13,28.5,155.5
54.0,223.0,384.0,268.0,ATTN:       Mr.       Denis       Sullivan,receiver,SHPMENT       TO       ARRIVE       NOT       IOTR       THAN          Per       Attached       Instructions,75.0,18,T          o,178.0,17,75.0,178.0
384.0,223.0,410.0,268.0,T          o,other,Best       Way       -       Lowest       Cost       Method,81.0,19,,0.0,-1,81.0,0.0
3.0,308.0,253.0,333.0,SHPMENT       TO       ARRIVE       NOT       IOTR       THAN          Per       Attached       Instructions,other,FOU,19.0,20,Best       Way       -       Lowest       Cost       Method,397.5,19,19.0,-1.0
399.0,316.0,652.0,337.0,Best       Way       -       Lowest       Cost       Method,other,IERMS,13.0,22,,0.0,-1,13.0,0.0
3.0,336.0,27.0,343.0,FOU,other,QUANTITY,32.0,23,IERMS,376.0,22,-1.0,376.0
35.0,346.0,143.0,359.0,See       Attached,other,QUANTITY,19.0,23,Net       30       Days,359.0,24,19.0,359.0
376.0,335.0,406.0,344.0,IERMS,other,Net       30       Days,15.0,24,Best       Way       -       Lowest       Cost       Method,134.5,19,15.0,134.5
19.0,367.0,72.0,376.0,QUANTITY,positions,540,35.0,28,CODE       NO.,85.0,25,35.0,85.0
398.0,346.0,498.0,363.0,Net       30       Days,other,DESCRIPTION,18.0,26,,0.0,-1,18.0,0.0
103.0,368.0,158.0,377.0,CODE       NO.,positions,SALES       TAX       NOT       TO       BE       CHARGED       —       SEE       CXJH,429.0,36,DESCRIPTION,251.5,26,-1.0,251.5
