xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
88.0,162.0,165.0,181.0,INVOICE       DATE          DUE       DATE,invoice_info,CLIENT          PRODUCT          JOB       HUM          PISCAL       YR,42.5,4,MAY24/99          JUN13/99,63.5,1,42.5,63.5
166.0,161.0,214.0,182.0,MAY24/99          JUN13/99,invoice_info,LRL       LORILLARD       TOBACCO       COMPANY       INC.          YSPP       YOUTH       SMOKING       PREVENTION       PROG.          P6084       1999       Lorillard       Travel       Expenses          1999,42.0,5,INVOICE       PK0S-001123          PAGB       1,392.5,3,42.0,392.5
240.0,98.0,517.0,150.0,"Bozell       Worldwide,       Inc.          40       WEST       23RD       STREET          HEW       YORK.       NY       10010-S201",supplier,LRL       LORILLARD       TOBACCO       COMPANY       INC.          YSPP       YOUTH       SMOKING       PREVENTION       PROG.          P6084       1999       Lorillard       Travel       Expenses          1999,89.5,5,,0.0,-1,-1.0,0.0
528.0,161.0,637.0,180.0,INVOICE       PK0S-001123          PAGB       1,invoice_info,LORILLARD       TOBACCO       COMPANY       INC.          YOUTH       SMOKING       PREVENTION       PRGM.          714       GREEN       VALLEY       RD.       BOX       10S29          GREENSBORO       NC       27404          ATI7J:       VICTOR       LYNDSLEY,47.5,6,,0.0,-1,47.5,0.0
91.0,194.0,145.0,234.0,CLIENT          PRODUCT          JOB       HUM          PISCAL       YR,receiver,This       is       a       Progre33       Bill       Invoice       Amt          Non-Cental       ssionable       Charges       103.00          Coemissionable       Charges       0.00          Agency       Cownission       0.00          invoice       AsvounC       103.00,100.0,7,LRL       LORILLARD       TOBACCO       COMPANY       INC.          YSPP       YOUTH       SMOKING       PREVENTION       PROG.          P6084       1999       Lorillard       Travel       Expenses          1999,151.5,5,-1.0,151.5
166.0,193.0,373.0,234.0,LRL       LORILLARD       TOBACCO       COMPANY       INC.          YSPP       YOUTH       SMOKING       PREVENTION       PROG.          P6084       1999       Lorillard       Travel       Expenses          1999,receiver,This       is       a       Progre33       Bill       Invoice       Amt          Non-Cental       ssionable       Charges       103.00          Coemissionable       Charges       0.00          Agency       Cownission       0.00          invoice       AsvounC       103.00,100.5,7,LORILLARD       TOBACCO       COMPANY       INC.          YOUTH       SMOKING       PREVENTION       PRGM.          714       GREEN       VALLEY       RD.       BOX       10S29          GREENSBORO       NC       27404          ATI7J:       VICTOR       LYNDSLEY,280.0,6,-1.0,280.0
463.0,192.0,636.0,244.0,LORILLARD       TOBACCO       COMPANY       INC.          YOUTH       SMOKING       PREVENTION       PRGM.          714       GREEN       VALLEY       RD.       BOX       10S29          GREENSBORO       NC       27404          ATI7J:       VICTOR       LYNDSLEY,receiver,This       is       a       Progre33       Bill       Invoice       Amt          Non-Cental       ssionable       Charges       103.00          Coemissionable       Charges       0.00          Agency       Cownission       0.00          invoice       AsvounC       103.00,96.0,7,,0.0,-1,96.0,0.0
90.0,266.0,636.0,362.0,This       is       a       Progre33       Bill       Invoice       Amt          Non-Cental       ssionable       Charges       103.00          Coemissionable       Charges       0.00          Agency       Cownission       0.00          invoice       AsvounC       103.00,positions,PLEASE       PAY       THIS       AMOUNT       103.00,64.5,8,,0.0,-1,64.5,0.0
280.0,374.0,447.0,383.0,PLEASE       PAY       THIS       AMOUNT       103.00,other,REMITTANCE       COPY,573.5,10,,0.0,-1,573.5,0.0
455.0,608.0,583.0,618.0,"ATLANTA,       GA       30384-8261",supplier,,0.0,-1,,0.0,-1,0.0,0.0
314.0,946.0,436.0,958.0,REMITTANCE       COPY,other,,0.0,-1,,0.0,-1,0.0,0.0
652.0,790.0,674.0,891.0,86087495,other,,0.0,-1,,0.0,-1,0.0,0.0
