xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
603.0,69.0,673.0,83.0,INVOICE,other,TERMS       —       Due       when       presented.       2%       monthly       tinane*          charge       altor       30       days       (24%       annual       rate),212.0,5,,0.0,-1,-1.0,0.0
44.0,10.0,362.0,95.0,"NFO          M'O       !<i-Mcurt'li,       luc.,       I*.       O.       Box       315,       Toledo,       OH       4363-1          A       Member       of       ihc       AGIl       Hcacurch       Group",supplier,"R       J       REYNOLDS       TOBACCO       COMPANY          Marketing       Development       Dept.          401       North       Main,       Floor       3,       #300          Winston-Salem,       NC       27102",160.5,2,INVOICE,435.0,0,160.5,435.0
105.0,183.0,358.0,243.0,"R       J       REYNOLDS       TOBACCO       COMPANY          Marketing       Development       Dept.          401       North       Main,       Floor       3,       #300          Winston-Salem,       NC       27102",receiver,Attention:       Ms>       Becky       Co       „       ins,76.5,4,"Dute:       September       30,       1988          Invoice       Number:       14507-8          Customer       P.O.:          Acknowledged:",289.5,3,76.5,289.5
442.0,174.0,600.0,233.0,"Dute:       September       30,       1988          Invoice       Number:       14507-8          Customer       P.O.:          Acknowledged:",invoice_info,TERMS       —       Due       when       presented.       2%       monthly       tinane*          charge       altor       30       days       (24%       annual       rate),84.5,5,,0.0,-1,84.5,0.0
73.0,280.0,245.0,299.0,Attention:       Ms>       Becky       Co       „       ins,other,UP-PmiQ.T.YPE       TEST       NFO#Q7672          MDD#88-31230          FIELDWORK       PORTION:,98.5,6,TERMS       —       Due       when       presented.       2%       monthly       tinane*          charge       altor       30       days       (24%       annual       rate),401.0,5,98.5,401.0
447.0,277.0,673.0,299.0,TERMS       —       Due       when       presented.       2%       monthly       tinane*          charge       altor       30       days       (24%       annual       rate),other,UP-PmiQ.T.YPE       TEST       NFO#Q7672          MDD#88-31230          FIELDWORK       PORTION:,100.0,6,,0.0,-1,-1.0,0.0
49.0,343.0,481.0,433.0,UP-PmiQ.T.YPE       TEST       NFO#Q7672          MDD#88-31230          FIELDWORK       PORTION:,positions,POSTAGE:       3466       MAILED       X       $.65       each,101.5,7,,0.0,-1,101.5,0.0
49.0,483.0,295.0,496.0,POSTAGE:       3466       MAILED       X       $.65       each,positions,We       appreciate       your       prompt       payment          PiOdse       include       out       tnvo'co       number       on       all       payments.,109.5,9,"$2,252.90",446.5,8,109.5,446.5
588.0,484.0,649.0,498.0,"$2,252.90",positions,,0.0,-1,,0.0,-1,0.0,0.0
259.0,587.0,474.0,611.0,We       appreciate       your       prompt       payment          PiOdse       include       out       tnvo'co       number       on       all       payments.,other,,0.0,-1,,0.0,-1,0.0,0.0
693.0,800.0,705.0,891.0,50856       0943,other,,0.0,-1,,0.0,-1,0.0,0.0
