xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
194.0,148.0,526.0,162.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,Stale:       X       Local:       Q,46.0,3,,0.0,-1,46.0,0.0
118.0,196.0,145.0,207.0,Dale,invoice_info,Name,99.5,5,March       3.       1998,107.0,2,-1.0,107.0
198.0,195.0,279.0,209.0,March       3.       1998,invoice_info,RECIPIENT       INFORMATION,46.5,4,Stale:       X       Local:       Q,262.0,3,46.5,262.0
439.0,193.0,562.0,209.0,Stale:       X       Local:       Q,invoice_info,RECIPIENT       INFORMATION,47.5,4,,0.0,-1,-1.0,0.0
272.0,242.0,447.0,255.0,RECIPIENT       INFORMATION,receiver,Name,52.5,5,,0.0,-1,52.5,0.0
110.0,287.0,279.0,315.0,Name,receiver,Address,38.0,7,Sandra       Tiffany       fundraiser,248.5,6,38.0,248.5
279.0,287.0,607.0,315.0,Sandra       Tiffany       fundraiser,receiver,Address,38.0,7,,0.0,-1,38.0,0.0
110.0,315.0,279.0,363.0,Address,receiver,Current       Office       and       District,32.0,9,"2289       Cassatt       Drive          Henderson,       NV       89014",248.5,8,32.0,248.5
279.0,315.0,607.0,363.0,"2289       Cassatt       Drive          Henderson,       NV       89014",receiver,Current       Office       and       District,32.0,9,,0.0,-1,32.0,0.0
110.0,363.0,279.0,379.0,Current       Office       and       District,receiver,Aspired       Office       and       District,17.0,11,Assembly       421,248.5,10,17.0,248.5
279.0,363.0,607.0,379.0,Assembly       421,receiver,Aspired       Office       and       District,17.0,11,,0.0,-1,17.0,0.0
110.0,379.0,279.0,397.0,Aspired       Office       and       District,receiver,Partv,17.0,12,,0.0,-1,17.0,0.0
110.0,397.0,279.0,413.0,Partv,receiver,Leadership       Position,16.5,14,Republican,248.5,13,16.5,248.5
279.0,397.0,607.0,413.0,Republican,receiver,Leadership       Position,16.5,14,,0.0,-1,16.5,0.0
110.0,413.0,279.0,430.0,Leadership       Position,receiver,Committees          (Note       Ch*«man*hip>),22.5,15,,0.0,-1,22.5,0.0
110.0,430.0,279.0,458.0,Committees          (Note       Ch*«man*hip>),receiver,CONTRIBUTION       INFORMATION,69.5,16,,0.0,-1,69.5,0.0
254.0,507.0,463.0,520.0,CONTRIBUTION       INFORMATION,other,Amount,47.0,17,,0.0,-1,47.0,0.0
107.0,552.0,347.0,569.0,Amount,other,1       Account       Code,17.5,19,$200.00,244.5,18,17.5,244.5
347.0,552.0,596.0,569.0,$200.00,other,1       Account       Code,17.5,19,,0.0,-1,17.5,0.0
107.0,569.0,347.0,587.0,1       Account       Code,other,Check       Payable       to,17.0,21,140I-7710-NV-0I,244.5,20,17.0,244.5
347.0,569.0,596.0,587.0,140I-7710-NV-0I,other,Check       Payable       to,17.0,21,,0.0,-1,17.0,0.0
107.0,587.0,347.0,603.0,Check       Payable       to,other,Address,16.5,23,Committee       to       Elect       Sandra       Tiffany,244.5,22,16.5,244.5
347.0,587.0,596.0,603.0,Committee       to       Elect       Sandra       Tiffany,other,Address,16.5,23,,0.0,-1,16.5,0.0
107.0,603.0,347.0,620.0,Address,other,(Only       if       different       from       address       above),32.5,24,,0.0,-1,32.5,0.0
107.0,620.0,347.0,668.0,(Only       if       different       from       address       above),other,Notes,32.5,25,,0.0,-1,32.5,0.0
107.0,668.0,347.0,685.0,Notes,other,"(Date       needed,       fundraiser       date,       other       info.",19.0,27,As       soon       as       possible,244.5,26,19.0,244.5
347.0,668.0,596.0,685.0,As       soon       as       possible,other,"(Date       needed,       fundraiser       date,       other       info.",19.0,27,,0.0,-1,19.0,0.0
107.0,685.0,347.0,706.0,"(Date       needed,       fundraiser       date,       other       info.",other,Approved       by:,46.0,29,"/       y/Z       /),A          .       (       i          (RegiqpaPVi^f       President’s       signature)",241.5,30,46.0,241.5
347.0,685.0,596.0,706.0,"—=>,       ,",other,"/       y/Z       /),A          .       (       i          (RegiqpaPVi^f       President’s       signature)",41.5,30,,0.0,-1,41.5,0.0
112.0,733.0,192.0,750.0,Approved       by:,other,Revised       2/95,92.5,31,"/       y/Z       /),A          .       (       i          (RegiqpaPVi^f       President’s       signature)",316.5,30,92.5,-1.0
364.0,704.0,573.0,770.0,"/       y/Z       /),A          .       (       i          (RegiqpaPVi^f       President’s       signature)",other,(Senior       YicTPresidcnt’s       signature),84.5,32,"—=>,       ,",3.0,28,84.5,3.0
111.0,828.0,177.0,840.0,Revised       2/95,other,,0.0,-1,(Senior       YicTPresidcnt’s       signature),331.0,32,0.0,331.0
380.0,814.0,570.0,829.0,(Senior       YicTPresidcnt’s       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
643.0,964.0,722.0,976.0,Til       712-0431,other,,0.0,-1,,0.0,-1,0.0,0.0
