xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
640.0,963.0,724.0,977.0,Til       631-0336,other,,0.0,-1,,0.0,-1,0.0,0.0
199.0,112.0,526.0,129.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State       or       Local:       State,50.5,4,"N,",249.0,2,-1.0,249.0
599.0,121.0,624.0,139.0,"N,",other,State       or       Local:       State,41.0,4,,0.0,-1,41.0,0.0
46.0,169.0,236.0,185.0,"Date:       October       17,       1994",invoice_info,"RECIPIENT       INFORMATION          John       F.       Cosgrove          201       West       Flagler       St.          Miami,       FI       33130-1510",71.0,6,State       or       Local:       State,376.0,4,71.0,376.0
421.0,164.0,613.0,178.0,State       or       Local:       State,other,"RECIPIENT       INFORMATION          John       F.       Cosgrove          201       West       Flagler       St.          Miami,       FI       33130-1510",77.0,6,,0.0,-1,-1.0,0.0
46.0,237.0,117.0,278.0,Name:          Address:,receiver,Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position:          Committees:,128.5,7,"RECIPIENT       INFORMATION          John       F.       Cosgrove          201       West       Flagler       St.          Miami,       FI       33130-1510",260.0,6,128.5,260.0
228.0,206.0,455.0,290.0,"RECIPIENT       INFORMATION          John       F.       Cosgrove          201       West       Flagler       St.          Miami,       FI       33130-1510",receiver,Representative-District       119          Democrat          n/a          n/a,143.0,8,,0.0,-1,143.0,0.0
46.0,317.0,213.0,455.0,Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position:          Committees:,receiver,CONTRIBUTION       INFORMATION          Amount:       $250.00       Account       Code:       1401-7710-FL01          Check       Pay       to:       Representative       John       F.       Cosgrove       Campaign       Committee          Address:,162.0,9,Representative-District       119          Democrat          n/a          n/a,215.5,8,-1.0,215.5
228.0,327.0,462.0,455.0,Representative-District       119          Democrat          n/a          n/a,receiver,CONTRIBUTION       INFORMATION          Amount:       $250.00       Account       Code:       1401-7710-FL01          Check       Pay       to:       Representative       John       F.       Cosgrove       Campaign       Committee          Address:,157.0,9,,0.0,-1,157.0,0.0
45.0,491.0,670.0,605.0,CONTRIBUTION       INFORMATION          Amount:       $250.00       Account       Code:       1401-7710-FL01          Check       Pay       to:       Representative       John       F.       Cosgrove       Campaign       Committee          Address:,other,(Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information),110.0,10,,0.0,-1,110.0,0.0
46.0,627.0,475.0,689.0,(Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information),other,"I',",44.5,13,,0.0,-1,44.5,0.0
45.0,713.0,151.0,731.0,Approved       by:,other,,0.0,-1,(Regional       V,181.0,15,0.0,181.0
279.0,700.0,288.0,712.0,l,other,(Regional       V,27.0,15,"I',",17.0,13,-1.0,17.0
291.0,698.0,310.0,707.0,"I',",other,M,14.5,14,resident's       signature]/,162.5,16,14.5,-1.0
289.0,708.0,316.0,726.0,M,other,(Regional       V,16.0,15,resident's       signature]/,160.5,16,16.0,160.5
232.0,724.0,326.0,742.0,(Regional       V,other,(Senior       Vice       President's       signature),52.0,17,M,23.5,14,52.0,23.5
365.0,696.0,561.0,741.0,resident's       signature]/,other,(Senior       Vice       President's       signature),66.5,17,,0.0,-1,-1.0,0.0
240.0,774.0,534.0,796.0,(Senior       Vice       President's       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
