xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
73.0,54.0,556.0,73.0,Martin       J.       McLaughlin       Communications,supplier,"October       1,       1996",135.0,1,,0.0,-1,135.0,0.0
113.0,191.0,227.0,206.0,"October       1,       1996",invoice_info,"Ms.       Sharon       Portnoy          Philip       Morris       Management       Corp.          120       Park       Avenue       -       14th       Floor          New       York,       New       York       10017",90.5,2,,0.0,-1,90.5,0.0
114.0,256.0,342.0,322.0,"Ms.       Sharon       Portnoy          Philip       Morris       Management       Corp.          120       Park       Avenue       -       14th       Floor          New       York,       New       York       10017",receiver,"STATEMENT       OF       SERVICES:       For       the       month       of       October,       1996",125.5,3,,0.0,-1,125.5,0.0
113.0,406.0,567.0,423.0,"STATEMENT       OF       SERVICES:       For       the       month       of       October,       1996",other,Governmental       consulting       services:,66.0,4,,0.0,-1,66.0,0.0
160.0,472.0,403.0,489.0,Governmental       consulting       services:,positions,TOTAL       DUE       UPON       RECIEPT:,81.0,6,"$5,500.00",336.0,5,81.0,336.0
581.0,471.0,654.0,487.0,"$5,500.00",positions,"$5,500.00",82.0,7,,0.0,-1,82.0,0.0
207.0,554.0,448.0,569.0,TOTAL       DUE       UPON       RECIEPT:,total,Martin       J.       McLaughlin          MJM,116.0,8,"$5,500.00",295.5,7,116.0,295.5
581.0,553.0,665.0,569.0,"$5,500.00",total,Telephone:       212-302-0400          FAX       Number:       212-719-1061,410.0,14,,0.0,-1,-1.0,0.0
114.0,654.0,261.0,701.0,Martin       J.       McLaughlin          MJM,other,36       West       44th       Street       •       Suite       701       •       New       York.       New       York       10036,287.5,13,,0.0,-1,287.5,0.0
707.0,793.0,720.0,802.0,r-o,other,o          O'          co,18.5,10,,0.0,-1,18.5,0.0
707.0,802.0,721.0,830.0,o          O'          co,other,co,35.5,11,,0.0,-1,35.5,0.0
709.0,847.0,723.0,856.0,co,other,co          4*,23.5,12,,0.0,-1,23.5,0.0
711.0,865.0,725.0,885.0,co          4*,other,Telephone:       212-302-0400          FAX       Number:       212-719-1061,96.0,14,,0.0,-1,96.0,0.0
74.0,959.0,369.0,971.0,36       West       44th       Street       •       Suite       701       •       New       York.       New       York       10036,supplier,,0.0,-1,Telephone:       212-302-0400          FAX       Number:       212-719-1061,459.0,14,0.0,459.0
614.0,958.0,747.0,984.0,Telephone:       212-302-0400          FAX       Number:       212-719-1061,supplier,,0.0,-1,,0.0,-1,0.0,0.0
