xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
13.0,91.0,168.0,106.0,LKP       INTERNATIONAL       LTD,supplier,CLIENT:          MEDIA:          EST       #:          DESC:,53.0,2,PRODUCTION       ESTIMATE,551.0,1,53.0,551.0
570.0,96.0,713.0,112.0,PRODUCTION       ESTIMATE,supplier,8/7/84          1          410105110,46.0,5,,0.0,-1,46.0,0.0
12.0,122.0,69.0,181.0,CLIENT:          MEDIA:          EST       #:          DESC:,receiver,CODE,89.0,10,RJR/More       Family       Black          Out-of-Hone          H4-ME-0044E-R1          VOILE       DRESS       100's          14x48       Printed       Bulletin,138.5,3,89.0,138.5
97.0,121.0,261.0,200.0,RJR/More       Family       Black          Out-of-Hone          H4-ME-0044E-R1          VOILE       DRESS       100's          14x48       Printed       Bulletin,receiver,EXPENSE       CATEGORY,81.5,11,DATE:          PACE       1       OF          INTERNAL       #:,316.5,4,-1.0,316.5
453.0,127.0,538.0,172.0,DATE:          PACE       1       OF          INTERNAL       #:,invoice_info,REVISED,71.5,7,8/7/84          1          410105110,81.0,5,-1.0,81.0
540.0,127.0,613.0,173.0,8/7/84          1          410105110,invoice_info,ACTUAL,72.5,8,,0.0,-1,-1.0,0.0
275.0,207.0,370.0,233.0,ORICIHAL,positions,REVISED,1.0,7,ACTUAL,228.0,8,1.0,-1.0
369.0,208.0,470.0,234.0,REVISED,positions,ACTUAL,1.5,8,PERCENT,255.0,9,1.5,-1.0
469.0,209.0,632.0,236.0,ACTUAL,positions,PERCENT,1.5,9,,0.0,-1,1.5,0.0
631.0,211.0,718.0,237.0,PERCENT,positions,COSTS       DIFFERENCE,22.5,14,,0.0,-1,-1.0,0.0
13.0,229.0,50.0,252.0,CODE,positions,EXPENSE       CATEGORY,1.5,11,ESTIMATE,290.5,12,1.5,-1.0
50.0,229.0,275.0,255.0,EXPENSE       CATEGORY,positions,ESTIMATE,2.0,12,ORICIHAL,160.0,6,2.0,-1.0
275.0,232.0,369.0,256.0,ESTIMATE,positions,ESTIMATE,1.0,13,ORICIHAL,0.5,6,1.0,0.5
369.0,233.0,469.0,257.0,ESTIMATE,positions,COSTS       DIFFERENCE,1.5,14,REVISED,0.5,7,1.5,0.5
469.0,234.0,631.0,259.0,COSTS       DIFFERENCE,positions,DIFFERENCE,1.5,15,ACTUAL,0.5,8,1.5,0.5
631.0,236.0,717.0,260.0,DIFFERENCE,positions,450.00,29.5,20,PERCENT,0.5,9,-1.0,0.5
13.0,252.0,50.0,291.0,ADT,positions,Dye       Transfer/Dupe       Chrone,1.5,17,EXPENSE       CATEGORY,131.0,11,1.5,131.0
50.0,252.0,275.0,294.0,Dye       Transfer/Dupe       Chrone,positions,"$1,150.00",2.0,18,ESTIMATE,159.5,12,2.0,159.5
