xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
15.0,463.0,22.0,476.0,f       ^,positions,ORIGINALLY       BILLED       (NO       CORRECT          32003       ORDERS          UNDER       AGE       CALLERS          2004       ORDERS          UNDER       AGE       CALLERS          32005       ORDERS          UNDER       AGE       CALLERS          02006       ORDERS          UNDER       AGE       CALLERS          32007       ORDERS          UNDER       AGE       CALLERS          *.2008       ORDERS          UNDER       AGE       CALLERS,54.0,59,"3,171",311.0,23,54.0,311.0
467.0,68.0,710.0,84.0,NATIONAL       DATA       CORPORATION,supplier,PAGE       1,41.0,2,,0.0,-1,41.0,0.0
624.0,110.0,683.0,124.0,PAGE       1,invoice_info,",NV0       £       071628",46.5,3,,0.0,-1,46.5,0.0
567.0,153.0,683.0,174.0,",NV0       £       071628",invoice_info,05-13-83,39.5,8,,0.0,-1,39.5,0.0
86.0,179.0,172.0,195.0,403-30600,receiver,"LOEWS       CORPORATION          ATTN:       DENNIS       SMITH          1350       AVENUE       OF       THE       AMERICAS          NEW       YORK,       NY       10017",50.5,6,,0.0,-1,50.5,0.0
43.0,200.0,62.0,209.0,TO,receiver,":RS       TELEPHONE       ORDERING       SERVICES       APRIL       1983       ""REISSUED""          TERMS       PAYABLE       ON       RECEIPT",104.5,9,"LOEWS       CORPORATION          ATTN:       DENNIS       SMITH          1350       AVENUE       OF       THE       AMERICAS          NEW       YORK,       NY       10017",154.5,6,-1.0,154.5
86.0,207.0,328.0,268.0,"LOEWS       CORPORATION          ATTN:       DENNIS       SMITH          1350       AVENUE       OF       THE       AMERICAS          NEW       YORK,       NY       10017",receiver,":RS       TELEPHONE       ORDERING       SERVICES       APRIL       1983       ""REISSUED""          TERMS       PAYABLE       ON       RECEIPT",71.5,9,PLEASE       REMIT       PAYMENT       TO:          NATIONAL       DATA       CORP.          P.O.BOX       101865          ATLANTA.       GA.       30392,393.5,10,71.5,393.5
592.0,204.0,620.0,213.0,DATE.,invoice_info,PLEASE       REMIT       PAYMENT       TO:          NATIONAL       DATA       CORP.          P.O.BOX       101865          ATLANTA.       GA.       30392,58.5,10,05-13-83,56.0,8,58.5,56.0
624.0,196.0,700.0,210.0,05-13-83,invoice_info,PLEASE       REMIT       PAYMENT       TO:          NATIONAL       DATA       CORP.          P.O.BOX       101865          ATLANTA.       GA.       30392,64.0,10,,0.0,-1,-1.0,0.0
17.0,293.0,476.0,325.0,":RS       TELEPHONE       ORDERING       SERVICES       APRIL       1983       ""REISSUED""          TERMS       PAYABLE       ON       RECEIPT",other,BATE,34.5,13,AMOUNT,287.0,14,-1.0,-1.0
507.0,238.0,694.0,296.0,PLEASE       REMIT       PAYMENT       TO:          NATIONAL       DATA       CORP.          P.O.BOX       101865          ATLANTA.       GA.       30392,supplier,AMOUNT,75.5,14,,0.0,-1,75.5,0.0
106.0,344.0,173.0,353.0,DESCRIPTION,positions,ORIGINALLY       BILLED       (NO       CORRECT          32003       ORDERS          UNDER       AGE       CALLERS          2004       ORDERS          UNDER       AGE       CALLERS          32005       ORDERS          UNDER       AGE       CALLERS          02006       ORDERS          UNDER       AGE       CALLERS          32007       ORDERS          UNDER       AGE       CALLERS          *.2008       ORDERS          UNDER       AGE       CALLERS,175.0,59,USAGE,189.0,12,-1.0,189.0
286.0,324.0,371.0,364.0,USAGE,positions,»),41.5,16,BATE,102.0,13,41.5,102.0
371.0,323.0,490.0,364.0,BATE,positions,USAGE,0.5,12,AMOUNT,103.0,14,0.5,103.0
490.0,322.0,577.0,363.0,AMOUNT,positions,BATE,1.0,13,TOTAL,126.5,58,1.0,126.5
286.0,364.0,371.0,408.0,INS       APPLIEI,positions,1.15,32.5,18,»),102.0,16,-1.0,102.0
371.0,363.0,490.0,408.0,»),positions,INS       APPLIEI,0.5,15,,0.0,-1,0.5,0.0
286.0,408.0,372.0,430.0,458,positions,.75,22.0,21,1.15,102.0,18,-1.0,102.0
371.0,407.0,491.0,430.0,1.15,positions,458,0.5,17,526.70,103.0,19,0.5,103.0
490.0,406.0,578.0,429.0,526.70,positions,1.15,1.0,18,,0.0,-1,1.0,0.0
287.0,430.0,372.0,453.0,77,positions,1.15,21.5,24,.75,102.0,21,-1.0,102.0
372.0,429.0,491.0,453.0,.75,positions,77,0.5,20,57.75,103.0,22,0.5,103.0
491.0,428.0,578.0,452.0,57.75,positions,.75,1.0,21,,0.0,-1,1.0,0.0
287.0,453.0,372.0,474.0,"3,171",positions,.75,20.5,27,1.15,102.0,24,-1.0,102.0
372.0,452.0,491.0,474.0,1.15,positions,"3,171",0.5,23,"3,646.65",103.0,25,0.5,103.0
491.0,451.0,578.0,473.0,"3,646.65",positions,1.15,1.0,24,,0.0,-1,1.0,0.0
287.0,474.0,372.0,495.0,116,positions,1.15,21.0,30,.75,102.0,27,-1.0,102.0
372.0,473.0,491.0,495.0,.75,positions,116,0.5,26,87.00,103.0,28,0.5,103.0
491.0,472.0,578.0,494.0,87.00,positions,.75,1.0,27,,0.0,-1,1.0,0.0
287.0,495.0,372.0,517.0,"14,373",positions,.75,21.0,33,1.15,102.0,30,-1.0,102.0
372.0,494.0,491.0,517.0,1.15,positions,"14,373",0.5,29,"16,528.95",103.0,31,0.5,103.0
491.0,493.0,578.0,516.0,"16,528.95",positions,1.15,1.0,30,,0.0,-1,1.0,0.0
287.0,517.0,372.0,538.0,363,positions,1.15,21.0,36,.75,102.0,33,-1.0,102.0
372.0,516.0,491.0,538.0,.75,positions,363,0.5,32,272.25,103.0,34,0.5,103.0
491.0,515.0,578.0,537.0,272.25,positions,.75,1.0,33,,0.0,-1,1.0,0.0
287.0,538.0,372.0,560.0,"21,001",positions,.75,21.0,39,1.15,102.0,36,-1.0,102.0
372.0,537.0,491.0,560.0,1.15,positions,"21,001",0.5,35,"24,151.15",103.0,37,0.5,103.0
491.0,536.0,578.0,559.0,"24,151.15",positions,1.15,1.0,36,,0.0,-1,1.0,0.0
287.0,560.0,373.0,581.0,285,positions,1.15,21.0,42,.75,101.5,39,-1.0,101.5
372.0,559.0,491.0,581.0,.75,positions,285,0.5,38,213.75,103.0,40,0.5,103.0
491.0,558.0,578.0,580.0,213.75,positions,.75,1.0,39,,0.0,-1,1.0,0.0
288.0,581.0,373.0,603.0,15,positions,.75,21.0,45,1.15,102.0,42,-1.0,102.0
373.0,580.0,492.0,603.0,1.15,positions,15,0.5,41,17.25,103.0,43,0.5,103.0
492.0,579.0,579.0,602.0,17.25,positions,1.15,1.0,42,,0.0,-1,1.0,0.0
288.0,603.0,373.0,624.0,2,positions,1.15,21.0,48,.75,102.0,45,-1.0,102.0
373.0,602.0,492.0,624.0,.75,positions,2,0.5,44,1.50,103.0,46,0.5,103.0
492.0,601.0,579.0,623.0,1.50,positions,.75,1.0,45,,0.0,-1,1.0,0.0
288.0,624.0,373.0,646.0,10,positions,.75,52.5,51,1.15,102.0,48,-1.0,102.0
373.0,623.0,492.0,646.0,1.15,positions,10,0.5,47,*       11.50,103.0,49,0.5,103.0
492.0,622.0,579.0,645.0,*       11.50,positions,1.15,1.0,48,*o          CO          fS>          ►-*          $          >4,155.0,61,1.0,155.0
288.0,646.0,373.0,730.0,2,positions,9          c*-,84.0,53,.75,102.0,51,-1.0,102.0
373.0,645.0,492.0,730.0,.75,positions,2,0.5,50,1.50,103.0,52,0.5,103.0
492.0,644.0,579.0,729.0,1.50,positions,.75,1.0,51,*o          CO          fS>          ►-*          $          >4,155.0,61,1.0,155.0
373.0,729.0,493.0,815.0,9          c*-,other,S*       ',55.5,56,t*>,103.0,54,55.5,103.0
492.0,728.0,580.0,814.0,t*>,other,9          c*-,1.0,53,45.515.95,133.0,62,1.0,-1.0
374.0,814.0,493.0,843.0,>,total,'/*//       3,53.0,57,S*       ',103.0,56,53.0,103.0
493.0,813.0,580.0,842.0,S*       ',total,>,1.0,55,45.515.95,132.5,62,1.0,132.5
