xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
210.0,104.0,535.0,121.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,"Date:       August       25,       1994       State       or       Local:       State",56.0,1,,0.0,-1,56.0,0.0
61.0,158.0,618.0,179.0,"Date:       August       25,       1994       State       or       Local:       State",invoice_info,RECIPIENT       INFORMATION,55.5,2,,0.0,-1,55.5,0.0
183.0,193.0,685.0,255.0,RECIPIENT       INFORMATION,receiver,James       M.       Campbell,49.5,4,,0.0,-1,49.5,0.0
57.0,255.0,184.0,299.0,Name:,receiver,"P.0.       Box       2003          Anniston,       AL       36202",41.5,6,James       M.       Campbell,314.0,4,41.5,314.0
184.0,250.0,685.0,297.0,James       M.       Campbell,receiver,Name:,3.5,3,,0.0,-1,3.5,0.0
57.0,297.0,184.0,347.0,Address:,receiver,Senate-District       36,54.0,8,"P.0.       Box       2003          Anniston,       AL       36202",314.0,6,54.0,314.0
184.0,292.0,685.0,345.0,"P.0.       Box       2003          Anniston,       AL       36202",receiver,Address:,3.5,5,,0.0,-1,3.5,0.0
57.0,345.0,185.0,414.0,Current       Office          and       District:          Aspired       Office          and       District:,receiver,Democrat,41.0,10,Senate-District       36,314.0,8,41.0,314.0
184.0,340.0,686.0,412.0,Senate-District       36,receiver,Current       Office          and       District:          Aspired       Office          and       District:,3.5,7,,0.0,-1,3.5,0.0
58.0,412.0,185.0,436.0,Party,receiver,Leadership       Position:       Speaker       Pro-T,30.5,11,Democrat,314.0,10,30.5,314.0
185.0,407.0,686.0,434.0,Democrat,receiver,Party,3.5,9,,0.0,-1,3.5,0.0
61.0,446.0,353.0,463.0,Leadership       Position:       Speaker       Pro-T,receiver,"Rules,       Jury",29.0,13,,0.0,-1,29.0,0.0
59.0,474.0,186.0,500.0,Committees:,receiver,CONTRIBUTION       INFORMATION,29.5,14,"Rules,       Jury",314.0,13,29.5,314.0
186.0,469.0,687.0,498.0,"Rules,       Jury",receiver,Committees:,3.5,12,,0.0,-1,3.5,0.0
186.0,493.0,687.0,540.0,CONTRIBUTION       INFORMATION,other,Amount:       $200.00       Account       Code:       1401-7710-AL01,57.5,15,,0.0,-1,57.5,0.0
61.0,564.0,676.0,584.0,Amount:       $200.00       Account       Code:       1401-7710-AL01,other,"W.H.       ""Pat""       Lindsey       Campaign       for       House",30.0,17,,0.0,-1,30.0,0.0
60.0,596.0,187.0,619.0,Chock       Pay       to:,other,Address:,20.0,18,"W.H.       ""Pat""       Lindsey       Campaign       for       House",314.0,17,20.0,314.0
187.0,591.0,688.0,617.0,"W.H.       ""Pat""       Lindsey       Campaign       for       House",other,Chock       Pay       to:,3.5,16,,0.0,-1,3.5,0.0
60.0,617.0,187.0,638.0,Address:,other,(Only       if       different       from       address       above),43.5,19,,0.0,-1,43.5,0.0
81.0,662.0,391.0,680.0,(Only       if       different       from       address       above),other,fundraiser       date;       other       information),38.5,21,,0.0,-1,38.5,0.0
61.0,692.0,189.0,734.0,Notes:          (Date       needed;,other,(Regional       Vice       President's       signature),46.5,23,fundraiser       date;       other       information),314.0,21,46.5,314.0
189.0,687.0,689.0,732.0,fundraiser       date;       other       information),other,Notes:          (Date       needed;,3.5,20,,0.0,-1,3.5,0.0
61.0,732.0,190.0,794.0,Approved       by:,other,(Senior       Vice       President's       signature),44.5,24,(Regional       Vice       President's       signature),314.0,23,44.5,314.0
189.0,727.0,690.0,792.0,(Regional       Vice       President's       signature),other,Approved       by:,3.5,22,,0.0,-1,3.5,0.0
190.0,787.0,690.0,828.0,(Senior       Vice       President's       signature),other,Til       631-0048,162.5,25,,0.0,-1,162.5,0.0
640.0,963.0,724.0,977.0,Til       631-0048,other,,0.0,-1,,0.0,-1,0.0,0.0
