xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
259.0,122.0,487.0,196.0,Ogilvy&Mather          Public       Affairs          1901       L       Sirret.       N       V.       W       320.       Vfcjhinjion.       D       C.       2003t-33«>          T^phor*.       l       2C2       *6       7»0,supplier,n          Invoice       4-153—7,108.5,2,,0.0,-1,108.5,0.0
93.0,245.0,561.0,333.0,"I”""       THE       TOBACCO       INSTITUTE          1675       Eye       Street,       N.       W.          Washington,       D.       C.       20006          Attn:       Ms.       Susan       Stuntz          L_       —I       PH'       2°f       2",receiver,Invoice       Date,91.5,3,n          Invoice       4-153—7,191.0,2,91.5,191.0
424.0,244.0,612.0,291.0,n          Invoice       4-153—7,invoice_info,"I”""       THE       TOBACCO       INSTITUTE          1675       Eye       Street,       N.       W.          Washington,       D.       C.       20006          Attn:       Ms.       Susan       Stuntz          L_       —I       PH'       2°f       2",21.5,1,,0.0,-1,21.5,0.0
40.0,372.0,139.0,389.0,Invoice       Date,invoice_info,4/30/87,17.0,7,1       Your       Order       No.,179.0,4,17.0,179.0
139.0,372.0,398.0,389.0,1       Your       Order       No.,invoice_info,4/30/87,17.0,7,Account       No.,183.5,5,17.0,183.5
398.0,372.0,506.0,389.0,Account       No.,invoice_info,1       PUBLIC       SMOKING,17.0,8,I       Location,149.5,6,17.0,149.5
506.0,372.0,697.0,389.0,I       Location,invoice_info,1       Washington,17.0,9,,0.0,-1,17.0,0.0
40.0,389.0,139.0,406.0,4/30/87,invoice_info,REIMBURSABLE       EXPENDITURES:          Messenger       Express          Federal       Express          Reproduct       ion          Telephone       and       long       distance       service          Vox       Carn       Associates:       Slide       to       tape          Interface:       European       Version       Dubs          Gray       Robertson          Travel:       K.       Davis       local,153.0,14,1       PUBLIC       SMOKING,179.0,8,-1.0,179.0
139.0,389.0,398.0,406.0,1       PUBLIC       SMOKING,invoice_info,Description,20.5,10,1       Washington,333.0,9,20.5,333.0
506.0,389.0,697.0,406.0,1       Washington,invoice_info,Tool,20.0,13,,0.0,-1,20.0,0.0
217.0,411.0,277.0,425.0,Description,positions,REIMBURSABLE       EXPENDITURES:          Messenger       Express          Federal       Express          Reproduct       ion          Telephone       and       long       distance       service          Vox       Carn       Associates:       Slide       to       tape          Interface:       European       Version       Dubs          Gray       Robertson          Travel:       K.       Davis       local,132.5,14,Net,245.0,11,132.5,245.0
480.0,411.0,504.0,423.0,Net,positions,17.       95          25.       00          12.32          3e8.44,100.5,23,Agency       Cora,82.0,12,100.5,82.0
541.0,410.0,607.0,426.0,Agency       Cora,positions,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",517.0,25,Tool,80.0,13,-1.0,80.0
638.0,411.0,670.0,424.0,Tool,positions,443.71          94.       50          312.06          5.       50          <16.695.       77,193.5,24,,0.0,-1,193.5,0.0
46.0,459.0,375.0,642.0,REIMBURSABLE       EXPENDITURES:          Messenger       Express          Federal       Express          Reproduct       ion          Telephone       and       long       distance       service          Vox       Carn       Associates:       Slide       to       tape          Interface:       European       Version       Dubs          Gray       Robertson          Travel:       K.       Davis       local,positions,TOTAL       AMOUNT       DUE,127.5,15,17.       95          25.       00          12.32          3e8.44,291.0,23,127.5,291.0
203.0,672.0,342.0,684.0,TOTAL       AMOUNT       DUE,total,lt.PW       .3       1          FOR,98.5,16,443.71          94.       50          312.06          5.       50          <16.695.       77,384.5,24,98.5,-1.0
152.0,755.0,244.0,798.0,lt.PW       .3       1          FOR,other,date       ;          cM       2£flKCi.l2CEi.-,65.5,18,"4       S'Otr-.       5(o          APPRWED       FOR       PAYMENT          3Y       Auaj-^TA       Jfe-W,",157.5,17,65.5,-1.0
278.0,755.0,433.0,815.0,"4       S'Otr-.       5(o          APPRWED       FOR       PAYMENT          3Y       Auaj-^TA       Jfe-W,",other,'6,29.0,21,,0.0,-1,29.0,0.0
120.0,818.0,257.0,866.0,date       ;          cM       2£flKCi.l2CEi.-,other,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",93.0,25,DATE,100.5,19,-1.0,100.5
275.0,822.0,303.0,835.0,DATE,other,c/ci^       acct.,18.0,22,"6/z/Lz,",54.5,20,18.0,54.5
317.0,813.0,370.0,836.0,"6/z/Lz,",other,c/ci^       acct.,22.0,22,"4       S'Otr-.       5(o          APPRWED       FOR       PAYMENT          3Y       Auaj-^TA       Jfe-W,",12.0,17,-1.0,12.0
426.0,806.0,440.0,822.0,'6,other,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",121.0,25,,0.0,-1,-1.0,0.0
272.0,836.0,403.0,857.0,c/ci^       acct.,other,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",88.5,25,,0.0,-1,88.5,0.0
474.0,490.0,529.0,545.0,17.       95          25.       00          12.32          3e8.44,positions,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",417.5,25,443.71          94.       50          312.06          5.       50          <16.695.       77,155.5,24,-1.0,155.5
613.0,534.0,701.0,688.0,443.71          94.       50          312.06          5.       50          <16.695.       77,positions,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",324.0,25,,0.0,-1,-1.0,0.0
107.0,923.0,628.0,947.0,"White—Origin*!       -Canary—pient       File       Copy       Pink—fcemituncc       Copy       ,       OokJcnrod—Numerical       Copy",other,TI0992-2229,34.0,26,,0.0,-1,34.0,0.0
628.0,963.0,711.0,975.0,TI0992-2229,other,,0.0,-1,,0.0,-1,0.0,0.0
