xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
641.0,964.0,724.0,976.0,Til       631-0660,other,,0.0,-1,,0.0,-1,0.0,0.0
208.0,101.0,534.0,115.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUE8T,other,State       or       Local:       State,52.5,3,,0.0,-1,52.5,0.0
59.0,157.0,225.0,173.0,"Date:       July       27,       1994",invoice_info,N,108.5,5,State       or       Local:       State,382.5,3,108.5,382.5
433.0,154.0,616.0,167.0,State       or       Local:       State,other,RECIPIENT       INFORMATION,70.5,4,,0.0,-1,70.5,0.0
283.0,225.0,459.0,237.0,RECIPIENT       INFORMATION,receiver,Paul,40.0,7,,0.0,-1,40.0,0.0
55.0,268.0,67.0,279.0,N,receiver,Address:,40.5,8,Allen       E.,279.0,6,40.5,279.0
304.0,265.0,376.0,278.0,Allen       E.,receiver,"P.O.       Box       332          Richmond,       IN       47375          Senator       District-27          Republican          n/a          n/a",123.5,10,Paul,59.5,7,123.5,59.5
383.0,265.0,416.0,277.0,Paul,receiver,"P.O.       Box       332          Richmond,       IN       47375          Senator       District-27          Republican          n/a          n/a",124.0,10,,0.0,-1,-1.0,0.0
59.0,308.0,124.0,320.0,Address:,receiver,Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position          Committees:,101.5,9,"P.O.       Box       332          Richmond,       IN       47375          Senator       District-27          Republican          n/a          n/a",229.5,10,101.5,-1.0
58.0,348.0,217.0,483.0,Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position          Committees:,receiver,CONTRIBUTION       INFORMATION          Amount:       $200.00       Account       Code:       1401-7710-IN01          Check       Pay       to:       Allen       Paul       for       State       Senator          Address:          (Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information)          Approved       by:          (Senior       Vice       President's       signature),272.5,11,"P.O.       Box       332          Richmond,       IN       47375          Senator       District-27          Republican          n/a          n/a",183.5,10,272.5,183.5
241.0,306.0,401.0,484.0,"P.O.       Box       332          Richmond,       IN       47375          Senator       District-27          Republican          n/a          n/a",receiver,CONTRIBUTION       INFORMATION          Amount:       $200.00       Account       Code:       1401-7710-IN01          Check       Pay       to:       Allen       Paul       for       State       Senator          Address:          (Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information)          Approved       by:          (Senior       Vice       President's       signature),293.0,11,,0.0,-1,-1.0,0.0
57.0,537.0,674.0,839.0,CONTRIBUTION       INFORMATION          Amount:       $200.00       Account       Code:       1401-7710-IN01          Check       Pay       to:       Allen       Paul       for       State       Senator          Address:          (Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information)          Approved       by:          (Senior       Vice       President's       signature),other,Til       631-0660,282.0,0,,0.0,-1,282.0,0.0
