xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
205.0,108.0,530.0,124.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State       or       Local:       State,52.5,2,,0.0,-1,52.5,0.0
55.0,165.0,264.0,181.0,"Date:       September       16,       1994",invoice_info,L.L.       ''Doc''       Bryan,107.5,5,State       or       Local:       State,361.0,2,-1.0,361.0
429.0,162.0,612.0,175.0,State       or       Local:       State,invoice_info,RECIPIENT       INFORMATION,69.5,3,,0.0,-1,69.5,0.0
281.0,232.0,456.0,244.0,RECIPIENT       INFORMATION,other,L.L.       ''Doc''       Bryan,42.5,5,,0.0,-1,42.5,0.0
55.0,276.0,94.0,287.0,Name:,receiver,Address:,27.0,6,L.L.       ''Doc''       Bryan,231.0,5,27.0,231.0
239.0,274.0,372.0,287.0,L.L.       ''Doc''       Bryan,receiver,305       S.       Vancouver          Russellville.       AR       72801,33.0,7,,0.0,-1,33.0,0.0
54.0,302.0,120.0,315.0,Address:,receiver,"Current       Office          and       District:       Representative-District       30          Aspired       Office          and       District:          Party       Democrat          Leadership       Position:       Former       Speaker       of       the       House          Committees:       Revenue       and       Taxation;       Insurance       and       Commerce,       Vice          Chair;       Joint       Committee       on       Energy",120.5,8,305       S.       Vancouver          Russellville.       AR       72801,246.5,7,-1.0,246.5
238.0,300.0,429.0,327.0,305       S.       Vancouver          Russellville.       AR       72801,receiver,"Current       Office          and       District:       Representative-District       30          Aspired       Office          and       District:          Party       Democrat          Leadership       Position:       Former       Speaker       of       the       House          Committees:       Revenue       and       Taxation;       Insurance       and       Commerce,       Vice          Chair;       Joint       Committee       on       Energy",115.5,8,,0.0,-1,115.5,0.0
53.0,352.0,655.0,506.0,"Current       Office          and       District:       Representative-District       30          Aspired       Office          and       District:          Party       Democrat          Leadership       Position:       Former       Speaker       of       the       House          Committees:       Revenue       and       Taxation;       Insurance       and       Commerce,       Vice          Chair;       Joint       Committee       on       Energy",receiver,"CONTRIBUTION       INFORMATION          Amount:       $200.00       Account       Code:       1401-7710-AR01          Check       Pay       to:       L.L.       M       Doc""       Bryan       Campaign       Fund          Address:          (Only       if       different       from       address       above)          Notes:       ,—^          (Date       needed;       fundraiser       date;       other       information)          Approved       by:       ^          (Regional       Vice       President's       signature)          (Senior       Vice       President's       signature)",265.0,9,,0.0,-1,265.0,0.0
53.0,542.0,671.0,846.0,"CONTRIBUTION       INFORMATION          Amount:       $200.00       Account       Code:       1401-7710-AR01          Check       Pay       to:       L.L.       M       Doc""       Bryan       Campaign       Fund          Address:          (Only       if       different       from       address       above)          Notes:       ,—^          (Date       needed;       fundraiser       date;       other       information)          Approved       by:       ^          (Regional       Vice       President's       signature)          (Senior       Vice       President's       signature)",other,Til       631-0079,276.0,10,,0.0,-1,276.0,0.0
640.0,963.0,724.0,977.0,Til       631-0079,other,,0.0,-1,,0.0,-1,0.0,0.0
