xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
280.0,56.0,507.0,75.0,BSMG       WORLDWIDE,supplier,"LORILLARD       TOBACCO       COMPANY          Kr.       Victor       LindBley          Group       Brand       Director          714       Green       Valley       Road          P.O.       Box       10529          Greensboro,       NC       27408",138.0,1,,0.0,-1,138.0,0.0
62.0,136.0,452.0,271.0,"LORILLARD       TOBACCO       COMPANY          Kr.       Victor       LindBley          Group       Brand       Director          714       Green       Valley       Road          P.O.       Box       10529          Greensboro,       NC       27408",other,"April       30,       2001          Please       Remit       Payment       to:          BSMG       Worldwide,       Inc.          P.O.       Box       100583          Atlanta,       GA       30384-0583          USA",3.0,2,,0.0,-1,3.0,0.0
451.0,140.0,712.0,273.0,"April       30,       2001          Please       Remit       Payment       to:          BSMG       Worldwide,       Inc.          P.O.       Box       100583          Atlanta,       GA       30384-0583          USA",supplier,Period       of       Service:       April       2001,85.0,3,,0.0,-1,85.0,0.0
61.0,267.0,451.0,316.0,Period       of       Service:       April       2001,invoice_info,Matter       No:       80048          Invoice       #       205119,3.0,4,"LORILLARD       TOBACCO       COMPANY          Kr.       Victor       LindBley          Group       Brand       Director          714       Green       Valley       Road          P.O.       Box       10529          Greensboro,       NC       27408",1.0,1,3.0,1.0
450.0,271.0,711.0,318.0,Matter       No:       80048          Invoice       #       205119,invoice_info,"YOUTH       SMOKING       PREVENTION       PROGRAM       2001          MARKETING       COMMUNICATIONS       -       CHICAGO,       IL",82.5,5,"April       30,       2001          Please       Remit       Payment       to:          BSMG       Worldwide,       Inc.          P.O.       Box       100583          Atlanta,       GA       30384-0583          USA",1.0,2,82.5,1.0
60.0,358.0,450.0,396.0,"YOUTH       SMOKING       PREVENTION       PROGRAM       2001          MARKETING       COMMUNICATIONS       -       CHICAGO,       IL",positions,For       Professional       Services       Rendered:,32.5,6,,0.0,-1,32.5,0.0
60.0,392.0,449.0,427.0,For       Professional       Services       Rendered:,positions,"$48,334.00",3.0,7,"YOUTH       SMOKING       PREVENTION       PROGRAM       2001          MARKETING       COMMUNICATIONS       -       CHICAGO,       IL",0.5,5,3.0,0.5
449.0,396.0,709.0,429.0,"$48,334.00",positions,TeenHIP       Awards,26.5,8,,0.0,-1,26.5,0.0
60.0,423.0,449.0,455.0,TeenHIP       Awards,positions,812.50,3.0,9,"$48,334.00",324.5,7,3.0,324.5
449.0,427.0,709.0,457.0,812.50,positions,TeenHIP       Grant       Program,26.5,10,,0.0,-1,26.5,0.0
60.0,451.0,449.0,486.0,TeenHIP       Grant       Program,positions,"5,860.00",3.0,11,812.50,324.5,9,3.0,324.5
449.0,455.0,709.0,488.0,"5,860.00",positions,TeenHIP       Cool       News,27.0,12,,0.0,-1,27.0,0.0
59.0,482.0,449.0,515.0,TeenHIP       Cool       News,positions,"4,706.50",3.0,13,TeenHIP       Grant       Program,0.5,10,3.0,0.5
448.0,486.0,709.0,517.0,"4,706.50",positions,Buttoutnow.com,26.0,14,"5,860.00",0.5,11,26.0,0.5
59.0,511.0,448.0,544.0,Buttoutnow.com,positions,"1,847.00",3.0,15,TeenHIP       Cool       News,0.5,12,3.0,0.5
