xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
198.0,149.0,536.0,165.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State       3       Local:       □,45.5,2,,0.0,-1,45.5,0.0
119.0,198.0,204.0,212.0,Date:       7/19/96,invoice_info,Name          C«—       <r       0»),101.5,4,State       3       Local:       □,348.5,2,-1.0,348.5
448.0,194.0,572.0,211.0,State       3       Local:       □,other,RECIPIENT       INFORMATON,49.0,3,,0.0,-1,49.0,0.0
279.0,245.0,454.0,258.0,RECIPIENT       INFORMATON,receiver,Frank       RulT,53.5,5,,0.0,-1,53.5,0.0
112.0,288.0,285.0,325.0,Name          C«—       <r       0»),receiver,PO       Box       332,24.5,7,Frank       RulT,256.0,5,24.5,256.0
285.0,286.0,624.0,324.0,Frank       RulT,receiver,Name          C«—       <r       0»),1.5,4,,0.0,-1,1.5,0.0
112.0,324.0,285.0,341.0,Address,receiver,Clarksville.       VA       23927,31.0,8,PO       Box       332,256.0,7,31.0,256.0
285.0,322.0,624.0,340.0,PO       Box       332,receiver,Address,1.5,6,,0.0,-1,1.5,0.0
285.0,338.0,624.0,389.0,Clarksville.       VA       23927,receiver,Delegate       -       District       61,32.5,10,,0.0,-1,32.5,0.0
112.0,389.0,285.0,406.0,Current       Office       and       District,receiver,Aspired       Office       and       District,17.0,11,Delegate       -       District       61,256.0,10,17.0,256.0
285.0,387.0,624.0,405.0,Delegate       -       District       61,receiver,Current       Office       and       District,1.5,9,,0.0,-1,1.5,0.0
112.0,405.0,285.0,424.0,Aspired       Office       and       District,receiver,Republican,15.5,13,,0.0,-1,15.5,0.0
112.0,423.0,285.0,440.0,Party,receiver,Leadership       Position,15.5,14,Republican,256.0,13,15.5,-1.0
285.0,421.0,624.0,439.0,Republican,receiver,Party,1.5,12,,0.0,-1,1.5,0.0
112.0,437.0,624.0,457.0,Leadership       Position,receiver,Agriculture.       Conservation       &       Natural       Resources.       Roads       &,16.5,16,Republican,86.5,13,16.5,86.5
112.0,456.0,285.0,474.0,Committees,receiver,Internal       Navigation,16.0,17,Leadership       Position,169.5,14,16.0,169.5
285.0,454.0,624.0,473.0,Agriculture.       Conservation       &       Natural       Resources.       Roads       &,receiver,Committees,1.5,15,,0.0,-1,1.5,0.0
285.0,471.0,624.0,491.0,Internal       Navigation,receiver,CONTRIBUTION       INFORMATION,64.0,18,,0.0,-1,64.0,0.0
259.0,538.0,473.0,552.0,CONTRIBUTION       INFORMATION,other,S       250       00,47.0,20,,0.0,-1,47.0,0.0
112.0,584.0,355.0,603.0,Amount,other,14OI-77IO-VA-01,15.5,22,S       250       00,247.5,20,15.5,247.5
355.0,582.0,607.0,602.0,S       250       00,other,Amount,1.5,19,,0.0,-1,1.5,0.0
112.0,602.0,355.0,619.0,Account       Code,other,Friends       of       Frank       Ruff,14.5,24,14OI-77IO-VA-01,247.5,22,14.5,247.5
355.0,600.0,607.0,618.0,14OI-77IO-VA-01,other,Account       Code,1.5,21,,0.0,-1,1.5,0.0
112.0,618.0,355.0,635.0,Check       Payable       to,other,Address          (Only       if       different       from       address       above),40.5,25,Friends       of       Frank       Ruff,247.5,24,40.5,247.5
355.0,616.0,607.0,634.0,Friends       of       Frank       Ruff,other,Check       Payable       to,1.5,23,,0.0,-1,1.5,0.0
112.0,634.0,355.0,700.0,Address          (Only       if       different       from       address       above),other,Next       Round,47.5,27,,0.0,-1,47.5,0.0
112.0,699.0,356.0,733.0,"Notes.          (Date       needed,       fundraiser       date,       other       info",other,f)s       /—       SX-'//—       /■-,40.0,29,Next       Round,247.5,27,40.0,247.5
355.0,697.0,608.0,732.0,Next       Round,other,"Notes.          (Date       needed,       fundraiser       date,       other       info",1.5,26,,0.0,-1,1.5,0.0
113.0,732.0,356.0,783.0,Approved       by:,other,Revised       2/95,111.0,33,f)s       /—       SX-'//—       /■-,247.5,29,111.0,247.5
356.0,730.0,608.0,782.0,f)s       /—       SX-'//—       /■-,other,Approved       by:,1.5,28,,0.0,-1,1.5,0.0
432.0,781.0,583.0,796.0,Vice       President's       signature),other,resident’s       signature),64.0,32,,0.0,-1,64.0,0.0
387.0,845.0,431.0,859.0,(Senior,other,,0.0,-1,resident’s       signature),118.0,32,0.0,118.0
470.0,845.0,584.0,860.0,resident’s       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
116.0,862.0,183.0,875.0,Revised       2/95,other,,0.0,-1,,0.0,-1,0.0,0.0
641.0,964.0,724.0,976.0,Til       640-0373,other,,0.0,-1,,0.0,-1,0.0,0.0
