xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
216.0,148.0,541.0,162.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State:       0       Local:       □,45.5,2,,0.0,-1,45.5,0.0
140.0,195.0,222.0,207.0,Date:       9/11/98,invoice_info,Name          (Individual       Cutaii«       Fumkafting       Oi£),101.0,4,State:       0       Local:       □,335.0,2,-1.0,335.0
457.0,192.0,575.0,209.0,State:       0       Local:       □,invoice_info,RECIPIENT       INFORMATON,46.5,3,,0.0,-1,46.5,0.0
294.0,241.0,462.0,253.0,RECIPIENT       INFORMATON,receiver,Name          (Individual       Cutaii«       Fumkafting       Oi£),55.0,4,,0.0,-1,55.0,0.0
134.0,285.0,301.0,319.0,Name          (Individual       Cutaii«       Fumkafting       Oi£),receiver,Address,25.0,6,Patricia       Miller,244.0,5,25.0,244.0
301.0,285.0,622.0,319.0,Patricia       Miller,receiver,Address,25.0,6,,0.0,-1,25.0,0.0
134.0,319.0,301.0,335.0,Address,receiver,Walls.       MS       38680,31.5,8,6608       Lake       Forest       Dr.,244.0,7,31.5,244.0
301.0,319.0,622.0,335.0,6608       Lake       Forest       Dr.,receiver,Walls.       MS       38680,31.5,8,,0.0,-1,31.5,0.0
301.0,335.0,622.0,382.0,Walls.       MS       38680,receiver,Current       Office       and       District,31.5,9,,0.0,-1,31.5,0.0
134.0,382.0,301.0,398.0,Current       Office       and       District,receiver,Aspired       Office       and       District,16.5,11,Representative.       25,244.0,10,16.5,244.0
301.0,382.0,622.0,398.0,Representative.       25,receiver,Aspired       Office       and       District,16.5,11,,0.0,-1,16.5,0.0
134.0,398.0,301.0,415.0,Aspired       Office       and       District,receiver,Parly,16.0,13,same,244.0,12,16.0,244.0
301.0,398.0,622.0,415.0,same,receiver,Parly,16.0,13,,0.0,-1,16.0,0.0
134.0,415.0,301.0,430.0,Parly,receiver,Leadership       Position,15.5,15,Democrat,244.0,14,15.5,244.0
301.0,415.0,622.0,430.0,Democrat,receiver,Leadership       Position,15.5,15,,0.0,-1,15.5,0.0
134.0,430.0,301.0,446.0,Leadership       Position,receiver,Committees,16.5,16,,0.0,-1,16.5,0.0
134.0,446.0,301.0,463.0,Committees,receiver,(No4f       l'tunui>ih.ptj       i,14.5,17,,0.0,-1,14.5,0.0
134.0,463.0,301.0,475.0,(No4f       l'tunui>ih.ptj       i,receiver,CONTRIBUTION       INFORMATION,60.0,18,,0.0,-1,60.0,0.0
276.0,523.0,481.0,535.0,CONTRIBUTION       INFORMATION,other,Amount,45.5,19,,0.0,-1,45.5,0.0
135.0,565.0,369.0,584.0,Amount,other,Account       Code,17.5,21,200.00,239.0,20,17.5,239.0
369.0,565.0,613.0,584.0,200.00,other,Account       Code,17.5,21,,0.0,-1,17.5,0.0
135.0,584.0,369.0,600.0,Account       Code,other,Check       Payable       to,16.5,23,1401-7710-MS-0I,239.0,22,16.5,239.0
369.0,584.0,613.0,600.0,1401-7710-MS-0I,other,Check       Payable       to,16.5,23,,0.0,-1,16.5,0.0
135.0,600.0,369.0,617.0,Check       Payable       to,other,Address          (Only       if       different       from       address       above),40.5,25,Representative       Patricia       Miller       Campaign,239.0,24,40.5,239.0
369.0,600.0,613.0,617.0,Representative       Patricia       Miller       Campaign,other,Address          (Only       if       different       from       address       above),40.5,25,,0.0,-1,40.5,0.0
135.0,617.0,369.0,681.0,Address          (Only       if       different       from       address       above),other,Notes:          (Date       needed;       fundraiser       date;       other       info,49.0,26,,0.0,-1,49.0,0.0
135.0,681.0,369.0,715.0,Notes:          (Date       needed;       fundraiser       date;       other       info,other,Approved       by:,55.5,30,nextround,239.0,27,55.5,239.0
369.0,681.0,613.0,715.0,nextround,other,'       i       v       >,44.0,32,,0.0,-1,44.0,0.0
520.0,739.0,649.0,777.0,l       LX       ;          ’s       signature),other,mi's       signature),73.5,29,,0.0,-1,-1.0,0.0
509.0,824.0,587.0,839.0,mi's       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
139.0,745.0,214.0,762.0,Approved       by:,other,Revised       2/95,91.0,31,'       i       v       >,289.0,32,91.0,289.0
138.0,839.0,204.0,850.0,Revised       2/95,other,,0.0,-1,,0.0,-1,0.0,0.0
441.0,731.0,490.0,753.0,'       i       v       >,other,(Regional       Vice       Preside,28.0,33,l       LX       ;          ’s       signature),119.0,28,28.0,119.0
386.0,763.0,509.0,777.0,(Regional       Vice       Preside,other,mi's       signature),61.5,29,l       LX       ;          ’s       signature),137.0,28,61.5,-1.0
644.0,964.0,724.0,976.0,Til       712-0099,other,,0.0,-1,,0.0,-1,0.0,0.0
