xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
206.0,100.0,530.0,116.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State       or       Local:       State,52.5,2,,0.0,-1,52.5,0.0
56.0,157.0,239.0,173.0,"Date:       August       24,       1994",supplier,Bill       Backlund,106.5,5,State       or       Local:       State,373.5,2,-1.0,373.5
429.0,154.0,613.0,167.0,State       or       Local:       State,other,RECIPIENT       INFORMATION,70.5,3,,0.0,-1,70.5,0.0
281.0,225.0,456.0,237.0,RECIPIENT       INFORMATION,receiver,Bill       Backlund,40.5,5,,0.0,-1,40.5,0.0
55.0,268.0,96.0,280.0,Name:,receiver,"Address:       8055-171st       Ave.       NE          Redmond,       WA       98052-3906          Current       Office          and       District:       Representative-District       45          Aspired       Office          and       District:          Party       Republican",94.5,6,Bill       Backlund,218.0,5,94.5,218.0
239.0,265.0,348.0,278.0,Bill       Backlund,receiver,"Address:       8055-171st       Ave.       NE          Redmond,       WA       98052-3906          Current       Office          and       District:       Representative-District       45          Aspired       Office          and       District:          Party       Republican",97.0,6,,0.0,-1,-1.0,0.0
55.0,305.0,455.0,432.0,"Address:       8055-171st       Ave.       NE          Redmond,       WA       98052-3906          Current       Office          and       District:       Representative-District       45          Aspired       Office          and       District:          Party       Republican",receiver,Leadership       Position:       n/a          Committees:       n/a,96.0,7,,0.0,-1,96.0,0.0
55.0,443.0,272.0,486.0,Leadership       Position:       n/a          Committees:       n/a,receiver,CONTRIBUTION       INFORMATION          Amount:       $100.00       Account       Code:       1401-7710-WA01          Check       Pay       to:       Committee       to       Elect       Bill       Backlund          Address:,113.5,8,,0.0,-1,113.5,0.0
51.0,521.0,672.0,635.0,CONTRIBUTION       INFORMATION          Amount:       $100.00       Account       Code:       1401-7710-WA01          Check       Pay       to:       Committee       to       Elect       Bill       Backlund          Address:,other,(Only       if       different       from       address       above)          Notes:          (Dote       needed;       fundraiser       date;       other       information),109.5,9,,0.0,-1,109.5,0.0
52.0,658.0,479.0,717.0,(Only       if       different       from       address       above)          Notes:          (Dote       needed;       fundraiser       date;       other       information),other,Approved       by:,63.0,10,,0.0,-1,63.0,0.0
51.0,742.0,156.0,759.0,Approved       by:,other,,0.0,-1,eizaenf's       signature),358.0,11,0.0,358.0
378.0,755.0,545.0,769.0,eizaenf's       signature),other,(Senior       Vice       President's       signature),52.5,12,,0.0,-1,52.5,0.0
246.0,804.0,538.0,825.0,(Senior       Vice       President's       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
640.0,963.0,724.0,977.0,TI1631-1156,other,,0.0,-1,,0.0,-1,0.0,0.0
