xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
280.0,973.0,435.0,987.0,"Westport.       CT       •       Ft.       Lauderdale,       Fl",supplier,,0.0,-1,,0.0,-1,0.0,0.0
223.0,44.0,229.0,55.0,i,supplier,TO:       '       Lawrence       Clayton          R.J.       Reynolds       Tobacco,219.0,3,,0.0,-1,219.0,0.0
319.0,195.0,399.0,211.0,INVOICE,other,"401       North       Main       Street       ,          Winston-Salem,       NC       27102",91.5,5,,0.0,-1,-1.0,0.0
99.0,255.0,303.0,282.0,TO:       '       Lawrence       Clayton          R.J.       Reynolds       Tobacco,receiver,ey,9.0,6,Invoice       #       2581,376.5,4,9.0,376.5
532.0,254.0,623.0,267.0,Invoice       #       2581,invoice_info,"Fee       includes       all       expenses       including       consulting,       exploratory       work,          conceptual,       idea       generation,       staff       support       and       etc.          The       1st       of       4       project       fee       payments,       as       per       the       approved          schedule.       .       •’       :       ..",185.5,8,,0.0,-1,-1.0,0.0
163.0,278.0,325.0,311.0,"401       North       Main       Street       ,          Winston-Salem,       NC       27102",receiver,"DATE:       October       15,1996          REF:       Camel       New       Initiative       Project       (RJR9736)",50.0,7,,0.0,-1,50.0,0.0
201.0,271.0,216.0,284.0,ey,receiver,"401       North       Main       Street       ,          Winston-Salem,       NC       27102",17.0,5,,0.0,-1,17.0,0.0
81.0,320.0,423.0,369.0,"DATE:       October       15,1996          REF:       Camel       New       Initiative       Project       (RJR9736)",other,"Fee       includes       all       expenses       including       consulting,       exploratory       work,          conceptual,       idea       generation,       staff       support       and       etc.          The       1st       of       4       project       fee       payments,       as       per       the       approved          schedule.       .       •’       :       ..",101.5,8,,0.0,-1,101.5,0.0
163.0,409.0,538.0,483.0,"Fee       includes       all       expenses       including       consulting,       exploratory       work,          conceptual,       idea       generation,       staff       support       and       etc.          The       1st       of       4       project       fee       payments,       as       per       the       approved          schedule.       .       •’       :       ..",other,Total       Amount       Due,72.5,9,,0.0,-1,72.5,0.0
228.0,512.0,347.0,525.0,Total       Amount       Due,total,Note:       All       related       travel       and       out-of-pocket       expense       will       be       billed          separately.       '       •       \       V       '       .       .       -i.i          Terms:       Net       10;       please       process       at       your       earliest       convenience.          Thank       you       for       working       with       Fusion       5       Inc.,121.0,10,,0.0,-1,121.0,0.0
163.0,582.0,532.0,697.0,Note:       All       related       travel       and       out-of-pocket       expense       will       be       billed          separately.       '       •       \       V       '       .       .       -i.i          Terms:       Net       10;       please       process       at       your       earliest       convenience.          Thank       you       for       working       with       Fusion       5       Inc.,other,"Fusion       5       Inc.       •       39       Riverside       Avenue       •       Westport,       CT       06680          TEL:       203       226.5555       •       FAX;       203.226.5325       •       E-MAii:       f5fifusion5.com",316.0,11,,0.0,-1,316.0,0.0
220.0,941.0,496.0,970.0,"Fusion       5       Inc.       •       39       Riverside       Avenue       •       Westport,       CT       06680          TEL:       203       226.5555       •       FAX;       203.226.5325       •       E-MAii:       f5fifusion5.com",supplier,"Westport.       CT       •       Ft.       Lauderdale,       Fl",24.5,0,,0.0,-1,24.5,0.0
671.0,795.0,684.0,886.0,51496       7102,other,,0.0,-1,,0.0,-1,0.0,0.0
