xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
111.0,58.0,569.0,277.0,"CYRIL       S.       KIMBALL          CON*ULTINO       CHSMICT          SO       CMITTfND*N       AVfNUI          TwCKAMOC.       N       y       10707          •       U       77».*I71          20       June       1969-          To:       The       American       Tobacco       Co.          Dept,       of       Research       &       Development          P.C.Rox       799          Hopewell,       Va.       23860",other,"For       professional       services       rendered       in       connection       with          sampling       C       brand-varieties       of       cigarettes       at       Durham,       N.C.          on       23       April,       and       Virginia       Branch       on       24       April       and       analysis          of       the       smoke       for       particulate       and       vapor       phase          constituents       and       laison       with       Foster       D.       Snell,       Inc.          Reports       of       Snell,       Inc.       dated       20       May       1969.          S       490.00          Direct       expense       (vouchers       attached)",252.5,1,,0.0,-1,252.5,0.0
111.0,318.0,637.0,522.0,"For       professional       services       rendered       in       connection       with          sampling       C       brand-varieties       of       cigarettes       at       Durham,       N.C.          on       23       April,       and       Virginia       Branch       on       24       April       and       analysis          of       the       smoke       for       particulate       and       vapor       phase          constituents       and       laison       with       Foster       D.       Snell,       Inc.          Reports       of       Snell,       Inc.       dated       20       May       1969.          S       490.00          Direct       expense       (vouchers       attached)",other,Eastern       Airlines,119.5,2,,0.0,-1,119.5,0.0
165.0,529.0,471.0,550.0,Eastern       Airlines,positions,United       Airlines,22.5,4,%       43.05,189.0,3,22.5,189.0
471.0,529.0,543.0,550.0,%       43.05,positions,United       Airlines,22.5,4,,0.0,-1,22.5,0.0
165.0,550.0,471.0,574.0,United       Airlines,positions,Hotel       Durham,25.0,6,35.70,189.0,5,25.0,189.0
471.0,550.0,543.0,574.0,35.70,positions,Hotel       Durham,25.0,6,,0.0,-1,25.0,0.0
165.0,574.0,471.0,600.0,Hotel       Durham,positions,Hotel       John       Marshall,25.5,8,12.36,189.0,7,25.5,189.0
471.0,574.0,543.0,600.0,12.36,positions,Hotel       John       Marshall,25.5,8,,0.0,-1,25.5,0.0
165.0,600.0,471.0,625.0,Hotel       John       Marshall,positions,Holiday       Inn       Richmond,25.0,10,23.11,189.0,9,25.0,189.0
471.0,600.0,543.0,625.0,23.11,positions,Holiday       Inn       Richmond,25.0,10,,0.0,-1,25.0,0.0
165.0,625.0,471.0,650.0,Holiday       Inn       Richmond,positions,"Ground       Transportation,       itps       &       miac.",23.5,12,19.76,189.0,11,23.5,189.0
471.0,625.0,543.0,650.0,19.76,positions,"Ground       Transportation,       itps       &       miac.",23.5,12,,0.0,-1,23.5,0.0
165.0,650.0,471.0,672.0,"Ground       Transportation,       itps       &       miac.",positions,r          *.,136.5,15,7.70,189.0,13,136.5,189.0
471.0,650.0,543.0,672.0,7.70,positions,,0.0,-1,141.68          $       591-68,88.0,14,0.0,88.0
551.0,670.0,639.0,710.0,141.68          $       591-68,positions,,0.0,-1,,0.0,-1,0.0,0.0
382.0,791.0,393.0,804.0,r          *.,other,,0.0,-1,,0.0,-1,0.0,0.0
