xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
15.0,21.0,199.0,71.0,rcc/Vif.       1/Hisv.c       «uviv_c          'HR       JOSEPH       COMMISKEY          211       WILLIAM       STREET          CLMIRA,receiver,REFERENCE       NO.       E       07/30       0014       VENDOR       CODE       E0a43,61.5,5,NY,133.0,2,-1.0,133.0
441.0,16.0,471.0,54.0,n,supplier,DESCRIPTION          CLIENT       TOTAL          REMITTANCE       TOTAL,158.0,13,"llu       uuii       *l       1       1       uu.mi       n.i       l       '       1       M«.          ADVERTISING          PRUDENTIAL       PLAZA       •       CHICAGO,       ILLINOIS       GUbOl          (312)       236-59S9",158.0,4,158.0,158.0
228.0,57.0,252.0,69.0,NY,receiver,REFERENCE       NO.       E       07/30       0014       VENDOR       CODE       E0a43,44.5,5,14901,58.5,3,44.5,58.5
274.0,56.0,323.0,69.0,14901,receiver,REFERENCE       NO.       E       07/30       0014       VENDOR       CODE       E0a43,45.0,5,"llu       uuii       *l       1       1       uu.mi       n.i       l       '       1       M«.          ADVERTISING          PRUDENTIAL       PLAZA       •       CHICAGO,       ILLINOIS       GUbOl          (312)       236-59S9",315.5,4,-1.0,-1.0
473.0,18.0,755.0,67.0,"llu       uuii       *l       1       1       uu.mi       n.i       l       '       1       M«.          ADVERTISING          PRUDENTIAL       PLAZA       •       CHICAGO,       ILLINOIS       GUbOl          (312)       236-59S9",supplier,DATE       08/02/76       PAGE,62.0,6,,0.0,-1,62.0,0.0
21.0,97.0,439.0,118.0,REFERENCE       NO.       E       07/30       0014       VENDOR       CODE       E0a43,other,DOCUMENT          NO.,52.0,9,DATE       08/02/76       PAGE,393.0,6,52.0,393.0
531.0,94.0,715.0,115.0,DATE       08/02/76       PAGE,invoice_info,INVOICE       AMOUNT          50.00          50.00,76.0,14,,0.0,-1,76.0,0.0
30.0,160.0,90.0,173.0,CLIENT,positions,P.M.       INC.,23.0,10,INVOICE          DATC/NJ,86.0,8,23.0,86.0
112.0,148.0,180.0,173.0,INVOICE          DATC/NJ,positions,X15261,29.0,11,DOCUMENT          NO.,93.5,9,29.0,93.5
201.0,148.0,278.0,171.0,DOCUMENT          NO.,positions,X15261,29.0,12,DESCRIPTION          CLIENT       TOTAL          REMITTANCE       TOTAL,151.5,13,29.0,151.5
13.0,183.0,97.0,196.0,P.M.       INC.,positions,POIJM       VC-B       SEV.       10/73       P9INTED       iN       U.S.A.          *       T,442.5,17,X15261,94.5,11,-1.0,94.5
120.0,183.0,179.0,196.0,X15261,positions,POIJM       VC-B       SEV.       10/73       P9INTED       iN       U.S.A.          *       T,442.5,17,X15261,81.0,12,-1.0,81.0
201.0,182.0,260.0,195.0,X15261,positions,POIJM       VC-B       SEV.       10/73       P9INTED       iN       U.S.A.          *       T,443.5,17,DESCRIPTION          CLIENT       TOTAL          REMITTANCE       TOTAL,160.5,13,-1.0,-1.0
317.0,158.0,465.0,228.0,DESCRIPTION          CLIENT       TOTAL          REMITTANCE       TOTAL,positions,*,287.5,16,INVOICE       AMOUNT          50.00          50.00,162.0,14,287.5,162.0
488.0,157.0,618.0,204.0,INVOICE       AMOUNT          50.00          50.00,positions,POIJM       VC-B       SEV.       10/73       P9INTED       iN       U.S.A.          *       T,451.5,17,AMOUNT       LESS          CASH       DISC.          50.00          50.00          50.00,138.5,15,-1.0,138.5
639.0,145.0,744.0,227.0,AMOUNT       LESS          CASH       DISC.          50.00          50.00          50.00,positions,ro          03,754.0,18,,0.0,-1,754.0,0.0
330.0,478.0,334.0,483.0,*,other,POIJM       VC-B       SEV.       10/73       P9INTED       iN       U.S.A.          *       T,151.5,17,,0.0,-1,151.5,0.0
4.0,619.0,548.0,645.0,POIJM       VC-B       SEV.       10/73       P9INTED       iN       U.S.A.          *       T,other,,0.0,-1,,0.0,-1,0.0,0.0
709.0,923.0,725.0,957.0,ro          03,other,,0.0,-1,,0.0,-1,0.0,0.0
