xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
28.0,16.0,490.0,186.0,ER.       [*1;       li?t       5i[4i[5i[4i[5i[4i[5i[4i[5i          165241       2234       M       L01          05001          TO:       PHILIP       MORRIS       USA       FROM:       FISHER       SCIENTIFIC          PARK       500       -       DOOR       77/78       NORCROSS       GA       30091          4100       BERMUDA       HUNDRED       RD          VST       TRT       LAB/BOILR       HSE       LAB          CHESTER       VA       23831          NANCY       HAMILTON,other,-2234-999       DATED       08/21/92       04:52PM       SP02875/5B,138.5,3,,0.0,-1,138.5,0.0
28.0,231.0,55.0,253.0,FS#,positions,QTY,25.0,5,15-,28.5,2,-1.0,28.5
54.0,230.0,86.0,253.0,15-,positions,FS#,0.5,1,-2234-999       DATED       08/21/92       04:52PM       SP02875/5B,230.5,3,0.5,-1.0
85.0,227.0,516.0,252.0,-2234-999       DATED       08/21/92       04:52PM       SP02875/5B,positions,15-,2.0,2,EXT       PR,323.0,9,2.0,-1.0
29.0,253.0,55.0,282.0,LN,positions,1,28.0,11,QTY,28.5,5,-1.0,28.5
55.0,252.0,86.0,282.0,QTY,positions,LN,0.5,4,SHP       UM       CATALOG       =,105.0,6,0.5,105.0
86.0,251.0,265.0,281.0,SHP       UM       CATALOG       =,positions,QTY,1.0,5,-2234-999       DATED       08/21/92       04:52PM       SP02875/5B,125.0,3,1.0,125.0
265.0,249.0,516.0,280.0,DESCRIPTION,positions,SHP       UM       CATALOG       =,1.5,6,UNIT       PR,163.5,8,1.5,163.5
516.0,248.0,592.0,278.0,UNIT       PR,positions,DESCRIPTION,1.5,7,EXT       PR,69.5,9,1.5,69.5
592.0,248.0,655.0,277.0,EXT       PR,positions,UNIT       PR,0.5,8,,0.0,-1,0.5,0.0
29.0,282.0,55.0,311.0,10,positions,11,29.0,15,1,28.5,11,29.0,28.5
55.0,281.0,86.0,310.0,1,positions,10,1.0,10,1       CS       A144S       212,105.0,12,1.0,105.0
86.0,280.0,265.0,310.0,1       CS       A144S       212,positions,1,0.5,11,HYDROCHL       AC       SAFCOT       6X21/2L,215.0,13,0.5,215.0
265.0,278.0,516.0,309.0,HYDROCHL       AC       SAFCOT       6X21/2L,positions,1       CS       A144S       212,1.5,12,32.79,233.0,14,1.5,233.0
592.0,277.0,655.0,306.0,32.79,positions,42.46,58.5,21,,0.0,-1,58.5,0.0
29.0,311.0,55.0,340.0,11,positions,*          *,28.5,18,1       CS       A200S       212,134.0,19,-1.0,-1.0
265.0,307.0,516.0,338.0,SPEED       NUMBER       /501,positions,NITRIC       ACID       R       ACS       6X21/2L/,29.5,20,42.46,233.0,21,29.5,-1.0
29.0,340.0,56.0,370.0,12,positions,13,29.5,22,*          *,28.5,18,29.5,28.5
55.0,339.0,87.0,369.0,*          *,positions,12,1.0,17,1       CS       A200S       212,105.0,19,1.0,105.0
86.0,338.0,266.0,369.0,1       CS       A200S       212,positions,*          *,0.5,18,NITRIC       ACID       R       ACS       6X21/2L/,215.0,20,0.5,215.0
265.0,336.0,517.0,368.0,NITRIC       ACID       R       ACS       6X21/2L/,positions,1       CS       A200S       212,1.5,19,42.46,232.5,21,1.5,232.5
592.0,335.0,655.0,365.0,42.46,positions,40.44,58.5,29,,0.0,-1,58.5,0.0
30.0,370.0,56.0,399.0,13,positions,1,28.0,26,.       f,133.5,23,-1.0,133.5
87.0,368.0,266.0,398.0,.       f,positions,EXTRACTION       FLASK       250ML       12/,27.5,28,SPEED       NUMBER       /502,215.0,24,27.5,215.0
266.0,366.0,517.0,397.0,SPEED       NUMBER       /502,positions,.       f,1.5,23,40.44,233.0,29,1.5,233.0
30.0,399.0,56.0,428.0,14,positions,15,29.0,30,1,28.5,26,29.0,28.5
56.0,398.0,87.0,427.0,1,positions,14,1.0,25,1       PK       09       650D,105.0,27,1.0,105.0
87.0,397.0,266.0,427.0,1       PK       09       650D,positions,1,0.5,26,EXTRACTION       FLASK       250ML       12/,215.0,28,0.5,215.0
266.0,395.0,517.0,426.0,EXTRACTION       FLASK       250ML       12/,positions,1       PK       09       650D,1.5,27,40.44,233.0,29,1.5,233.0
593.0,394.0,656.0,423.0,40.44,positions,28.75,54.0,36,,0.0,-1,54.0,0.0
30.0,428.0,56.0,457.0,15,positions,1,24.0,33,1       EA       13       299       81,133.5,34,-1.0,-1.0
266.0,424.0,517.0,455.0,SPEED       NUMBER       /543,positions,MEMBRANE       ELECTROLYTE       MODUL,25.0,35,28.75,233.0,36,25.0,233.0
30.0,456.0,56.0,478.0,16,positions,17,30.5,37,1,28.5,33,30.5,28.5
56.0,456.0,87.0,477.0,1,positions,16,0.5,32,1       EA       13       299       81,105.0,34,0.5,105.0
87.0,455.0,266.0,477.0,1       EA       13       299       81,positions,1,0.5,33,MEMBRANE       ELECTROLYTE       MODUL,215.0,35,0.5,215.0
266.0,453.0,517.0,476.0,MEMBRANE       ELECTROLYTE       MODUL,positions,1       EA       13       299       81,1.5,34,28.75,233.0,36,1.5,233.0
593.0,452.0,656.0,473.0,28.75,positions,"3       f""\       !Cs.\       i          SPEED       NUMBER       /082",31.5,39,,0.0,-1,31.5,0.0
30.0,478.0,57.0,517.0,17,positions,1,32.0,41,\*x       *'>-'>          \>^a.,133.5,38,-1.0,133.5
87.0,476.0,267.0,516.0,\*x       *'>-'>          \>^a.,positions,FLASK       GRAD       PC       125ML       12/PK,31.5,43,"3       f""\       !Cs.\       i          SPEED       NUMBER       /082",284.5,39,31.5,-1.0
266.0,473.0,657.0,515.0,"3       f""\       !Cs.\       i          SPEED       NUMBER       /082",positions,\*x       *'>-'>          \>^a.,2.0,38,,0.0,-1,2.0,0.0
