xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
204.0,106.0,529.0,120.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,"Date:       July       22,       1994       State       or       Local:       State",55.0,1,,0.0,-1,55.0,0.0
53.0,160.0,612.0,176.0,"Date:       July       22,       1994       State       or       Local:       State",invoice_info,RECIPIENT       INFORMATION,71.0,2,,0.0,-1,71.0,0.0
215.0,226.0,679.0,252.0,RECIPIENT       INFORMATION,receiver,japiciTCnr       T&r       Brian       Taniguchi,33.5,4,,0.0,-1,33.5,0.0
47.0,252.0,215.0,296.0,Name:,receiver,"2140       Armstrong       Street          Honolulu,       HI       96822",43.5,6,japiciTCnr       T&r       Brian       Taniguchi,316.0,4,43.5,316.0
215.0,250.0,679.0,295.0,japiciTCnr       T&r       Brian       Taniguchi,receiver,Name:,1.5,3,,0.0,-1,1.5,0.0
47.0,295.0,215.0,343.0,Address:,receiver,Representative       D-23,56.0,8,"2140       Armstrong       Street          Honolulu,       HI       96822",316.0,6,56.0,316.0
215.0,293.0,679.0,342.0,"2140       Armstrong       Street          Honolulu,       HI       96822",receiver,Address:,1.5,5,,0.0,-1,1.5,0.0
47.0,342.0,216.0,411.0,Current       Office          and       District:          Aspired       Office          and       District:,receiver,Democrat,46.5,10,Representative       D-23,316.0,8,46.5,316.0
215.0,340.0,680.0,410.0,Representative       D-23,receiver,Current       Office          and       District:          Aspired       Office          and       District:,1.5,7,,0.0,-1,1.5,0.0
48.0,410.0,216.0,439.0,Party,receiver,Leadership       Position:,27.0,11,Democrat,316.0,10,27.0,316.0
216.0,408.0,680.0,438.0,Democrat,receiver,Party,1.5,9,,0.0,-1,1.5,0.0
48.0,438.0,216.0,465.0,Leadership       Position:,receiver,Labor       &       Public       Employment,22.0,13,,0.0,-1,22.0,0.0
48.0,464.0,216.0,486.0,Committees:,receiver,CONTRIBUTION       INFORMATION,76.0,14,Labor       &       Public       Employment,316.0,13,76.0,316.0
216.0,462.0,680.0,485.0,Labor       &       Public       Employment,receiver,Committees:,1.5,12,,0.0,-1,1.5,0.0
216.0,538.0,680.0,564.0,CONTRIBUTION       INFORMATION,other,$100.00       Account       Code:       1401-7710-HI01,29.5,16,,0.0,-1,29.5,0.0
48.0,564.0,216.0,600.0,Amount:,other,Friends       for       Brian       Taniguchi,30.5,18,$100.00       Account       Code:       1401-7710-HI01,316.0,16,30.5,316.0
216.0,562.0,680.0,599.0,$100.00       Account       Code:       1401-7710-HI01,other,Amount:,1.5,15,,0.0,-1,1.5,0.0
48.0,599.0,216.0,629.0,Check       Pay       to:,other,Address:,24.0,19,Friends       for       Brian       Taniguchi,316.0,18,24.0,316.0
216.0,597.0,680.0,628.0,Friends       for       Brian       Taniguchi,other,Check       Pay       to:,1.5,17,,0.0,-1,1.5,0.0
48.0,628.0,217.0,648.0,Address:,other,(Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information),64.5,20,,0.0,-1,64.5,0.0
50.0,674.0,471.0,731.0,(Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information),other,(Regional       (Vice       President's       signature),77.0,22,,0.0,-1,77.0,0.0
49.0,758.0,217.0,804.0,Approved       by:,other,(Senior       Vice       President's       signature),39.0,23,(Regional       (Vice       President's       signature),316.0,22,39.0,316.0
217.0,756.0,681.0,803.0,(Regional       (Vice       President's       signature),other,Approved       by:,1.5,21,,0.0,-1,1.5,0.0
217.0,801.0,681.0,839.0,(Senior       Vice       President's       signature),other,TI1631-0545,150.0,24,,0.0,-1,150.0,0.0
641.0,963.0,724.0,977.0,TI1631-0545,other,,0.0,-1,,0.0,-1,0.0,0.0
