xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
641.0,964.0,724.0,976.0,Til       640-0444,other,,0.0,-1,,0.0,-1,0.0,0.0
206.0,140.0,544.0,154.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,Date:       12/10/97,46.0,2,,0.0,-1,46.0,0.0
127.0,187.0,218.0,199.0,Date:       12/10/97,invoice_info,Name          (Individual       Candidal*       or       Fundrmiing       Orj.),103.5,5,State:       0       Local:       □,344.5,3,-1.0,344.5
456.0,186.0,578.0,201.0,State:       0       Local:       □,other,RECIPIENT       INFORMATON,48.5,4,,0.0,-1,48.5,0.0
286.0,236.0,462.0,248.0,RECIPIENT       INFORMATON,receiver,Name          (Individual       Candidal*       or       Fundrmiing       Orj.),54.5,5,,0.0,-1,54.5,0.0
116.0,280.0,289.0,313.0,Name          (Individual       Candidal*       or       Fundrmiing       Orj.),receiver,Address,25.0,7,Frank       Hall,255.5,6,25.0,255.5
289.0,280.0,627.0,313.0,Frank       Hall,receiver,Address,25.0,7,,0.0,-1,25.0,0.0
116.0,313.0,289.0,330.0,Address,receiver,"Richmond,       VA       23235",32.5,9,PO       Box       3407,255.5,8,32.5,255.5
289.0,313.0,627.0,330.0,PO       Box       3407,receiver,"Richmond,       VA       23235",32.5,9,,0.0,-1,32.5,0.0
289.0,330.0,627.0,378.0,"Richmond,       VA       23235",receiver,Current       Office       and       District,32.5,10,,0.0,-1,32.5,0.0
116.0,378.0,289.0,395.0,Current       Office       and       District,receiver,Aspired       Office       and       District,18.0,12,"Representative,       69",255.5,11,18.0,255.5
289.0,378.0,627.0,395.0,"Representative,       69",receiver,Aspired       Office       and       District,18.0,12,,0.0,-1,18.0,0.0
116.0,395.0,289.0,414.0,Aspired       Office       and       District,receiver,Partv,17.0,14,same,255.5,13,17.0,255.5
289.0,395.0,627.0,414.0,same,receiver,Partv,17.0,14,,0.0,-1,17.0,0.0
116.0,414.0,289.0,429.0,Partv,receiver,Leadership       Position,15.5,16,Democrat,255.5,15,15.5,255.5
289.0,414.0,627.0,429.0,Democrat,receiver,Leadership       Position,15.5,16,,0.0,-1,15.5,0.0
116.0,429.0,289.0,445.0,Leadership       Position,receiver,Committees,22.5,17,,0.0,-1,22.5,0.0
116.0,445.0,289.0,474.0,Committees,receiver,CONTRIBUTION       INFORMATION,70.5,18,,0.0,-1,70.5,0.0
262.0,524.0,477.0,536.0,CONTRIBUTION       INFORMATION,other,Amount,47.5,19,,0.0,-1,47.5,0.0
112.0,568.0,358.0,587.0,Amount,other,Account       Code,17.5,21,S       250.00,250.5,20,17.5,250.5
358.0,568.0,613.0,587.0,S       250.00,other,Account       Code,17.5,21,,0.0,-1,17.5,0.0
112.0,587.0,358.0,603.0,Account       Code,other,Check       Payable       to,17.0,23,1401-7710-VA-01,250.5,22,17.0,250.5
358.0,587.0,613.0,603.0,1401-7710-VA-01,other,Check       Payable       to,17.0,23,,0.0,-1,17.0,0.0
112.0,603.0,358.0,621.0,Check       Payable       to,other,Address          (Only       if       different       from       address       above),41.5,25,Friends       For       Frank       Hall,250.5,24,41.5,250.5
358.0,603.0,613.0,621.0,Friends       For       Frank       Hall,other,Address          (Only       if       different       from       address       above),41.5,25,,0.0,-1,41.5,0.0
112.0,621.0,358.0,686.0,Address          (Only       if       different       from       address       above),other,Notes:          (Date       needed;       fundraiser       date;       other       info.,51.0,26,,0.0,-1,51.0,0.0
112.0,686.0,358.0,723.0,Notes:          (Date       needed;       fundraiser       date;       other       info.,other,Approved       by:,56.0,28,next       round,250.5,27,56.0,250.5
358.0,686.0,613.0,723.0,next       round,other,(Senior       Vice       President’s       signature),138.5,30,,0.0,-1,138.5,0.0
116.0,752.0,198.0,769.0,Approved       by:,other,Revised       2/95,94.5,29,,0.0,-1,94.5,0.0
115.0,849.0,182.0,861.0,Revised       2/95,other,,0.0,-1,(Senior       Vice       President’s       signature),336.0,30,0.0,336.0
387.0,835.0,582.0,851.0,(Senior       Vice       President’s       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
