xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
203.0,105.0,529.0,118.0,POLITICAL       CAMPAIGN       CONTRIBUTION       REQUEST,other,State       or       Local:       State,52.0,2,,0.0,-1,52.0,0.0
53.0,159.0,244.0,171.0,"Date:       November       22,       1994",invoice_info,"Larry       Crouse          3017       University       Rd.          Spokane,       WA       99206",88.5,5,State       or       Local:       State,372.0,2,-1.0,372.0
429.0,158.0,612.0,169.0,State       or       Local:       State,other,RECIPIENT       INFORMATION,40.5,3,,0.0,-1,40.5,0.0
275.0,198.0,458.0,210.0,RECIPIENT       INFORMATION,receiver,"Larry       Crouse          3017       University       Rd.          Spokane,       WA       99206",49.5,5,,0.0,-1,49.5,0.0
48.0,226.0,214.0,429.0,Name:          Address:          Current       Office          and       District:          Aspired       Office          and       District:          Party          Leadership       Position:          Committees:,receiver,CONTRIBUTION       INFORMATION          Amount:       $150.00       Account       Code:       1401-771C          Check       Pay       to:       Larry       Crouse       Campaign       Committee          Address:,203.5,7,"Larry       Crouse          3017       University       Rd.          Spokane,       WA       99206",183.5,5,-1.0,183.5
233.0,226.0,396.0,281.0,"Larry       Crouse          3017       University       Rd.          Spokane,       WA       99206",receiver,Representative-District       4          Republican          n/a          n/a,114.0,6,,0.0,-1,114.0,0.0
231.0,305.0,447.0,430.0,Representative-District       4          Republican          n/a          n/a,receiver,CONTRIBUTION       INFORMATION          Amount:       $150.00       Account       Code:       1401-771C          Check       Pay       to:       Larry       Crouse       Campaign       Committee          Address:,163.5,7,,0.0,-1,163.5,0.0
47.0,470.0,622.0,592.0,CONTRIBUTION       INFORMATION          Amount:       $150.00       Account       Code:       1401-771C          Check       Pay       to:       Larry       Crouse       Campaign       Committee          Address:,other,(Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information),116.5,8,-WA01,311.5,12,116.5,311.5
46.0,619.0,476.0,676.0,(Only       if       different       from       address       above)          Notes:          (Date       needed;       fundraiser       date;       other       information),other,Approved       by:,61.5,9,,0.0,-1,61.5,0.0
45.0,701.0,150.0,717.0,Approved       by:,other,,0.0,-1,s       Signature),393.5,10,0.0,393.5
441.0,714.0,541.0,728.0,s       Signature),other,(Senior       Vice       President's       signature),53.5,11,,0.0,-1,53.5,0.0
239.0,765.0,533.0,784.0,(Senior       Vice       President's       signature),other,,0.0,-1,,0.0,-1,0.0,0.0
625.0,511.0,667.0,522.0,-WA01,other,TI1631-1096,453.5,13,,0.0,-1,453.5,0.0
640.0,964.0,724.0,976.0,TI1631-1096,other,,0.0,-1,,0.0,-1,0.0,0.0
