xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
163.0,319.0,507.0,334.0,"<:os»,ooooaoi:       ia'*oaeiT?5e""*",other,C£       T       -CH       B£-OF£       DEPOSIT       NO       NO       OtHfcM       HtCtiPI       PEOWPED,35.5,2,,0.0,-1,35.5,0.0
55.0,364.0,178.0,426.0,'       U       l       W/,supplier,TH£       TOBACCO       INSTITUTE          STREET       NORTHWEST          WASHINGTON.       DC       20M6,6.5,3,C£       T       -CH       B£-OF£       DEPOSIT       NO       NO       OtHfcM       HtCtiPI       PEOWPED,258.5,2,6.5,258.5
247.0,357.0,503.0,367.0,C£       T       -CH       B£-OF£       DEPOSIT       NO       NO       OtHfcM       HtCtiPI       PEOWPED,other,13936,25.5,4,,0.0,-1,25.5,0.0
93.0,382.0,299.0,421.0,TH£       TOBACCO       INSTITUTE          STREET       NORTHWEST          WASHINGTON.       DC       20M6,supplier,INVOICE       OATEl       INVOICE       NO,83.5,9,13936,236.0,4,83.5,236.0
411.0,382.0,453.0,393.0,13936,invoice_info,ENDOW       NUMBER,27.0,5,12/22/96,126.5,6,27.0,126.5
418.0,410.0,498.0,419.0,ENDOW       NUMBER,invoice_info,INVOICE       AMOUNT       NET       AMOUNT,67.5,13,MCCK       NUMBEn,189.0,8,67.5,189.0
527.0,382.0,590.0,394.0,12/22/96,invoice_info,INVOICE       AMOUNT       NET       AMOUNT,94.0,13,026211,85.5,7,-1.0,85.5
604.0,371.0,684.0,393.0,026211,invoice_info,MCCK       NUMBEn,32.0,8,,0.0,-1,32.0,0.0
611.0,409.0,683.0,419.0,MCCK       NUMBEn,invoice_info,INVOICE       AMOUNT       NET       AMOUNT,68.0,13,,0.0,-1,-1.0,0.0
43.0,480.0,182.0,490.0,INVOICE       OATEl       INVOICE       NO,positions,12/19/96       VA       PC       96          1401-7710-VAO,21.5,10,DESCRIPTION,225.0,11,21.5,225.0
44.0,494.0,195.0,519.0,12/19/96       VA       PC       96          1401-7710-VAO,positions,,0.0,-1,STATE       CAMPAIGN       CONTRIBITTICNS,185.0,12,0.0,185.0
303.0,478.0,372.0,489.0,DESCRIPTION,positions,STATE       CAMPAIGN       CONTRIBITTICNS,28.5,12,INVOICE       AMOUNT       NET       AMOUNT,237.0,13,28.5,237.0
205.0,506.0,404.0,518.0,STATE       CAMPAIGN       CONTRIBITTICNS,positions,ThC       TOBACCO       INSTITUTE       INC,427.5,15,"$1,000.00          SI,000.00",236.0,14,427.5,236.0
486.0,477.0,663.0,487.0,INVOICE       AMOUNT       NET       AMOUNT,positions,"$1,000.00          SI,000.00",23.5,14,,0.0,-1,23.5,0.0
506.0,493.0,575.0,518.0,"$1,000.00          SI,000.00",positions,,0.0,-1,,0.0,-1,0.0,0.0
303.0,934.0,443.0,945.0,ThC       TOBACCO       INSTITUTE       INC,other,,0.0,-1,,0.0,-1,0.0,0.0
641.0,963.0,724.0,976.0,Til       640-0388,other,,0.0,-1,,0.0,-1,0.0,0.0
